Sonde serial number                          	R2030132
Balloon release date and time                	2021-04-02T12:00:02
Sonde type                                   	RS41-SG

   n AscRate HeightMSL      P  Temp   RH  Dewp Dir Speed  VirT       Lat        Lon  MixR CompRng CompAz
 135     4.8       656  938.5  26.1 66.4  19.4  26   3.3 302.0 23.182416 120.375746 15.14     444    194
 136     4.7       661  938.0  26.1 66.3  19.3  25   3.2 302.0 23.182390 120.375730 15.09     447    194
 137     4.3       665  937.5  26.0 65.9  19.2  24   3.2 301.9 23.182365 120.375715 15.00     450    194
 138     3.9       669  937.1  26.0 65.4  19.1  23   3.2 301.9 23.182340 120.375698 14.89     453    194
 139     3.7       673  936.8  26.0 65.0  19.0  23   3.2 301.9 23.182314 120.375681 14.80     457    194
 140     3.9       677  936.4  26.0 64.8  18.9  22   3.2 301.8 23.182288 120.375662 14.73     460    194
 141     4.2       681  935.9  26.0 64.3  18.8  21   3.2 301.8 23.182262 120.375642 14.61     463    195
 142     4.3       685  935.4  26.0 63.4  18.5  20   3.1 301.7 23.182235 120.375625 14.40     467    195
 143     4.1       689  935.0  26.0 62.4  18.3  19   3.1 301.7 23.182208 120.375611 14.17     470    195
 144     3.9       693  934.6  26.0 61.8  18.1  19   3.1 301.7 23.182182 120.375600 14.04     473    195
 145     3.9       697  934.2  26.0 61.5  18.0  18   3.1 301.7 23.182156 120.375590 13.95     476    195
 146     3.9       701  933.8  25.9 60.9  17.8  17   3.1 301.6 23.182130 120.375581 13.81     479    195
 147     3.8       705  933.4  25.9 59.7  17.5  16   3.0 301.6 23.182102 120.375573 13.54     482    195
 148     3.7       708  933.0  26.0 57.9  17.1  15   3.0 301.5 23.182074 120.375568 13.15     485    195
 149     3.7       712  932.6  26.0 56.1  16.6  15   3.0 301.5 23.182046 120.375563 12.76     488    195
 150     3.7       716  932.2  26.0 54.8  16.3  14   3.0 301.5 23.182018 120.375559 12.49     492    195
 151     3.8       720  931.8  26.1 53.8  16.0  13   2.9 301.4 23.181991 120.375556 12.28     495    195
 152     3.8       724  931.4  26.1 53.3  15.9  12   2.9 301.4 23.181965 120.375554 12.19     497    195
 153     3.8       727  931.0  26.1 53.7  16.0  12   2.9 301.5 23.181939 120.375551 12.30     500    195
 154     3.8       731  930.6  26.1 55.1  16.4  11   2.9 301.5 23.181914 120.375549 12.60     503    195
 155     3.8       735  930.2  26.0 57.0  16.9  10   2.9 301.5 23.181888 120.375547 13.00     506    195
 156     3.8       739  929.8  25.9 58.5  17.2  10   2.8 301.5 23.181864 120.375544 13.32     508    194
 157     3.8       743  929.4  25.9 59.1  17.3   9   2.8 301.5 23.181840 120.375541 13.41     511    194
 158     4.0       746  929.0  25.9 59.1  17.3   8   2.8 301.5 23.181816 120.375538 13.39     514    194
 159     4.2       751  928.6  25.8 59.1  17.3   8   2.8 301.4 23.181792 120.375534 13.38     516    194
 160     4.3       755  928.1  25.8 59.3  17.3   7   2.8 301.4 23.181768 120.375532 13.40     519    194
 161     4.3       759  927.6  25.8 59.7  17.4   7   2.7 301.4 23.181745 120.375529 13.47     522    194
 162     4.2       763  927.2  25.7 60.2  17.5   6   2.7 301.3 23.181722 120.375526 13.57     524    194
 163     4.1       768  926.8  25.7 60.8  17.6   6   2.7 301.3 23.181700 120.375522 13.66     527    194
 164     4.0       772  926.4  25.6 61.1  17.6   6   2.7 301.3 23.181677 120.375518 13.71     529    194
 165     4.0       775  925.9  25.6 61.5  17.7   5   2.7 301.3 23.181653 120.375515 13.78     532    194
 166     3.9       779  925.5  25.5 62.2  17.8   5   2.7 301.2 23.181629 120.375514 13.91     534    194
 167     3.8       783  925.1  25.5 62.7  17.9   4   2.6 301.2 23.181607 120.375513 13.99     537    194
 168     3.7       787  924.7  25.5 63.0  17.9   4   2.6 301.2 23.181586 120.375511 14.02     539    194
 169     3.5       790  924.4  25.4 63.1  17.9   3   2.6 301.1 23.181565 120.375508 14.03     541    194
 170     3.2       794  924.0  25.4 63.3  17.9   3   2.6 301.1 23.181541 120.375505 14.05     544    194
 171     3.0       797  923.7  25.4 63.5  18.0   2   2.6 301.1 23.181514 120.375502 14.07     547    194
 172     3.0       800  923.4  25.3 63.5  17.9   1   2.6 301.0 23.181484 120.375498 14.05     550    194
 173     3.3       803  923.1  25.3 63.6  17.9   1   2.5 301.0 23.181454 120.375493 14.05     554    194
 174     3.6       807  922.7  25.3 63.7  17.9 360   2.5 301.0 23.181425 120.375486 14.06     557    194
 175     3.7       810  922.3  25.2 63.7  17.9 359   2.5 301.0 23.181399 120.375479 14.05     560    194
 176     3.7       814  921.9  25.2 63.7  17.9 358   2.5 300.9 23.181375 120.375473 14.03     563    194
 177     3.6       818  921.5  25.2 63.8  17.9 357   2.5 300.9 23.181353 120.375470 14.02     565    194
 178     3.4       821  921.2  25.2 63.8  17.9 356   2.5 300.9 23.181333 120.375469 14.01     567    194
 179     3.2       824  920.8  25.1 64.0  17.9 355   2.5 300.8 23.181315 120.375470 14.04     569    194
 180     3.1       827  920.5  25.1 64.3  17.9 354   2.4 300.8 23.181297 120.375473 14.07     571    194
 181     3.1       830  920.2  25.1 64.5  17.9 353   2.4 300.8 23.181279 120.375477 14.11     573    194
 182     3.1       833  919.9  25.1 64.6  17.9 352   2.4 300.8 23.181261 120.375482 14.12     575    193
 183     3.1       836  919.6  25.0 64.5  17.9 350   2.4 300.8 23.181243 120.375489 14.09     577    193
 184     3.2       840  919.2  25.0 64.5  17.9 349   2.4 300.7 23.181223 120.375494 14.08     579    193
 185     3.4       843  918.9  25.0 64.6  17.9 348   2.4 300.7 23.181202 120.375500 14.10     581    193
 186     3.4       847  918.5  25.0 64.9  18.0 346   2.4 300.7 23.181181 120.375505 14.16     583    193
 187     3.4       850  918.1  25.0 65.5  18.1 345   2.4 300.7 23.181158 120.375511 14.26     585    193
 188     3.2       853  917.8  24.9 66.0  18.2 344   2.4 300.7 23.181135 120.375517 14.36     588    193
 189     3.1       856  917.5  24.9 66.4  18.2 343   2.4 300.7 23.181109 120.375525 14.42     590    193
 190     3.2       859  917.1  24.9 66.7  18.3 342   2.4 300.6 23.181082 120.375532 14.46     593    193
 191     3.5       863  916.8  24.8 66.9  18.3 340   2.4 300.6 23.181056 120.375541 14.48     596    192
 192     4.0       867  916.4  24.8 67.1  18.3 339   2.4 300.6 23.181034 120.375550 14.51     598    192
 193     4.4       871  915.9  24.8 67.5  18.4 338   2.4 300.6 23.181015 120.375560 14.55     600    192
 194     4.6       876  915.4  24.7 67.7  18.4 337   2.4 300.5 23.180998 120.375570 14.57     601    192
 195     4.6       881  914.9  24.7 67.8  18.3 336   2.4 300.5 23.180981 120.375580 14.55     603    192
 196     4.2       885  914.5  24.6 67.9  18.3 335   2.4 300.4 23.180965 120.375592 14.55     604    192
 197     3.8       889  914.1  24.6 67.9  18.3 334   2.4 300.4 23.180949 120.375609 14.54     606    191
 198     3.6       892  913.7  24.6 67.9  18.3 333   2.4 300.3 23.180934 120.375629 14.52     607    191
 199     3.7       896  913.4  24.5 68.0  18.3 332   2.4 300.3 23.180921 120.375649 14.50     608    191
 200     3.9       900  913.0  24.5 68.1  18.2 331   2.4 300.3 23.180908 120.375667 14.49     609    191
 201     4.2       904  912.5  24.5 68.1  18.2 330   2.4 300.2 23.180895 120.375680 14.47     610    191
 202     4.3       908  912.0  24.4 68.0  18.2 329   2.4 300.2 23.180878 120.375687 14.43     612    191
 203     4.1       912  911.6  24.4 67.8  18.1 327   2.4 300.1 23.180858 120.375690 14.36     614    191
 204     3.8       916  911.3  24.3 67.7  18.0 326   2.4 300.1 23.180833 120.375693 14.31     617    190
 205     3.6       920  910.9  24.3 67.8  18.0 325   2.4 300.1 23.180808 120.375697 14.32     619    190
 206     3.6       923  910.5  24.3 68.0  18.0 324   2.4 300.0 23.180782 120.375704 14.34     622    190
 207     3.7       927  910.1  24.2 68.2  18.0 322   2.4 300.0 23.180757 120.375713 14.36     625    190
 208     3.8       931  909.7  24.2 68.4  18.1 321   2.3 300.0 23.180733 120.375723 14.38     627    190
 209     3.9       935  909.3  24.2 68.7  18.1 319   2.3 299.9 23.180709 120.375733 14.41     629    190
 210     3.9       939  908.9  24.1 68.8  18.1 317   2.3 299.9 23.180687 120.375743 14.41     632    190
 211     3.8       942  908.5  24.1 68.5  18.0 315   2.2 299.9 23.180666 120.375757 14.35     634    190
 212     3.9       946  908.2  24.1 68.2  17.9 314   2.2 299.9 23.180647 120.375775 14.28     636    189
 213     4.3       951  907.7  24.1 68.1  17.9 311   2.1 299.8 23.180629 120.375797 14.24     637    189
 214     4.6       955  907.2  24.1 68.1  17.8 309   2.1 299.8 23.180613 120.375821 14.22     638    189
 215     4.7       960  906.7  24.0 68.1  17.8 307   2.0 299.7 23.180600 120.375845 14.20     640    189
 216     4.7       965  906.2  24.0 68.2  17.8 304   2.0 299.7 23.180591 120.375868 14.18     640    188
 217     4.5       969  905.8  23.9 68.3  17.8 301   1.9 299.6 23.180584 120.375890 14.18     641    188
 218     4.3       973  905.3  23.9 68.6  17.8 298   1.8 299.6 23.180579 120.375911 14.20     641    188
 219     4.0       977  904.9  23.8 68.9  17.8 295   1.8 299.5 23.180574 120.375933 14.22     641    188
 220     3.8       981  904.6  23.8 69.1  17.8 291   1.7 299.5 23.180568 120.375955 14.21     641    188
 221     3.8       985  904.1  23.7 69.0  17.7 288   1.6 299.5 23.180560 120.375980 14.18     642    187
 222     3.7       989  903.7  23.7 68.7  17.6 283   1.6 299.4 23.180554 120.376005 14.10     642    187
 223     3.5       992  903.4  23.7 67.8  17.4 279   1.5 299.4 23.180549 120.376029 13.90     643    187
 224     3.5       996  903.0  23.7 66.0  17.0 274   1.4 299.3 23.180548 120.376049 13.53     642    187
 225     3.8      1000  902.7  23.8 63.4  16.4 268   1.4 299.3 23.180550 120.376063 13.06     642    187
 226     4.3      1004  902.2  23.9 61.3  16.0 262   1.3 299.4 23.180554 120.376071 12.72     642    187
 227     4.7      1009  901.7  24.0 61.0  16.1 256   1.3 299.5 23.180560 120.376077 12.76     641    187
 228     4.7      1013  901.2  24.1 61.7  16.3 250   1.3 299.6 23.180570 120.376084 12.99     640    186
 229     4.5      1018  900.7  24.1 61.8  16.4 243   1.3 299.6 23.180581 120.376092 13.02     638    186
 230     4.4      1022  900.3  24.0 61.4  16.2 237   1.3 299.5 23.180594 120.376101 12.89     637    186
 231     4.3      1027  899.9  24.0 61.6  16.2 231   1.3 299.5 23.180608 120.376111 12.89     635    186
 232     4.5      1031  899.4  24.0 62.3  16.3 225   1.3 299.5 23.180622 120.376121 13.01     633    186
 233     4.8      1036  898.9  23.9 63.0  16.5 220   1.4 299.5 23.180636 120.376130 13.14     632    186
 234     5.0      1041  898.4  23.9 63.7  16.7 215   1.4 299.5 23.180647 120.376137 13.32     631    186
 235     5.0      1046  897.9  24.0 64.1  16.8 210   1.5 299.5 23.180656 120.376144 13.43     630    186
 236     4.8      1051  897.4  23.9 64.0  16.7 206   1.5 299.5 23.180665 120.376151 13.40     628    186
 237     4.4      1055  896.9  23.9 63.9  16.7 203   1.6 299.5 23.180675 120.376157 13.36     627    186
 238     4.0      1059  896.5  23.9 64.1  16.7 200   1.7 299.5 23.180687 120.376162 13.37     626    186
 239     4.0      1063  896.2  23.8 64.2  16.7 198   1.7 299.4 23.180701 120.376165 13.38     624    186
 240     4.1      1067  895.7  23.8 64.4  16.7 195   1.8 299.4 23.180718 120.376167 13.40     622    186
 241     4.3      1071  895.3  23.8 64.5  16.7 194   1.9 299.4 23.180738 120.376167 13.41     620    186
 242     4.4      1076  894.8  23.8 64.4  16.7 192   1.9 299.3 23.180762 120.376165 13.39     618    186
 243     4.2      1080  894.4  23.8 64.3  16.7 191   2.0 299.3 23.180789 120.376162 13.37     615    186
 244     3.9      1084  894.0  23.7 64.4  16.6 190   2.0 299.3 23.180818 120.376158 13.36     612    186
 245     3.5      1087  893.6  23.7 64.6  16.6 190   2.1 299.3 23.180847 120.376156 13.37     608    186
 246     3.4      1091  893.3  23.7 64.8  16.7 189   2.1 299.2 23.180874 120.376153 13.39     605    186
 247     3.5      1094  893.0  23.6 64.9  16.7 189   2.1 299.2 23.180899 120.376151 13.42     603    186
 248     3.7      1098  892.6  23.7 65.0  16.7 189   2.2 299.3 23.180921 120.376148 13.46     600    186
 249     3.8      1102  892.2  23.7 65.2  16.8 189   2.2 299.3 23.180942 120.376146 13.55     598    186
 250     3.9      1105  891.8  23.7 65.5  16.9 190   2.2 299.4 23.180963 120.376144 13.63     596    186
 251     4.1      1109  891.4  23.7 65.7  16.9 190   2.2 299.3 23.180982 120.376144 13.66     594    186
 252     4.3      1114  891.0  23.7 65.7  16.9 191   2.3 299.3 23.181000 120.376145 13.65     592    186
 253     4.3      1118  890.5  23.7 65.6  16.9 192   2.3 299.3 23.181017 120.376148 13.62     590    186
 254     4.0      1122  890.1  23.7 65.4  16.9 193   2.3 299.3 23.181034 120.376153 13.61     588    186
 255     3.6      1125  889.7  23.7 65.2  16.8 194   2.3 299.3 23.181052 120.376160 13.59     586    186
 256     3.2      1129  889.4  23.7 65.0  16.8 195   2.3 299.3 23.181071 120.376166 13.56     584    186
 257     3.2      1132  889.1  23.7 64.8  16.7 196   2.3 299.3 23.181093 120.376170 13.52     581    186
 258     3.3      1135  888.8  23.7 64.0  16.6 198   2.3 299.3 23.181117 120.376173 13.38     578    186
