Sonde serial number                          	S2251158
Balloon release date and time                	2021-04-01T21:00:02
Sonde type                                   	RS41-SGP

   n AscRate HeightMSL      P  Temp   RH  Dewp Dir Speed  VirT       Lat        Lon  MixR CompRng CompAz
  37     2.6       185  988.6  23.7 87.9  21.6 317   1.8 299.9 23.185649 120.376404 16.55      78    207
  38     2.7       187  988.3  23.7 88.1  21.6 316   1.8 299.8 23.185638 120.376415 16.57      78    205
  39     2.4       190  988.0  23.7 88.6  21.7 315   1.9 299.8 23.185622 120.376427 16.65      79    204
  40     2.7       192  987.7  23.6 89.4  21.8 314   1.9 299.8 23.185603 120.376443 16.77      81    202
  41     2.4       195  987.3  23.6 90.1  21.9 313   2.0 299.8 23.185586 120.376462 16.88      82    201
  42     3.7       198  987.0  23.6 90.5  21.9 312   2.0 299.8 23.185577 120.376481 16.93      82    199
  43     3.9       202  986.6  23.5 90.6  21.9 311   2.0 299.7 23.185575 120.376493 16.93      82    198
  44     3.3       206  986.3  23.5 90.6  21.9 310   2.1 299.7 23.185578 120.376498 16.90      81    198
  45     2.9       209  985.9  23.5 90.7  21.9 309   2.1 299.7 23.185575 120.376500 16.88      82    198
  46     3.7       212  985.6  23.4 90.8  21.8 308   2.2 299.6 23.185563 120.376506 16.87      83    197
  47     3.1       215  985.2  23.4 90.7  21.8 307   2.2 299.6 23.185544 120.376522 16.83      84    196
  48     2.6       218  984.9  23.4 90.4  21.7 306   2.2 299.5 23.185522 120.376550 16.75      86    193
  49     3.0       221  984.5  23.3 90.2  21.6 305   2.3 299.5 23.185505 120.376583 16.67      87    191
  50     2.8       224  984.2  23.3 90.2  21.6 304   2.3 299.4 23.185493 120.376613 16.64      88    189
  51     2.8       227  983.9  23.3 90.2  21.6 303   2.3 299.4 23.185485 120.376634 16.62      88    187
  52     3.1       230  983.5  23.2 90.4  21.6 302   2.3 299.4 23.185476 120.376648 16.62      89    186
  53     3.3       233  983.2  23.2 90.6  21.6 301   2.4 299.3 23.185464 120.376661 16.63      90    185
  54     1.9       235  982.9  23.2 90.8  21.6 300   2.4 299.3 23.185450 120.376677 16.65      92    184
  55     3.5       239  982.6  23.1 91.0  21.6 299   2.4 299.3 23.185437 120.376698 16.65      93    183
  56     3.5       242  982.2  23.1 91.1  21.6 298   2.4 299.3 23.185425 120.376723 16.66      94    181
  57     3.1       245  981.9  23.1 91.2  21.6 297   2.5 299.2 23.185412 120.376746 16.67      96    180
  58     2.1       247  981.6  23.1 91.4  21.6 297   2.5 299.2 23.185396 120.376768 16.68      98    179
  59     2.6       250  981.3  23.0 91.7  21.6 296   2.5 299.2 23.185379 120.376791 16.71     100    177
  60     3.1       253  980.9  23.0 91.9  21.6 295   2.5 299.2 23.185366 120.376817 16.75     101    176
  61     3.3       256  980.6  23.0 92.1  21.7 294   2.5 299.2 23.185357 120.376844 16.78     102    174
  62     2.3       258  980.3  23.0 92.1  21.7 293   2.5 299.2 23.185353 120.376870 16.78     103    173
  63     3.2       262  980.0  23.0 92.1  21.6 293   2.5 299.2 23.185348 120.376891 16.77     104    172
  64     3.2       265  979.6  23.0 92.2  21.6 292   2.6 299.1 23.185342 120.376910 16.75     105    171
  65     2.7       267  979.3  22.9 92.3  21.6 291   2.6 299.1 23.185334 120.376931 16.75     106    170
  66     3.3       271  979.0  22.9 92.5  21.7 290   2.6 299.1 23.185326 120.376956 16.80     108    168
  67     3.2       274  978.7  22.9 92.8  21.7 290   2.6 299.1 23.185319 120.376984 16.86     109    167
  68     2.3       276  978.4  22.9 92.8  21.7 289   2.6 299.1 23.185315 120.377011 16.88     110    166
  69     2.3       279  978.0  23.0 92.2  21.6 289   2.6 299.1 23.185314 120.377035 16.79     111    164
  70     2.9       282  977.7  23.0 91.0  21.4 288   2.6 299.1 23.185311 120.377056 16.60     112    163
  71     2.9       284  977.4  23.0 89.7  21.2 288   2.7 299.1 23.185306 120.377077 16.40     113    162
  72     2.9       287  977.1  23.0 89.0  21.1 287   2.7 299.1 23.185299 120.377100 16.30     114    161
  73     3.0       290  976.8  23.1 89.1  21.2 287   2.7 299.2 23.185291 120.377126 16.33     116    160
  74     2.5       293  976.5  23.0 89.6  21.2 286   2.7 299.2 23.185285 120.377151 16.41     117    159
  75     2.2       295  976.2  23.0 90.0  21.3 286   2.7 299.1 23.185280 120.377172 16.48     119    158
  76     2.1       297  975.9  23.0 90.3  21.3 286   2.7 299.1 23.185275 120.377191 16.50     120    158
  77     3.0       300  975.6  23.0 90.3  21.3 285   2.8 299.1 23.185269 120.377210 16.50     121    157
  78     3.7       304  975.3  23.0 90.2  21.3 285   2.8 299.1 23.185263 120.377232 16.47     123    156
  79     2.6       306  975.0  23.0 89.7  21.2 285   2.8 299.1 23.185257 120.377258 16.38     125    155
  80     2.5       309  974.7  23.0 89.3  21.1 285   2.8 299.1 23.185253 120.377286 16.32     126    154
  81     3.1       312  974.4  23.0 89.4  21.2 285   2.9 299.1 23.185252 120.377315 16.36     128    153
  82     2.3       314  974.1  23.0 89.9  21.2 284   2.9 299.1 23.185250 120.377343 16.43     129    152
  83     3.0       317  973.8  23.0 90.1  21.3 284   2.9 299.1 23.185246 120.377368 16.47     131    151
  84     2.4       320  973.5  23.0 89.9  21.2 284   3.0 299.1 23.185238 120.377394 16.44     133    150
  85     2.5       322  973.2  23.0 89.5  21.1 284   3.0 299.1 23.185227 120.377421 16.37     135    149
  86     2.8       325  972.9  23.0 88.5  21.0 284   3.0 299.1 23.185214 120.377450 16.20     138    148
  87     2.7       327  972.6  23.0 86.7  20.7 284   3.0 299.1 23.185201 120.377478 15.93     141    148
  88     3.2       331  972.3  23.1 85.0  20.4 284   3.1 299.1 23.185189 120.377506 15.67     144    147
  89     2.7       333  971.9  23.1 83.7  20.2 284   3.1 299.1 23.185178 120.377535 15.45     146    146
  90     3.7       337  971.6  23.1 82.4  20.0 284   3.1 299.0 23.185168 120.377566 15.23     149    146
  91     2.3       339  971.3  23.2 81.0  19.7 284   3.1 299.0 23.185160 120.377599 15.00     152    145
  92     3.8       343  970.9  23.2 79.4  19.4 284   3.2 299.0 23.185155 120.377634 14.71     154    144
  93     3.1       346  970.6  23.2 77.1  19.0 284   3.2 299.0 23.185153 120.377670 14.32     157    143
  94     2.1       348  970.3  23.3 74.9  18.6 283   3.2 299.0 23.185152 120.377706 13.96     159    142
  95     3.4       352  970.0  23.3 73.6  18.3 283   3.2 298.9 23.185149 120.377739 13.73     161    141
  96     2.7       354  969.7  23.3 72.7  18.2 283   3.2 298.9 23.185143 120.377769 13.58     164    140
  97     1.9       356  969.3  23.3 72.0  18.0 283   3.2 298.9 23.185135 120.377800 13.46     166    139
  98     3.3       360  969.0  23.4 71.5  17.9 283   3.2 298.9 23.185128 120.377831 13.40     169    139
  99     3.1       363  968.7  23.4 71.5  17.9 283   3.2 298.9 23.185122 120.377862 13.40     172    138
 100     3.7       366  968.3  23.4 71.7  18.0 282   3.2 298.9 23.185116 120.377891 13.42     174    138
 101     3.1       370  968.0  23.3 71.8  18.0 282   3.2 298.9 23.185109 120.377919 13.44     177    137
 102     2.7       372  967.7  23.3 71.9  18.0 282   3.2 298.9 23.185100 120.377946 13.44     179    137
 103     3.0       375  967.3  23.3 71.8  18.0 282   3.2 298.9 23.185091 120.377975 13.44     182    136
 104     3.2       378  967.0  23.3 71.8  17.9 282   3.2 298.9 23.185081 120.378007 13.42     185    136
 105     2.6       381  966.7  23.3 71.8  17.9 281   3.1 298.9 23.185074 120.378043 13.42     188    135
 106     2.6       384  966.4  23.3 71.9  17.9 281   3.1 298.9 23.185067 120.378078 13.43     191    134
 107     3.9       387  966.0  23.3 71.9  17.9 281   3.1 298.8 23.185061 120.378111 13.43     194    134
 108     2.5       390  965.7  23.2 71.9  17.9 281   3.1 298.8 23.185054 120.378140 13.42     197    133
 109     3.0       393  965.4  23.2 71.8  17.9 280   3.0 298.8 23.185047 120.378168 13.39     200    133
 110     3.0       396  965.0  23.2 71.5  17.8 280   3.0 298.8 23.185041 120.378199 13.34     202    133
 111     3.5       399  964.7  23.2 71.0  17.7 280   3.0 298.8 23.185037 120.378229 13.25     205    132
 112     3.1       403  964.3  23.2 70.1  17.5 280   2.9 298.7 23.185034 120.378258 13.08     207    132
 113     3.0       406  964.0  23.2 69.0  17.3 279   2.9 298.7 23.185030 120.378285 12.89     210    131
 114     3.2       409  963.6  23.3 68.1  17.1 279   2.9 298.7 23.185025 120.378311 12.72     212    131
 115     3.1       412  963.3  23.3 67.5  16.9 279   2.8 298.7 23.185022 120.378339 12.62     214    130
 116     2.7       415  963.0  23.3 67.3  16.9 279   2.8 298.7 23.185020 120.378368 12.59     217    130
 117     2.9       418  962.6  23.2 67.3  16.9 278   2.7 298.7 23.185021 120.378396 12.58     219    129
 118     3.3       421  962.3  23.2 67.4  16.9 278   2.7 298.6 23.185021 120.378423 12.58     221    129
 119     3.2       424  962.0  23.2 67.4  16.9 278   2.7 298.6 23.185022 120.378448 12.59     223    129
 120     2.4       426  961.6  23.2 67.7  16.9 278   2.6 298.6 23.185021 120.378473 12.62     225    128
 121     3.0       430  961.3  23.1 68.3  17.0 278   2.6 298.6 23.185019 120.378498 12.72     227    128
 122     3.7       433  961.0  23.1 69.7  17.3 277   2.6 298.6 23.185015 120.378523 12.96     230    127
 123     2.7       436  960.7  23.1 72.5  17.9 277   2.5 298.6 23.185012 120.378547 13.45     232    127
 124     2.7       439  960.3  23.0 76.7  18.7 277   2.5 298.7 23.185007 120.378570 14.19     234    127
 125     3.0       442  960.0  22.9 80.6  19.4 277   2.5 298.7 23.185003 120.378590 14.85     236    127
 126     3.2       445  959.6  22.8 82.6  19.7 277   2.4 298.7 23.184999 120.378610 15.17     238    127
 127     3.4       448  959.3  22.8 83.3  19.8 277   2.4 298.7 23.184995 120.378629 15.26     240    126
 128     2.6       451  959.0  22.7 83.8  19.9 277   2.4 298.6 23.184990 120.378649 15.31     242    126
 129     3.7       455  958.6  22.7 84.6  20.0 277   2.4 298.6 23.184986 120.378669 15.43     244    126
 130     3.5       458  958.3  22.6 85.9  20.2 277   2.3 298.6 23.184984 120.378690 15.65     245    126
 131     2.7       461  957.9  22.6 87.8  20.5 277   2.3 298.6 23.184981 120.378709 15.96     247    125
 132     2.5       463  957.6  22.6 89.3  20.7 277   2.3 298.6 23.184978 120.378729 16.21     249    125
 133     3.4       467  957.3  22.5 90.0  20.8 277   2.3 298.6 23.184975 120.378749 16.31     251    125
 134     3.5       470  957.0  22.5 89.8  20.8 277   2.3 298.6 23.184972 120.378771 16.26     253    125
 135     1.7       472  956.7  22.5 89.0  20.6 277   2.3 298.6 23.184970 120.378793 16.12     255    125
 136     3.6       476  956.4  22.5 88.2  20.5 277   2.3 298.5 23.184969 120.378814 15.97     257    124
 137     2.5       478  956.1  22.5 87.5  20.3 277   2.3 298.5 23.184968 120.378834 15.85     259    124
 138     2.2       480  955.8  22.5 87.0  20.3 277   2.3 298.5 23.184967 120.378854 15.78     260    124
 139     2.5       483  955.5  22.5 86.6  20.2 278   2.3 298.5 23.184966 120.378873 15.73     262    124
 140     2.8       486  955.2  22.6 86.4  20.2 278   2.3 298.5 23.184966 120.378893 15.70     264    123
 141     2.4       488  955.0  22.6 86.2  20.2 278   2.3 298.5 23.184964 120.378913 15.68     266    123
 142     2.1       490  954.7  22.6 86.0  20.1 278   2.3 298.6 23.184961 120.378935 15.65     268    123
 143     2.3       492  954.5  22.6 85.8  20.1 278   2.3 298.6 23.184958 120.378957 15.62     270    123
 144     2.1       495  954.2  22.6 85.6  20.1 279   2.3 298.6 23.184952 120.378979 15.60     272    123
 145     2.7       497  954.0  22.6 85.3  20.0 279   2.3 298.6 23.184946 120.379002 15.56     274    123
 146     2.1       499  953.7  22.6 85.1  20.0 279   2.4 298.6 23.184941 120.379026 15.52     277    122
 147     2.0       501  953.5  22.6 84.6  19.9 279   2.4 298.5 23.184938 120.379051 15.44     279    122
 148     1.9       503  953.2  22.6 84.0  19.8 279   2.4 298.5 23.184935 120.379076 15.34     281    122
 149     2.4       506  953.0  22.6 83.4  19.7 280   2.4 298.5 23.184933 120.379101 15.27     284    122
 150     3.1       509  952.7  22.7 83.2  19.7 280   2.4 298.5 23.184932 120.379125 15.23     286    121
 151     2.4       511  952.5  22.7 83.1  19.6 280   2.4 298.5 23.184931 120.379147 15.21     288    121
 152     2.3       513  952.2  22.7 83.0  19.6 280   2.4 298.5 23.184929 120.379170 15.21     290    121
 153     2.7       516  951.9  22.7 83.0  19.6 280   2.4 298.6 23.184927 120.379194 15.21     292    121
 154     2.4       518  951.7  22.7 82.7  19.6 280   2.4 298.6 23.184924 120.379219 15.18     294    121
 155     1.3       520  951.5  22.7 82.5  19.6 280   2.4 298.6 23.184920 120.379244 15.14     297    120
 156     1.9       522  951.2  22.7 82.2  19.5 281   2.4 298.6 23.184916 120.379268 15.10     299    120
 157     2.2       524  951.0  22.7 81.8  19.4 281   2.4 298.6 23.184912 120.379291 15.04     301    120
 158     1.8       526  950.8  22.7 81.4  19.4 281   2.4 298.6 23.184908 120.379315 14.98     304    120
 159     3.2       529  950.5  22.7 80.8  19.3 281   2.4 298.6 23.184902 120.379340 14.89     306    120
 160     2.0       531  950.3  22.8 79.9  19.1 281   2.4 298.6 23.184896 120.379365 14.76     309    120
 161     1.9       533  950.0  22.8 78.9  19.0 281   2.4 298.6 23.184890 120.379392 14.62     312    120
 162     2.3       535  949.8  22.9 77.8  18.8 281   2.4 298.6 23.184884 120.379419 14.46     314    119
 163     2.3       537  949.6  22.9 76.9  18.7 281   2.4 298.6 23.184878 120.379447 14.33     317    119
 164     2.0       540  949.3  22.9 76.5  18.6 281   2.4 298.7 23.184873 120.379474 14.28     320    119
 165     1.8       541  949.1  23.0 76.3  18.6 282   2.4 298.7 23.184868 120.379500 14.25     323    119
 166     3.1       544  948.8  23.0 76.0  18.5 282   2.3 298.7 23.184864 120.379523 14.20     325    119
 167     2.1       546  948.6  22.9 75.4  18.4 282   2.3 298.6 23.184861 120.379544 14.09     327    119
 168     2.1       549  948.4  23.0 74.5  18.2 282   2.3 298.6 23.184858 120.379562 13.92     329    119
 169     2.3       551  948.1  23.0 73.9  18.1 282   2.3 298.6 23.184854 120.379581 13.81     330    118
 170     1.9       553  947.9  23.0 73.6  18.0 282   2.3 298.6 23.184851 120.379600 13.76     332    118
 171     2.3       555  947.6  23.0 73.5  18.0 282   2.2 298.6 23.184847 120.379620 13.75     334    118
 172     1.7       557  947.4  22.9 73.6  18.0 282   2.2 298.6 23.184843 120.379641 13.76     336    118
 173     2.5       559  947.2  22.9 73.6  18.0 282   2.2 298.6 23.184840 120.379661 13.75     338    118
 174     2.1       561  946.9  22.9 73.5  18.0 283   2.2 298.5 23.184837 120.379681 13.73     340    118
 175     2.1       564  946.7  22.9 73.3  17.9 283   2.1 298.5 23.184834 120.379700 13.68     342    118
 176     2.4       566  946.5  22.9 72.7  17.8 283   2.1 298.5 23.184829 120.379718 13.56     344    118
 177     2.2       568  946.2  22.9 71.8  17.6 283   2.1 298.5 23.184823 120.379734 13.40     346    118
 178     1.8       570  946.0  22.9 70.9  17.4 283   2.1 298.5 23.184816 120.379749 13.25     348    118
 179     2.2       572  945.8  22.9 70.3  17.2 283   2.0 298.4 23.184809 120.379766 13.13     350    118
 180     2.4       575  945.6  22.9 69.5  17.1 283   2.0 298.4 23.184803 120.379784 12.99     352    118
 181     2.3       577  945.3  22.9 68.6  16.9 283   2.0 298.4 23.184797 120.379804 12.82     354    118
 182     1.5       578  945.1  22.9 68.0  16.7 284   2.0 298.4 23.184793 120.379825 12.72     356    118
 183     1.4       580  944.9  22.9 67.7  16.7 284   1.9 298.4 23.184790 120.379845 12.67     358    117
 184     2.8       583  944.6  22.9 67.7  16.7 284   1.9 298.4 23.184786 120.379864 12.66     360    117
 185     2.7       585  944.4  22.9 67.9  16.7 284   1.9 298.4 23.184782 120.379883 12.70     362    117
 186     1.8       587  944.2  22.9 68.3  16.8 285   1.9 298.4 23.184776 120.379900 12.77     363    117
 187     2.2       589  943.9  22.9 68.7  16.9 285   1.8 298.4 23.184771 120.379919 12.84     365    117
 188     2.0       591  943.7  22.9 69.2  17.0 285   1.8 298.4 23.184767 120.379938 12.92     367    117
 189     2.3       594  943.5  22.9 69.6  17.1 285   1.8 298.4 23.184764 120.379956 13.00     369    117
 190     2.0       596  943.2  22.8 70.1  17.1 286   1.8 298.4 23.184761 120.379973 13.08     371    117
 191     2.4       598  943.0  22.8 70.6  17.2 286   1.7 298.3 23.184757 120.379989 13.16     373    117
 192     1.9       600  942.8  22.8 71.2  17.3 287   1.7 298.3 23.184755 120.380005 13.25     374    117
 193     1.9       602  942.5  22.8 71.7  17.4 287   1.7 298.3 23.184754 120.380020 13.34     375    117
 194     2.3       604  942.3  22.8 72.2  17.5 288   1.7 298.3 23.184752 120.380034 13.40     377    117
 195     2.3       606  942.1  22.7 72.5  17.6 288   1.6 298.3 23.184749 120.380046 13.46     378    117
 196     2.7       609  941.8  22.7 72.8  17.6 289   1.6 298.3 23.184745 120.380058 13.50     379    117
 197     2.3       611  941.6  22.7 72.9  17.6 290   1.6 298.3 23.184740 120.380070 13.51     381    117
 198     2.0       613  941.4  22.7 72.9  17.6 290   1.6 298.3 23.184733 120.380084 13.51     382    117
 199     1.4       615  941.1  22.7 72.7  17.6 291   1.5 298.3 23.184725 120.380099 13.47     384    117
 200     2.4       617  940.9  22.7 72.4  17.5 292   1.5 298.2 23.184716 120.380114 13.40     386    117
 201     1.8       619  940.7  22.7 72.0  17.4 293   1.5 298.2 23.184709 120.380129 13.34     388    117
 202     2.2       621  940.5  22.7 71.9  17.4 294   1.4 298.2 23.184703 120.380144 13.31     389    117
 203     3.2       624  940.2  22.7 71.9  17.4 295   1.4 298.2 23.184700 120.380159 13.31     391    117
 204     1.2       626  940.0  22.6 71.9  17.3 296   1.4 298.2 23.184697 120.380174 13.30     392    116
 205     2.2       628  939.8  22.6 71.9  17.3 297   1.4 298.2 23.184694 120.380188 13.30     394    116
 206     2.5       630  939.5  22.6 72.0  17.3 298   1.3 298.2 23.184690 120.380200 13.31     395    116
 207     1.9       632  939.3  22.6 72.1  17.3 299   1.3 298.2 23.184684 120.380209 13.32     396    116
 208     2.2       635  939.0  22.6 72.1  17.3 300   1.3 298.1 23.184678 120.380215 13.31     397    116
 209     2.3       637  938.8  22.6 72.0  17.3 302   1.3 298.1 23.184673 120.380221 13.29     398    117
 210     2.1       639  938.5  22.6 71.7  17.2 303   1.2 298.1 23.184668 120.380230 13.23     399    117
 211     2.6       642  938.3  22.6 71.4  17.2 304   1.2 298.1 23.184662 120.380241 13.17     400    117
 212     3.0       645  938.1  22.6 71.0  17.1 305   1.2 298.1 23.184656 120.380255 13.10     402    117
 213     1.5       646  937.8  22.6 70.6  17.0 307   1.2 298.1 23.184649 120.380270 13.03     404    117
 214     2.2       648  937.6  22.6 70.3  16.9 308   1.1 298.1 23.184640 120.380284 12.98     405    117
 215     2.2       650  937.4  22.6 70.3  16.9 309   1.1 298.1 23.184631 120.380297 12.97     407    117
 216     2.1       653  937.1  22.6 70.4  16.9 311   1.1 298.1 23.184621 120.380307 13.00     408    117
 217     1.6       654  936.9  22.5 70.7  17.0 312   1.1 298.0 23.184613 120.380315 13.03     409    117
 218     2.2       656  936.7  22.5 71.0  17.0 313   1.0 298.0 23.184607 120.380322 13.07     410    117
 219     2.4       659  936.4  22.5 71.2  17.1 314   1.0 298.0 23.184602 120.380328 13.11     411    117
 220     2.3       661  936.2  22.5 71.4  17.1 315   1.0 298.0 23.184598 120.380332 13.14     412    117
 221     2.5       664  935.9  22.5 71.5  17.1 317   1.0 298.0 23.184593 120.380334 13.14     412    117
 222     2.6       666  935.7  22.5 71.5  17.1 318   1.0 298.0 23.184588 120.380335 13.13     413    117
 223     1.9       668  935.5  22.4 71.4  17.0 319   0.9 297.9 23.184582 120.380335 13.09     413    117
 224     2.0       670  935.2  22.4 71.1  17.0 320   0.9 297.9 23.184576 120.380335 13.04     413    117
 225     1.9       672  935.0  22.4 70.6  16.8 321   0.9 297.9 23.184569 120.380335 12.95     413    117
 226     2.6       675  934.7  22.4 69.6  16.6 322   0.9 297.9 23.184563 120.380335 12.78     414    117
 227     2.5       677  934.5  22.5 68.2  16.4 323   0.9 297.9 23.184555 120.380338 12.55     415    117
 228     1.6       679  934.3  22.5 66.9  16.1 324   0.9 297.9 23.184547 120.380343 12.34     415    117
 229     2.4       681  934.0  22.6 65.8  15.9 325   0.9 297.9 23.184539 120.380349 12.17     416    118
 230     2.2       683  933.8  22.6 64.9  15.7 326   0.8 297.9 23.184531 120.380354 12.04     417    118
 231     2.2       686  933.6  22.7 64.2  15.6 327   0.8 298.0 23.184524 120.380359 11.94     418    118
 232     2.2       688  933.3  22.7 63.7  15.5 329   0.8 297.9 23.184519 120.380365 11.85     419    118
 233     2.1       690  933.1  22.7 63.1  15.3 330   0.8 297.9 23.184515 120.380376 11.76     420    118
 234     2.2       692  932.8  22.7 62.5  15.2 331   0.8 297.9 23.184511 120.380386 11.64     421    118
 235     2.5       695  932.6  22.7 61.7  15.0 332   0.8 297.9 23.184507 120.380395 11.52     422    118
 236     2.3       697  932.4  22.7 60.9  14.8 333   0.8 297.9 23.184503 120.380403 11.38     423    118
 237     2.4       699  932.1  22.8 60.3  14.7 335   0.8 298.0 23.184497 120.380410 11.30     424    118
 238     2.2       702  931.9  22.8 60.3  14.7 336   0.8 298.0 23.184489 120.380415 11.31     425    118
 239     2.5       704  931.6  22.8 60.7  14.8 338   0.8 298.0 23.184481 120.380417 11.39     426    118
 240     2.6       707  931.4  22.8 61.2  15.0 339   0.8 298.0 23.184473 120.380418 11.48     426    118
 241     1.7       708  931.2  22.8 61.6  15.0 341   0.8 298.0 23.184464 120.380419 11.55     427    118
 242     1.7       710  930.9  22.7 61.9  15.1 342   0.8 298.0 23.184456 120.380420 11.59     427    118
 243     2.2       712  930.7  22.7 62.1  15.1 344   0.8 298.0 23.184449 120.380420 11.61     427    118
 244     2.4       715  930.4  22.7 62.3  15.1 345   0.8 297.9 23.184444 120.380420 11.64     428    118
 245     2.4       717  930.2  22.7 62.4  15.1 347   0.8 297.9 23.184439 120.380419 11.65     428    118
 246     2.4       719  930.0  22.6 62.5  15.1 349   0.8 297.9 23.184434 120.380418 11.65     428    118
 247     2.5       722  929.7  22.6 62.5  15.1 350   0.8 297.9 23.184430 120.380416 11.65     428    119
 248     2.6       725  929.5  22.6 62.5  15.1 351   0.8 297.9 23.184425 120.380415 11.64     428    119
 249     1.5       726  929.2  22.6 62.5  15.1 353   0.8 297.8 23.184420 120.380414 11.62     428    119
 250     1.9       728  929.0  22.6 62.2  15.0 354   0.8 297.8 23.184414 120.380414 11.57     429    119
 251     3.3       731  928.7  22.6 62.0  15.0 355   0.9 297.8 23.184406 120.380413 11.53     429    119
 252     2.0       733  928.5  22.6 61.9  14.9 356   0.9 297.8 23.184397 120.380412 11.51     429    119
 253     2.4       736  928.2  22.6 61.7  14.9 356   0.9 297.8 23.184389 120.380411 11.47     430    119
 254     2.8       738  928.0  22.6 61.2  14.8 357   0.9 297.8 23.184384 120.380413 11.39     430    119
 255     2.1       741  927.8  22.6 60.8  14.7 357   1.0 297.8 23.184379 120.380414 11.31     431    119
 256     2.1       743  927.5  22.6 60.4  14.6 357   1.0 297.8 23.184372 120.380415 11.25     431    119
 257     1.7       744  927.3  22.6 60.1  14.5 357   1.0 297.8 23.184362 120.380413 11.19     431    119
 258     1.7       746  927.1  22.6 59.3  14.3 357   1.1 297.7 23.184351 120.380409 11.04     432    120
 259     2.1       748  926.9  22.6 57.8  13.9 357   1.1 297.7 23.184342 120.380405 10.78     432    120
