Sonde serial number                          	R2030025
Balloon release date and time                	2021-04-03T06:00:03
Sonde type                                   	RS41-SG

   n AscRate HeightMSL      P  Temp   RH  Dewp Dir Speed  VirT       Lat        Lon  MixR CompRng CompAz
         m/s         m    hPa    °C    %    °C   °   m/s     K         °          °  g/kg       m      °
   1     0.0        57 1004.1  30.6 49.8  18.9 257   2.1 306.3 23.188101 120.373802 13.79       0      0
   2     4.1        61 1003.6  30.1 59.6  21.5 306   2.6 306.3 23.186602 120.375720 16.22      34    240
   3     3.6        65 1003.3  29.8 60.1  21.3 316   3.2 305.9 23.186145 120.376292 16.01      44    237
   4     3.6        68 1002.8  29.4 61.6  21.3 318   3.5 305.5 23.185975 120.376499 16.02      47    233
   5     3.5        72 1002.4  29.0 63.2  21.4 318   3.8 305.2 23.185939 120.376541 16.11      46    226
   6     3.6        75 1002.1  28.7 64.5  21.4 318   4.0 304.8 23.185933 120.376548 16.14      45    217
   7     4.1        79 1001.6  28.4 65.3  21.3 318   4.2 304.5 23.185918 120.376569 16.01      46    207
   8     4.5        84 1001.1  28.1 65.8  21.1 318   4.4 304.1 23.185890 120.376611 15.87      47    199
   9     4.8        89 1000.5  27.9 66.3  21.0 318   4.7 303.9 23.185855 120.376666 15.80      50    191
  10     4.6        93 1000.0  27.8 66.6  21.0 318   4.9 303.8 23.185813 120.376716 15.77      53    185
  11     4.0        97  999.5  27.7 66.5  21.0 318   5.1 303.8 23.185757 120.376762 15.73      59    180
  12     3.3       101  999.2  27.7 66.2  20.9 318   5.3 303.8 23.185691 120.376807 15.67      67    176
  13     3.1       104  998.9  27.7 66.0  20.8 318   5.5 303.8 23.185624 120.376850 15.62      75    173
  14     3.3       107  998.5  27.7 65.9  20.8 319   5.7 303.7 23.185562 120.376887 15.59      82    171
  15     4.0       111  998.1  27.7 66.2  20.8 319   5.8 303.7 23.185506 120.376922 15.62      89    169
  16     4.7       116  997.5  27.6 66.7  20.9 319   6.0 303.6 23.185457 120.376964 15.66      95    167
  17     4.9       121  996.9  27.5 67.1  20.9 319   6.1 303.5 23.185419 120.377018 15.67     100    165
  18     4.9       125  996.4  27.4 67.1  20.8 319   6.3 303.5 23.185394 120.377078 15.65     105    162
  19     4.6       130  995.9  27.4 67.1  20.8 319   6.4 303.4 23.185374 120.377127 15.63     109    160
  20     4.2       134  995.4  27.4 67.1  20.8 319   6.5 303.4 23.185345 120.377153 15.61     112    159
  21     3.6       138  995.0  27.4 67.1  20.7 319   6.6 303.4 23.185302 120.377163 15.57     117    159
  22     3.0       141  994.7  27.3 67.0  20.7 319   6.7 303.3 23.185247 120.377170 15.53     123    160
  23     2.7       144  994.4  27.3 66.9  20.6 319   6.8 303.3 23.185191 120.377188 15.49     130    160
  24     2.7       146  994.1  27.3 67.0  20.6 319   6.8 303.3 23.185140 120.377222 15.49     136    160
  25     3.0       149  993.8  27.2 67.2  20.7 319   6.9 303.2 23.185098 120.377268 15.52     142    159
  26     3.1       152  993.4  27.2 67.5  20.7 318   7.0 303.2 23.185056 120.377322 15.57     149    157
  27     3.1       155  993.0  27.2 67.8  20.7 318   7.0 303.2 23.185004 120.377379 15.62     156    156
  28     3.0       159  992.7  27.2 68.1  20.8 318   7.1 303.2 23.184941 120.377435 15.67     165    155
  29     3.0       161  992.4  27.1 68.3  20.8 318   7.1 303.1 23.184876 120.377490 15.68     174    155
  30     3.0       165  992.1  27.1 68.3  20.8 318   7.1 303.1 23.184818 120.377548 15.68     182    154
  31     3.3       168  991.7  27.1 68.4  20.8 318   7.2 303.1 23.184775 120.377609 15.67     189    153
  32     3.5       171  991.3  27.0 68.5  20.8 317   7.2 303.1 23.184740 120.377666 15.66     195    152
  33     3.4       175  990.9  27.0 68.5  20.7 317   7.2 303.0 23.184701 120.377713 15.65     202    151
  34     3.2       178  990.5  27.0 68.5  20.7 317   7.2 303.0 23.184649 120.377755 15.63     209    151
  35     3.1       181  990.2  26.9 68.7  20.7 317   7.2 303.0 23.184585 120.377796 15.64     217    151
  36     3.3       184  989.9  26.9 68.9  20.7 316   7.2 302.9 23.184524 120.377843 15.67     225    150
  37     3.6       188  989.4  26.9 69.1  20.8 316   7.2 302.9 23.184474 120.377895 15.68     233    150
  38     3.9       192  989.0  26.8 69.2  20.7 316   7.1 302.9 23.184438 120.377943 15.68     239    149
  39     4.0       196  988.5  26.8 69.3  20.7 316   7.1 302.8 23.184406 120.377982 15.67     244    149
  40     3.9       200  988.1  26.8 69.3  20.7 315   7.1 302.8 23.184369 120.378019 15.64     249    149
  41     3.5       203  987.7  26.7 69.3  20.6 315   7.0 302.7 23.184326 120.378066 15.61     256    148
  42     3.0       206  987.3  26.7 69.4  20.6 315   7.0 302.7 23.184278 120.378127 15.61     264    148
  43     2.5       209  987.1  26.7 69.6  20.7 314   6.9 302.7 23.184226 120.378199 15.62     272    147
  44     2.4       211  986.9  26.6 69.7  20.7 314   6.9 302.6 23.184172 120.378271 15.63     281    147
  45     2.5       214  986.5  26.6 69.7  20.6 313   6.8 302.6 23.184115 120.378332 15.61     290    146
  46     2.6       216  986.2  26.6 69.7  20.6 313   6.7 302.6 23.184056 120.378376 15.59     298    146
  47     2.6       219  986.0  26.6 69.7  20.6 312   6.6 302.6 23.184002 120.378403 15.59     304    146
  48     2.7       222  985.7  26.5 69.9  20.6 312   6.6 302.5 23.183957 120.378424 15.61     310    147
  49     3.0       225  985.4  26.5 70.2  20.7 311   6.5 302.5 23.183920 120.378453 15.64     315    147
  50     3.2       228  985.0  26.5 70.4  20.7 311   6.4 302.5 23.183890 120.378500 15.66     320    146
  51     3.2       231  984.6  26.5 70.4  20.6 310   6.3 302.5 23.183863 120.378562 15.65     326    146
  52     2.9       234  984.3  26.4 70.3  20.6 309   6.2 302.4 23.183836 120.378629 15.63     333    145
  53     2.6       237  984.0  26.4 70.3  20.6 309   6.1 302.4 23.183808 120.378688 15.60     339    144
