Sonde serial number                          	R2030130
Balloon release date and time                	2021-04-02T15:00:03
Sonde type                                   	RS41-SG

   n AscRate HeightMSL      P  Temp   RH  Dewp Dir Speed  VirT       Lat        Lon  MixR CompRng CompAz
         m/s         m    hPa    °C    %    °C   °   m/s     K         °          °  g/kg       m      °
   1     0.0        57 1005.1  23.7 80.1  20.1  79   0.3 299.5 23.188101 120.373802 14.79       0      0
   2     4.2        61 1004.8  23.9 92.7  22.7  30   0.4 300.2 23.186583 120.375683 17.40      33    227
   3     5.7        67 1004.0  24.2 91.4  22.7  20   0.6 300.5 23.186057 120.376315 17.48      45    226
   4     6.0        73 1003.2  24.4 90.7  22.8  16   0.7 300.8 23.185877 120.376523 17.60      50    225
   5     5.8        79 1002.6  24.5 90.0  22.7  15   0.8 300.8 23.185876 120.376527 17.51      50    225
   6     5.5        84 1002.0  24.4 89.8  22.6  13   0.8 300.7 23.185929 120.376477 17.43      48    226
   7     5.4        89 1001.4  24.4 89.9  22.6  12   0.9 300.7 23.185969 120.376435 17.41      47    228
   8     5.3        95 1000.8  24.3 90.0  22.6  10   1.0 300.6 23.185977 120.376415 17.38      47    228
   9     5.3       100 1000.2  24.3 90.3  22.6   9   1.1 300.6 23.185964 120.376402 17.38      49    228
  10     5.4       105  999.6  24.2 90.6  22.6   8   1.2 300.5 23.185952 120.376380 17.41      52    228
  11     5.7       111  999.0  24.2 91.0  22.6   6   1.3 300.5 23.185944 120.376354 17.45      55    229
  12     6.1       117  998.3  24.1 91.4  22.6   5   1.4 300.4 23.185933 120.376342 17.46      56    229
  13     6.4       124  997.5  24.0 91.5  22.6   4   1.5 300.3 23.185918 120.376352 17.43      57    227
  14     6.8       130  996.8  24.0 91.6  22.5   3   1.6 300.3 23.185895 120.376374 17.40      57    224
  15     6.8       137  996.0  23.9 91.5  22.5   3   1.7 300.2 23.185866 120.376390 17.36      58    221
  16     6.4       144  995.2  23.9 91.1  22.4   2   1.8 300.2 23.185839 120.376387 17.32      61    219
  17     5.6       149  994.6  23.9 90.9  22.4   1   1.9 300.2 23.185821 120.376375 17.28      63    219
  18     5.0       154  994.1  23.9 91.0  22.4   1   2.0 300.2 23.185812 120.376374 17.28      64    218
  19     4.8       159  993.6  23.9 91.4  22.4   0   2.1 300.1 23.185804 120.376393 17.30      63    216
  20     5.1       164  993.0  23.8 91.9  22.4 360   2.1 300.1 23.185789 120.376419 17.34      63    213
  21     5.4       169  992.3  23.7 92.3  22.4 360   2.2 300.0 23.185764 120.376431 17.37      65    211
  22     5.5       175  991.7  23.7 92.4  22.4 360   2.3 300.0 23.185731 120.376419 17.35      69    210
  23     5.5       180  991.1  23.6 92.4  22.3 360   2.4 299.9 23.185699 120.376391 17.30      73    211
  24     5.4       186  990.5  23.6 92.3  22.3 360   2.5 299.9 23.185674 120.376360 17.25      77    212
  25     5.4       191  989.9  23.5 92.3  22.2 360   2.5 299.8 23.185662 120.376346 17.20      79    212
  26     5.4       197  989.2  23.5 92.3  22.2 360   2.6 299.8 23.185654 120.376353 17.19      79    212
  27     5.1       202  988.6  23.5 92.6  22.2   0   2.6 299.7 23.185637 120.376374 17.20      80    209
  28     4.6       206  988.1  23.4 92.6  22.1   1   2.7 299.7 23.185606 120.376397 17.16      82    207
  29     4.2       211  987.7  23.4 92.2  22.1   1   2.7 299.6 23.185568 120.376413 17.07      85    205
  30     4.2       215  987.3  23.4 91.9  22.0   2   2.8 299.6 23.185530 120.376423 17.00      88    203
  31     4.5       219  986.8  23.4 91.8  22.0   2   2.8 299.6 23.185494 120.376431 16.98      92    201
  32     4.9       224  986.2  23.4 91.7  21.9   3   2.8 299.6 23.185458 120.376437 16.98      95    200
  33     5.1       229  985.5  23.4 91.5  21.9   4   2.8 299.6 23.185423 120.376440 16.95      99    199
  34     4.9       234  985.0  23.3 91.2  21.8   4   2.8 299.6 23.185392 120.376440 16.88     102    199
  35     4.8       239  984.5  23.3 90.6  21.7   5   2.8 299.5 23.185368 120.376437 16.76     105    198
  36     5.0       244  984.0  23.3 89.7  21.6   6   2.8 299.5 23.185347 120.376428 16.60     107    198
  37     5.3       249  983.3  23.3 88.9  21.4   7   2.8 299.5 23.185320 120.376414 16.46     110    199
  38     5.5       255  982.7  23.3 88.6  21.3   8   2.8 299.4 23.185285 120.376402 16.40     114    199
  39     5.5       260  982.1  23.3 88.6  21.3   9   2.8 299.4 23.185248 120.376401 16.37     118    198
