Sonde serial number                          	R2030030
Balloon release date and time                	2021-04-03T03:00:07
Sonde type                                   	RS41-SG

   n AscRate HeightMSL      P  Temp   RH  Dewp Dir Speed  VirT       Lat        Lon  MixR CompRng CompAz
         m/s         m    hPa    °C    %    °C   °   m/s     K         °          °  g/kg       m      °
   1     0.0        57 1006.1  30.2 47.8  18.0 216   1.6 305.8 23.188101 120.373802 12.98       0      0
   2     6.3        63 1005.3  29.3 58.5  20.3 305   0.8 305.2 23.186551 120.375791 15.03      31    215
   3     4.4        68 1004.9  29.2 58.7  20.3 332   1.2 305.1 23.186043 120.376437 15.03      41    212
   4     3.8        71 1004.5  29.1 58.9  20.3 338   1.4 305.1 23.185865 120.376662 15.07      45    209
   5     3.6        75 1004.1  29.2 58.8  20.3 339   1.4 305.1 23.185846 120.376685 15.06      46    205
   6     3.7        79 1003.7  29.2 58.4  20.3 339   1.4 305.2 23.185866 120.376654 15.03      46    202
   7     3.7        82 1003.2  29.2 58.1  20.2 339   1.4 305.2 23.185882 120.376629 14.96      46    200
   8     3.5        86 1002.8  29.2 57.9  20.1 340   1.5 305.1 23.185884 120.376619 14.87      47    199
   9     3.2        89 1002.4  29.1 58.0  20.0 341   1.5 305.0 23.185873 120.376616 14.81      48    198
  10     2.8        92 1002.2  29.0 58.2  20.0 342   1.6 304.9 23.185856 120.376612 14.78      50    198
  11     2.9        95 1001.9  28.9 58.5  20.0 343   1.6 304.8 23.185835 120.376611 14.78      52    198
  12     3.5        98 1001.5  28.9 58.7  20.0 344   1.6 304.7 23.185817 120.376616 14.81      54    196
  13     4.3       103 1001.0  28.8 59.0  20.0 345   1.7 304.7 23.185803 120.376632 14.83      55    194
  14     4.8       107 1000.4  28.8 59.1  20.0 346   1.7 304.7 23.185789 120.376654 14.84      56    192
  15     4.9       112  999.9  28.8 59.1  20.0 347   1.7 304.7 23.185775 120.376672 14.85      57    190
  16     5.0       117  999.3  28.8 59.1  20.0 348   1.7 304.6 23.185763 120.376680 14.83      59    189
  17     5.1       123  998.7  28.7 59.2  20.0 349   1.8 304.6 23.185751 120.376678 14.80      60    189
  18     5.2       128  998.1  28.6 59.5  19.9 350   1.8 304.4 23.185737 120.376674 14.78      61    189
  19     5.1       133  997.6  28.4 59.9  19.9 350   1.8 304.3 23.185717 120.376672 14.76      64    189
  20     5.1       138  997.0  28.3 60.3  19.9 351   1.8 304.2 23.185688 120.376673 14.77      67    188
  21     5.2       143  996.5  28.2 60.6  19.9 351   1.8 304.1 23.185656 120.376675 14.79      70    188
  22     5.4       148  995.8  28.2 60.8  19.9 352   1.9 304.1 23.185629 120.376672 14.81      73    187
  23     5.5       154  995.2  28.1 61.0  19.9 352   1.9 304.0 23.185610 120.376663 14.81      76    188
  24     5.7       160  994.6  28.0 61.2  19.9 352   1.9 303.9 23.185598 120.376651 14.79      77    189
  25     5.9       166  993.9  28.0 61.3  19.9 353   1.9 303.9 23.185586 120.376643 14.78      79    189
  26     6.1       172  993.2  27.9 61.5  19.9 353   1.9 303.8 23.185570 120.376638 14.79      80    189
