Sonde serial number                          	S2251157
Balloon release date and time                	2021-04-01T15:00:02
Sonde type                                   	RS41-SGP

   n AscRate HeightMSL      P  Temp   RH  Dewp Dir Speed  VirT       Lat        Lon  MixR CompRng CompAz
  41     5.1       257  981.5  24.6 81.5  21.3 346   1.0 300.7 23.185428 120.376070 16.32     117    218
  42     5.4       263  981.0  24.6 81.6  21.2 341   0.9 300.7 23.185427 120.376081 16.31     117    217
  43     4.8       268  980.4  24.5 81.7  21.2 336   0.9 300.6 23.185415 120.376097 16.30     117    216
  44     3.9       271  979.8  24.5 81.9  21.2 332   0.9 300.6 23.185393 120.376119 16.31     118    214
  45     4.9       276  979.3  24.5 82.2  21.2 328   0.9 300.6 23.185369 120.376146 16.35     118    213
  46     6.2       283  978.7  24.4 82.5  21.2 324   0.8 300.5 23.185352 120.376174 16.36     118    211
  47     6.0       289  978.1  24.4 82.5  21.2 320   0.8 300.5 23.185348 120.376196 16.33     118    210
  48     4.7       293  977.6  24.3 82.5  21.2 317   0.8 300.4 23.185357 120.376205 16.29     116    210
  49     5.0       298  977.0  24.3 82.5  21.1 314   0.8 300.4 23.185369 120.376199 16.26     115    210
  50     5.4       304  976.5  24.2 82.6  21.1 311   0.8 300.3 23.185376 120.376184 16.23     116    211
  51     4.0       308  975.9  24.2 82.6  21.1 309   0.7 300.3 23.185373 120.376171 16.21     116    212
  52     4.0       312  975.4  24.2 82.8  21.1 307   0.7 300.3 23.185364 120.376168 16.23     118    212
  53     5.2       317  974.9  24.1 83.3  21.1 305   0.7 300.2 23.185354 120.376173 16.30     118    211
  54     6.1       323  974.3  24.1 83.8  21.2 304   0.6 300.2 23.185348 120.376182 16.35     118    210
  55     4.6       327  973.8  24.0 84.0  21.2 303   0.6 300.1 23.185346 120.376196 16.36     118    210
  56     3.9       331  973.3  24.0 84.2  21.2 302   0.6 300.1 23.185348 120.376212 16.36     117    209
  57     4.7       336  972.8  23.9 84.5  21.2 302   0.5 300.1 23.185354 120.376229 16.39     115    209
  58     5.0       341  972.3  23.9 84.8  21.2 303   0.5 300.0 23.185360 120.376243 16.42     114    208
  59     4.2       345  971.7  23.8 84.9  21.2 303   0.4 300.0 23.185365 120.376252 16.40     113    208
  60     3.7       349  971.2  23.8 85.0  21.1 305   0.4 299.9 23.185367 120.376256 16.37     113    208
  61     4.7       354  970.7  23.8 85.0  21.1 307   0.4 299.9 23.185367 120.376258 16.36     113    208
  62     5.7       359  970.2  23.7 84.8  21.0 310   0.3 299.8 23.185368 120.376256 16.29     113    208
  63     5.0       365  969.6  23.7 83.9  20.9 314   0.3 299.8 23.185368 120.376250 16.13     113    208
  64     4.4       369  969.0  23.7 82.9  20.7 318   0.3 299.8 23.185366 120.376242 15.95     114    208
  65     5.4       374  968.5  23.7 82.0  20.5 324   0.2 299.7 23.185360 120.376239 15.76     114    208
  66     5.1       379  967.9  23.7 80.3  20.1 329   0.2 299.7 23.185355 120.376241 15.44     115    208
  67     6.2       386  967.3  23.8 77.7  19.7 336   0.2 299.7 23.185353 120.376249 15.00     114    208
  68     6.3       392  966.8  23.9 75.8  19.4 342   0.2 299.7 23.185356 120.376257 14.69     114    207
  69     4.4       396  966.2  23.9 75.6  19.3 348   0.2 299.7 23.185359 120.376260 14.68     113    207
  70     3.8       400  965.7  23.9 76.8  19.6 354   0.1 299.7 23.185358 120.376256 14.90     114    207
  71     4.7       405  965.1  23.8 78.9  19.9 358   0.1 299.7 23.185350 120.376245 15.26     115    208
  72     4.3       409  964.6  23.7 81.4  20.3   0   0.1 299.7 23.185337 120.376232 15.67     117    208
  73     4.3       414  964.1  23.6 83.4  20.6   0   0.0 299.6 23.185321 120.376220 15.99     119    208
  74     5.8       419  963.6  23.5 84.9  20.8   0   0.0 299.6 23.185307 120.376208 16.21     121    208
  75     6.0       425  963.1  23.5 85.8  20.9   0   0.0 299.6 23.185296 120.376199 16.33     122    208
  76     4.5       430  962.5  23.4 86.1  21.0   0   0.0 299.5 23.185291 120.376193 16.35     123    209
  77     3.7       433  962.0  23.4 86.1  20.9   0   0.0 299.5 23.185294 120.376189 16.33     123    209
  78     4.0       437  961.5  23.3 86.2  20.9 228   0.1 299.4 23.185300 120.376188 16.32     123    209
  79     5.0       442  961.0  23.3 86.2  20.9 225   0.2 299.4 23.185307 120.376186 16.30     122    209
  80     5.1       448  960.5  23.3 86.1  20.8 224   0.2 299.4 23.185310 120.376185 16.26     122    209
  81     4.9       452  959.9  23.3 86.1  20.8 223   0.3 299.3 23.185309 120.376186 16.24     122    209
  82     4.9       457  959.4  23.2 86.2  20.8 223   0.3 299.3 23.185308 120.376190 16.23     122    209
  83     4.6       462  958.9  23.2 86.2  20.8 223   0.4 299.3 23.185309 120.376195 16.22     121    209
  84     5.1       467  958.3  23.2 86.1  20.7 223   0.4 299.3 23.185313 120.376201 16.20     121    209
  85     5.6       473  957.8  23.2 85.9  20.7 223   0.5 299.2 23.185321 120.376207 16.16     120    209
  86     5.7       478  957.2  23.2 85.3  20.6 223   0.6 299.2 23.185331 120.376214 16.08     118    209
  87     4.5       483  956.7  23.2 84.3  20.5 224   0.6 299.3 23.185342 120.376221 15.94     117    209
  88     4.1       487  956.1  23.3 83.1  20.3 224   0.7 299.3 23.185352 120.376229 15.76     116    209
  89     5.0       492  955.5  23.3 81.9  20.1 224   0.8 299.3 23.185360 120.376240 15.60     114    208
  90     5.7       498  955.0  23.4 81.0  20.0 224   0.8 299.4 23.185367 120.376253 15.48     113    208
  91     6.0       504  954.4  23.4 80.2  19.8 224   0.9 299.4 23.185374 120.376265 15.37     112    207
  92     5.6       509  953.9  23.5 79.4  19.7 225   0.9 299.4 23.185382 120.376274 15.24     110    207
  93     4.8       514  953.3  23.5 78.5  19.6 225   1.0 299.4 23.185387 120.376277 15.11     110    207
  94     3.5       517  952.8  23.5 77.8  19.4 225   1.0 299.4 23.185389 120.376274 15.00     110    207
  95     4.2       522  952.3  23.5 77.4  19.4 225   1.0 299.4 23.185390 120.376271 14.93     110    208
  96     5.5       527  951.7  23.5 77.1  19.3 225   1.1 299.3 23.185392 120.376273 14.86     109    208
  97     5.5       533  951.2  23.5 76.5  19.1 225   1.1 299.3 23.185397 120.376283 14.73     108    207
  98     5.8       538  950.7  23.5 75.3  18.9 225   1.1 299.3 23.185406 120.376302 14.50     107    207
  99     4.8       543  950.2  23.5 73.7  18.5 226   1.1 299.2 23.185417 120.376324 14.19     105    206
 100     3.7       547  949.7  23.5 71.9  18.2 226   1.2 299.2 23.185431 120.376346 13.87     102    205
 101     4.0       551  949.2  23.5 70.1  17.8 226   1.2 299.1 23.185444 120.376363 13.52     100    204
 102     4.5       555  948.7  23.5 67.8  17.3 227   1.2 299.1 23.185458 120.376377 13.10      98    204
 103     4.5       560  948.2  23.6 65.3  16.7 227   1.2 299.0 23.185471 120.376387 12.65      97    204
 104     4.5       564  947.7  23.6 62.6  16.1 228   1.2 299.0 23.185485 120.376394 12.16      95    204
 105     4.2       569  947.3  23.7 60.3  15.6 229   1.2 299.0 23.185499 120.376400 11.77      93    204
 106     4.5       573  946.8  23.8 59.5  15.5 230   1.2 299.0 23.185509 120.376406 11.67      92    204
 107     4.9       578  946.3  23.8 60.0  15.6 231   1.2 299.1 23.185514 120.376412 11.77      91    204
 108     4.4       582  945.8  23.8 60.3  15.7 232   1.3 299.1 23.185517 120.376417 11.83      91    203
 109     4.5       587  945.3  23.7 59.9  15.5 234   1.3 299.0 23.185518 120.376421 11.72      90    203
 110     5.2       592  944.7  23.7 58.9  15.2 235   1.3 299.0 23.185520 120.376423 11.52      90    203
 111     5.2       597  944.2  23.7 58.1  15.0 237   1.3 298.9 23.185522 120.376424 11.37      90    203
 112     4.6       602  943.7  23.7 57.8  14.9 239   1.3 298.9 23.185526 120.376426 11.30      89    203
 113     4.4       606  943.2  23.7 57.7  14.9 241   1.4 298.9 23.185531 120.376431 11.28      89    203
 114     4.8       611  942.7  23.6 57.7  14.9 242   1.4 298.8 23.185537 120.376437 11.26      88    203
 115     3.8       615  942.2  23.6 57.8  14.8 244   1.4 298.8 23.185543 120.376445 11.26      87    202
 116     4.5       619  941.6  23.6 57.9  14.9 246   1.5 298.8 23.185552 120.376454 11.28      86    202
 117     5.9       625  941.0  23.5 58.2  14.9 248   1.5 298.7 23.185561 120.376465 11.32      84    202
 118     6.2       632  940.5  23.5 58.5  14.9 249   1.6 298.7 23.185570 120.376476 11.35      83    201
 119     6.1       638  939.9  23.5 58.8  15.0 251   1.6 298.7 23.185576 120.376486 11.38      82    201
 120     6.1       644  939.3  23.4 59.0  15.0 252   1.7 298.6 23.185576 120.376496 11.40      82    200
 121     6.0       650  938.7  23.4 59.1  15.0 253   1.7 298.6 23.185575 120.376508 11.40      81    199
 122     5.4       655  938.1  23.3 59.1  14.9 255   1.8 298.6 23.185575 120.376524 11.39      81    198
 123     5.0       660  937.5  23.3 59.0  14.9 256   1.8 298.5 23.185580 120.376546 11.36      80    197
 124     4.2       664  937.0  23.4 58.5  14.8 257   1.9 298.5 23.185588 120.376572 11.29      78    195
 125     4.3       669  936.4  23.4 57.9  14.7 258   1.9 298.6 23.185597 120.376600 11.19      76    193
 126     5.2       674  935.9  23.4 57.6  14.6 258   2.0 298.6 23.185606 120.376627 11.15      75    191
 127     6.2       680  935.3  23.4 57.9  14.7 259   2.0 298.6 23.185612 120.376650 11.24      74    189
 128     6.0       686  934.8  23.4 58.9  15.0 260   2.1 298.7 23.185616 120.376672 11.46      73    188
 129     4.5       691  934.2  23.4 60.1  15.3 260   2.1 298.7 23.185619 120.376697 11.69      72    186
 130     4.4       695  933.7  23.4 60.8  15.5 260   2.1 298.7 23.185620 120.376729 11.84      72    183
 131     5.3       700  933.2  23.4 61.2  15.5 261   2.2 298.7 23.185621 120.376765 11.91      72    180
 132     4.4       705  932.7  23.4 61.3  15.6 261   2.2 298.7 23.185623 120.376803 11.93      72    177
 133     3.9       709  932.1  23.4 61.3  15.6 261   2.2 298.7 23.185623 120.376841 11.94      72    174
 134     5.1       714  931.6  23.4 61.4  15.6 261   2.2 298.7 23.185621 120.376876 11.96      73    171
 135     5.7       719  931.1  23.4 61.6  15.6 261   2.2 298.7 23.185619 120.376907 11.98      73    169
 136     5.7       725  930.6  23.3 61.8  15.6 260   2.2 298.7 23.185616 120.376931 12.01      74    167
 137     5.0       730  930.1  23.3 62.2  15.7 260   2.2 298.6 23.185616 120.376944 12.06      74    166
 138     4.4       735  929.6  23.3 62.4  15.7 260   2.1 298.6 23.185617 120.376947 12.09      74    166
 139     4.5       739  929.1  23.3 62.2  15.7 259   2.1 298.6 23.185620 120.376944 12.06      74    166
 140     3.6       743  928.6  23.3 61.8  15.6 258   2.1 298.6 23.185621 120.376944 11.98      74    166
 141     4.2       747  928.1  23.3 61.1  15.4 258   2.1 298.6 23.185621 120.376952 11.85      74    165
 142     5.0       752  927.7  23.3 59.9  15.1 257   2.0 298.5 23.185621 120.376969 11.63      75    164
 143     4.3       756  927.2  23.3 58.2  14.7 256   2.0 298.5 23.185625 120.376995 11.31      75    162
 144     4.4       760  926.7  23.4 56.1  14.1 255   1.9 298.5 23.185633 120.377026 10.94      75    159
 145     4.5       765  926.3  23.4 54.6  13.8 254   1.9 298.5 23.185643 120.377058 10.69      75    157
 146     3.9       769  925.8  23.4 54.4  13.7 252   1.9 298.5 23.185654 120.377087 10.66      75    154
 147     4.2       773  925.4  23.4 54.9  13.8 251   1.8 298.5 23.185664 120.377112 10.73      76    152
 148     4.3       777  924.9  23.3 55.2  13.9 250   1.8 298.4 23.185672 120.377131 10.77      76    151
 149     4.6       782  924.4  23.3 55.1  13.8 248   1.8 298.4 23.185679 120.377145 10.74      76    149
 150     5.0       787  924.0  23.3 54.7  13.7 247   1.7 298.3 23.185685 120.377155 10.63      76    148
 151     4.7       792  923.5  23.2 53.8  13.4 245   1.7 298.3 23.185691 120.377163 10.46      76    148
 152     4.3       796  923.0  23.3 52.9  13.1 243   1.7 298.3 23.185696 120.377171 10.28      76    147
 153     3.9       800  922.6  23.2 52.3  13.0 242   1.6 298.2 23.185701 120.377180 10.17      76    146
 154     3.7       804  922.1  23.2 52.3  13.0 240   1.6 298.2 23.185707 120.377191 10.16      76    145
 155     3.9       807  921.7  23.2 52.5  13.0 238   1.6 298.2 23.185716 120.377203 10.17      76    144
 156     4.5       812  921.2  23.1 52.6  13.0 237   1.5 298.1 23.185727 120.377216 10.18      75    143
 157     4.6       817  920.8  23.1 52.6  12.9 235   1.5 298.1 23.185739 120.377230 10.15      75    141
 158     4.5       821  920.3  23.1 52.4  12.8 233   1.5 298.0 23.185749 120.377246 10.08      75    140
 159     4.5       826  919.9  23.0 52.1  12.7 232   1.5 298.0 23.185758 120.377262 10.03      76    138
 160     4.1       830  919.4  23.0 52.1  12.7 230   1.5 298.0 23.185764 120.377277 10.01      76    137
 161     3.9       834  919.0  23.0 52.0  12.6 229   1.5 297.9 23.185771 120.377290  9.97      77    136
 162     4.4       838  918.5  22.9 51.7  12.5 228   1.4 297.9 23.185779 120.377299  9.89      77    135
 163     4.7       843  918.0  22.9 51.1  12.3 226   1.4 297.8 23.185788 120.377306  9.77      77    134
 164     4.4       847  917.6  22.9 50.5  12.1 225   1.4 297.8 23.185796 120.377312  9.66      76    133
 165     4.6       852  917.1  22.9 50.1  12.0 224   1.4 297.7 23.185804 120.377320  9.57      76    132
 166     4.6       856  916.7  22.9 49.7  11.9 223   1.4 297.7 23.185814 120.377328  9.50      76    131
 167     3.6       860  916.3  22.9 50.0  11.9 223   1.4 297.7 23.185826 120.377334  9.54      76    130
 168     3.9       864  915.8  22.8 51.2  12.3 222   1.4 297.8 23.185840 120.377337  9.79      75    129
 169     4.4       868  915.4  22.8 53.8  13.0 222   1.4 297.8 23.185853 120.377340 10.25      74    128
 170     4.0       872  915.0  22.7 57.2  13.8 222   1.4 297.8 23.185865 120.377341 10.87      74    127
 171     3.6       876  914.5  22.6 61.2  14.8 222   1.4 297.8 23.185877 120.377345 11.56      73    126
 172     3.9       880  914.1  22.5 64.9  15.5 222   1.4 297.8 23.185887 120.377351 12.18      73    125
 173     4.5       884  913.7  22.3 67.5  16.1 222   1.4 297.8 23.185898 120.377359 12.60      73    124
 174     4.7       889  913.2  22.2 69.2  16.3 222   1.4 297.7 23.185908 120.377370 12.85      73    123
 175     3.8       893  912.8  22.2 70.8  16.7 223   1.4 297.7 23.185916 120.377381 13.12      74    122
 176     3.8       896  912.4  22.1 73.4  17.1 224   1.4 297.7 23.185924 120.377391 13.54      74    121
 177     4.6       901  911.9  22.0 76.1  17.6 225   1.4 297.6 23.185933 120.377402 13.94      75    120
 178     4.5       906  911.5  21.9 77.4  17.8 226   1.5 297.6 23.185942 120.377411 14.13      75    119
 179     4.2       910  911.0  21.8 77.6  17.8 227   1.5 297.5 23.185952 120.377418 14.13      75    118
 180     4.1       914  910.5  21.8 77.5  17.7 228   1.5 297.5 23.185961 120.377424 14.10      75    117
 181     4.6       918  910.1  21.8 77.6  17.7 229   1.5 297.5 23.185970 120.377430 14.10      75    116
 182     4.8       923  909.6  21.8 77.8  17.7 230   1.6 297.4 23.185980 120.377436 14.13      75    115
 183     4.3       928  909.2  21.7 78.2  17.8 232   1.6 297.4 23.185988 120.377444 14.16      76    114
 184     4.1       932  908.7  21.7 78.4  17.8 233   1.7 297.4 23.185996 120.377455 14.19      77    113
 185     3.9       936  908.3  21.7 78.6  17.8 234   1.7 297.4 23.186003 120.377469 14.21      78    112
 186     4.4       940  907.8  21.6 78.8  17.8 236   1.7 297.3 23.186009 120.377485 14.23      79    111
 187     4.6       945  907.4  21.6 79.0  17.8 237   1.8 297.3 23.186015 120.377502 14.25      80    110
 188     4.1       949  906.9  21.6 79.2  17.8 238   1.8 297.3 23.186022 120.377520 14.27      82    109
 189     4.4       953  906.5  21.6 79.4  17.9 239   1.9 297.3 23.186031 120.377538 14.30      83    108
 190     4.0       957  906.1  21.6 79.9  17.9 240   1.9 297.3 23.186042 120.377555 14.39      84    107
 191     3.5       961  905.6  21.5 80.9  18.1 241   2.0 297.3 23.186053 120.377570 14.56      85    106
 192     4.2       965  905.2  21.5 81.9  18.3 242   2.1 297.3 23.186065 120.377583 14.76      86    105
 193     4.6       969  904.7  21.5 82.5  18.4 243   2.1 297.3 23.186076 120.377595 14.85      87    104
 194     4.8       974  904.3  21.5 82.6  18.4 244   2.2 297.3 23.186085 120.377609 14.84      88    103
 195     4.7       979  903.8  21.4 82.7  18.4 244   2.2 297.2 23.186094 120.377626 14.82      90    102
 196     4.4       983  903.3  21.4 82.8  18.4 245   2.3 297.2 23.186103 120.377646 14.82      92    102
 197     4.4       988  902.8  21.3 83.0  18.4 246   2.3 297.2 23.186111 120.377669 14.83      94    101
 198     5.2       993  902.4  21.3 83.1  18.3 246   2.3 297.1 23.186118 120.377694 14.82      96    100
 199     4.8       998  901.9  21.3 83.2  18.3 246   2.4 297.1 23.186126 120.377721 14.81      99     99
 200     4.0      1002  901.4  21.2 83.4  18.3 247   2.4 297.0 23.186133 120.377748 14.82     101     98
 201     4.9      1007  901.0  21.2 83.5  18.3 247   2.5 297.0 23.186141 120.377774 14.82     104     98
 202     4.6      1011  900.5  21.2 83.7  18.3 247   2.5 297.0 23.186149 120.377798 14.82     106     97
 203     4.0      1015  900.0  21.1 83.8  18.3 247   2.5 296.9 23.186156 120.377823 14.81     109     97
 204     4.1      1019  899.6  21.1 83.8  18.3 247   2.5 296.9 23.186164 120.377851 14.81     111     96
 205     4.6      1024  899.1  21.1 83.9  18.3 247   2.6 296.9 23.186171 120.377883 14.82     115     95
 206     4.8      1029  898.7  21.1 83.9  18.3 247   2.6 296.9 23.186180 120.377918 14.81     118     95
 207     3.9      1033  898.3  21.1 83.7  18.2 247   2.6 296.9 23.186188 120.377952 14.77     122     94
 208     3.9      1037  897.8  21.0 83.3  18.1 247   2.6 296.8 23.186198 120.377984 14.71     125     94
 209     4.6      1041  897.4  21.1 83.0  18.1 246   2.6 296.8 23.186207 120.378012 14.66     128     93
 210     3.9      1045  897.0  21.1 82.7  18.0 246   2.6 296.9 23.186218 120.378037 14.63     130     92
 211     3.6      1049  896.5  21.1 82.6  18.0 246   2.7 296.9 23.186228 120.378059 14.62     132     92
 212     4.1      1053  896.1  21.1 82.4  18.0 245   2.7 296.8 23.186237 120.378077 14.59     134     91
 213     4.3      1057  895.7  21.1 82.2  17.9 245   2.7 296.8 23.186246 120.378095 14.54     136     91
 214     4.3      1061  895.3  21.0 81.9  17.8 244   2.7 296.8 23.186254 120.378113 14.48     138     91
 215     4.2      1065  894.8  21.0 81.7  17.8 244   2.7 296.8 23.186263 120.378131 14.43     140     90
 216     4.8      1070  894.4  21.0 81.4  17.7 243   2.7 296.7 23.186273 120.378151 14.36     142     90
 217     4.6      1075  894.0  21.0 81.2  17.6 243   2.7 296.7 23.186284 120.378172 14.31     144     89
 218     3.4      1078  893.6  21.0 81.0  17.6 243   2.7 296.7 23.186295 120.378193 14.29     146     89
 219     3.5      1082  893.1  21.0 81.3  17.6 242   2.7 296.7 23.186307 120.378214 14.34     148     88
 220     3.8      1086  892.7  21.0 81.9  17.8 242   2.8 296.7 23.186318 120.378233 14.45     150     88
 221     3.7      1089  892.3  20.9 82.5  17.8 241   2.8 296.7 23.186330 120.378252 14.54     152     87
 222     3.8      1093  891.9  20.9 82.8  17.9 241   2.8 296.7 23.186344 120.378272 14.58     154     87
 223     4.6      1098  891.5  20.9 83.1  17.9 241   2.8 296.6 23.186359 120.378292 14.61     156     86
 224     4.7      1103  891.0  20.9 83.4  17.9 241   2.8 296.6 23.186376 120.378313 14.65     159     86
 225     4.5      1107  890.6  20.8 83.4  17.9 241   2.8 296.6 23.186393 120.378334 14.65     161     85
 226     4.7      1112  890.1  20.9 83.1  17.9 241   2.9 296.6 23.186410 120.378358 14.62     164     84
 227     4.4      1116  889.7  20.9 82.5  17.8 241   2.9 296.6 23.186425 120.378384 14.54     166     84
 228     4.3      1120  889.2  20.9 81.2  17.6 241   2.9 296.7 23.186439 120.378412 14.35     169     84
 229     4.0      1125  888.8  21.0 78.4  17.1 242   2.9 296.6 23.186453 120.378441 13.91     173     83
 230     4.4      1129  888.3  21.1 74.4  16.4 242   3.0 296.6 23.186465 120.378469 13.26     176     83
 231     4.5      1133  887.9  21.2 70.2  15.5 243   3.0 296.6 23.186476 120.378496 12.57     178     83
 232     3.6      1137  887.4  21.3 66.4  14.8 243   3.0 296.5 23.186486 120.378521 11.95     181     82
 233     4.3      1141  887.0  21.3 63.6  14.2 244   3.0 296.5 23.186498 120.378546 11.49     184     82
 234     5.5      1147  886.5  21.4 61.7  13.7 245   3.0 296.5 23.186511 120.378572 11.18     187     82
 235     5.6      1153  886.0  21.4 59.1  13.1 245   3.0 296.5 23.186527 120.378598 10.73     190     81
 236     4.0      1156  885.6  21.5 55.4  12.2 246   3.1 296.4 23.186544 120.378625 10.10     193     81
 237     3.4      1160  885.2  21.6 52.4  11.4 247   3.1 296.4 23.186562 120.378652  9.59     196     80
 238     4.3      1164  884.7  21.7 51.1  11.2 248   3.1 296.5 23.186580 120.378678  9.41     199     80
 239     3.9      1168  884.3  21.7 50.9  11.1 249   3.1 296.5 23.186597 120.378705  9.39     202     80
 240     4.3      1172  883.9  21.7 50.8  11.1 250   3.1 296.5 23.186611 120.378733  9.37     205     79
 241     4.4      1177  883.5  21.7 50.5  11.0 251   3.1 296.5 23.186622 120.378763  9.31     208     79
 242     3.5      1180  883.1  21.7 49.8  10.8 252   3.1 296.5 23.186631 120.378796  9.19     211     79
 243     3.2      1183  882.8  21.7 48.8  10.5 253   3.1 296.4 23.186639 120.378830  9.00     215     79
 244     3.6      1187  882.4  21.7 47.7  10.1 253   3.1 296.4 23.186647 120.378865  8.81     219     79
 245     4.1      1191  882.0  21.7 46.9   9.9 254   3.1 296.4 23.186655 120.378900  8.67     222     79
 246     3.5      1195  881.7  21.7 46.5   9.8 255   3.1 296.4 23.186661 120.378935  8.59     226     79
 247     2.7      1197  881.4  21.7 46.3   9.7 256   3.1 296.4 23.186666 120.378971  8.55     230     79
 248     3.1      1200  881.0  21.7 46.0   9.6 257   3.0 296.3 23.186668 120.379007  8.50     233     79
 249     3.3      1204  880.7  21.7 45.4   9.4 257   3.0 296.3 23.186668 120.379039  8.38     237     79
 250     3.0      1207  880.4  21.7 44.4   9.1 258   3.0 296.3 23.186667 120.379068  8.20     240     79
 251     3.7      1210  880.0  21.7 43.1   8.6 258   3.0 296.2 23.186666 120.379093  7.96     242     79
 252     3.1      1213  879.7  21.7 41.9   8.2 259   3.0 296.2 23.186667 120.379116  7.76     244     80
 253     2.8      1216  879.4  21.7 41.8   8.2 259   2.9 296.3 23.186668 120.379139  7.75     247     80
 254     3.8      1220  879.0  21.7 42.7   8.5 260   2.9 296.3 23.186670 120.379164  7.93     249     80
 255     3.5      1224  878.7  21.7 44.1   9.0 260   2.9 296.4 23.186670 120.379191  8.21     252     80
 256     3.4      1227  878.3  21.7 45.6   9.5 260   2.9 296.4 23.186671 120.379220  8.48     255     80
 257     3.4      1230  878.0  21.7 46.4   9.8 260   2.8 296.4 23.186673 120.379251  8.64     258     80
