Sonde serial number                          	S2330526
Balloon release date and time                	2021-04-02T03:00:02
Sonde type                                   	RS41-SGP

   n AscRate HeightMSL      P  Temp   RH  Dewp Dir Speed  VirT       Lat        Lon  MixR CompRng CompAz
         m/s         m    hPa    °C    %    °C   °   m/s     K         °          °  g/kg       m      °
   1     0.0        57 1005.1  30.7 45.6  17.7  79   1.1 306.2 23.188101 120.373802 12.70       0      0
   2    13.1        73 1003.3  29.7 54.7  19.6  61   1.0 305.5 23.186844 120.375384 14.46      28    189
   3     7.0        80 1002.5  29.3 57.5  20.0  50   1.0 305.1 23.186170 120.376209 14.81      44    229
   4     4.4        84 1002.0  29.0 58.1  20.0  47   1.1 304.9 23.185922 120.376496 14.78      50    226
   5     3.8        88 1001.6  29.0 58.2  20.0  47   1.2 304.8 23.185880 120.376541 14.77      51    224
   6     6.0        94 1000.9  29.0 58.1  19.9  47   1.3 304.8 23.185912 120.376505 14.73      50    223
   7     5.5       100 1000.2  29.0 57.8  19.9  47   1.4 304.8 23.185946 120.376456 14.68      50    224
   8     5.2       105  999.5  29.0 57.8  19.8  47   1.5 304.8 23.185957 120.376414 14.67      52    226
   9     7.2       112  998.8  28.9 57.8  19.8  47   1.6 304.8 23.185954 120.376382 14.66      54    227
  10     7.6       120  998.0  28.9 57.9  19.8  46   1.6 304.7 23.185953 120.376359 14.65      56    229
  11     7.3       127  997.2  28.8 58.2  19.8  46   1.7 304.6 23.185954 120.376343 14.64      57    230
  12     7.8       135  996.5  28.6 58.5  19.7  45   1.8 304.5 23.185952 120.376332 14.62      58    231
  13     7.3       142  995.7  28.5 58.8  19.7  44   1.9 304.3 23.185935 120.376324 14.59      60    230
  14     6.6       149  995.0  28.4 59.2  19.7  43   1.9 304.2 23.185901 120.376309 14.58      63    228
  15     6.5       155  994.2  28.3 59.5  19.7  42   2.0 304.1 23.185861 120.376282 14.59      69    227
  16     6.4       161  993.5  28.2 59.8  19.7  41   2.1 304.1 23.185836 120.376243 14.61      73    227
  17     5.0       166  992.9  28.2 59.9  19.7  40   2.1 304.0 23.185832 120.376206 14.59      76    229
  18     5.9       172  992.2  28.1 60.0  19.6  39   2.2 303.9 23.185839 120.376184 14.58      78    231
  19     5.4       178  991.6  28.0 60.2  19.6  38   2.2 303.9 23.185838 120.376179 14.58      78    231
  20     5.3       183  990.9  28.0 60.4  19.6  36   2.3 303.8 23.185821 120.376174 14.59      80    230
  21     5.9       189  990.2  27.9 60.6  19.6  35   2.3 303.7 23.185794 120.376160 14.59      83    229
  22     6.2       195  989.6  27.9 60.7  19.6  33   2.3 303.7 23.185770 120.376138 14.59      86    229
  23     6.7       202  988.9  27.8 60.9  19.6  31   2.4 303.6 23.185752 120.376121 14.59      89    228
  24     6.1       208  988.2  27.7 61.2  19.6  30   2.4 303.6 23.185733 120.376118 14.63      91    228
  25     6.6       215  987.5  27.6 61.9  19.7  28   2.4 303.4 23.185707 120.376128 14.69      92    226
  26     5.6       220  986.9  27.4 62.7  19.7  26   2.5 303.3 23.185678 120.376138 14.71      93    224
  27     5.6       226  986.2  27.3 63.0  19.7  23   2.5 303.1 23.185650 120.376136 14.69      96    223
  28     5.5       231  985.5  27.2 63.3  19.7  21   2.5 303.1 23.185625 120.376119 14.71      99    222
  29     7.3       239  984.8  27.2 63.6  19.7  19   2.5 303.0 23.185605 120.376089 14.75     103    223
  30     7.1       246  984.2  27.1 64.1  19.8  17   2.6 303.0 23.185596 120.376055 14.81     106    224
