100,200,300,400,500,600,700,800,900,1000
Time,Temp.,Humin.,Pressure.,Az,H1_fd,H1_SNR,H1_FWHM,H2_fd,H2_SNR,H2_FWHM,H3_fd,H3_SNR,H3_FWHM,H4_fd,H4_SNR,H4_FWHM,H5_fd,H5_SNR,H5_FWHM,H6_fd,H6_SNR,H6_FWHM,H7_fd,H7_SNR,H7_FWHM,H8_fd,H8_SNR,H8_FWHM,H9_fd,H9_SNR,H9_FWHM,H10_fd,H10_SNR,H10_FWHM,H1_fd,H1_SNR,H1_FWHM,H2_fd,H2_SNR,H2_FWHM,H3_fd,H3_SNR,H3_FWHM,H4_fd,H4_SNR,H4_FWHM,H5_fd,H5_SNR,H5_FWHM,H6_fd,H6_SNR,H6_FWHM,H7_fd,H7_SNR,H7_FWHM,H8_fd,H8_SNR,H8_FWHM,H9_fd,H9_SNR,H9_FWHM,H10_fd,H10_SNR,H10_FWHM,H1_fd,H1_SNR,H1_FWHM,H2_fd,H2_SNR,H2_FWHM,H3_fd,H3_SNR,H3_FWHM,H4_fd,H4_SNR,H4_FWHM,H5_fd,H5_SNR,H5_FWHM,H6_fd,H6_SNR,H6_FWHM,H7_fd,H7_SNR,H7_FWHM,H8_fd,H8_SNR,H8_FWHM,H9_fd,H9_SNR,H9_FWHM,H10_fd,H10_SNR,H10_FWHM,H1_fd,H1_SNR,H1_FWHM,H2_fd,H2_SNR,H2_FWHM,H3_fd,H3_SNR,H3_FWHM,H4_fd,H4_SNR,H4_FWHM,H5_fd,H5_SNR,H5_FWHM,H6_fd,H6_SNR,H6_FWHM,H7_fd,H7_SNR,H7_FWHM,H8_fd,H8_SNR,H8_FWHM,H9_fd,H9_SNR,H9_FWHM,H10_fd,H10_SNR,H10_FWHM,H1_fd,H1_SNR,H1_FWHM,H2_fd,H2_SNR,H2_FWHM,H3_fd,H3_SNR,H3_FWHM,H4_fd,H4_SNR,H4_FWHM,H5_fd,H5_SNR,H5_FWHM,H6_fd,H6_SNR,H6_FWHM,H7_fd,H7_SNR,H7_FWHM,H8_fd,H8_SNR,H8_FWHM,H9_fd,H9_SNR,H9_FWHM,H10_fd,H10_SNR,H10_FWHM,H1_fd,H1_SNR,H1_FWHM,H2_fd,H2_SNR,H2_FWHM,H3_fd,H3_SNR,H3_FWHM,H4_fd,H4_SNR,H4_FWHM,H5_fd,H5_SNR,H5_FWHM,H6_fd,H6_SNR,H6_FWHM,H7_fd,H7_SNR,H7_FWHM,H8_fd,H8_SNR,H8_FWHM,H9_fd,H9_SNR,H9_FWHM,H10_fd,H10_SNR,H10_FWHM
20210401_17:02:05.40,99.9,99.9,999.9,003,0.98,0.49,99.90,0.24,0.11,99.90,-0.24,0.97,99.90,-0.49,1.06,99.90,0.24,0.50,99.90,5.13,-0.18,99.90,0.98,0.60,99.90,0.73,0.01,99.90,0.00,0.20,99.90,0.73,0.41,99.90
20210401_17:02:05.40,99.9,99.9,999.9,004,-0.24,0.22,99.90,-0.49,0.13,99.90,-0.98,0.83,99.90,-1.46,0.75,99.90,-0.49,0.83,99.90,-0.24,0.44,99.90,0.00,0.03,99.90,0.73,0.25,99.90,-2.44,-0.20,99.90,0.49,0.81,99.90
20210401_17:02:05.40,99.9,99.9,999.9,005,-2.20,0.05,99.90,-0.49,1.06,99.90,-0.24,0.17,99.90,4.39,0.64,99.90,0.98,0.12,99.90,1.46,-0.05,99.90,4.64,-0.13,99.90,5.37,-0.11,99.90,4.64,-0.28,99.90,1.22,0.27,99.90
20210401_17:02:05.92,99.9,99.9,999.9,001,0.98,0.10,99.90,-1.22,0.40,99.90,-1.46,1.01,99.90,-0.98,0.62,99.90,-0.49,0.85,99.90,0.00,0.12,99.90,-0.49,0.69,99.90,-0.24,0.40,99.90,0.24,0.73,99.90,0.49,0.18,99.90
20210401_17:02:05.92,99.9,99.9,999.9,002,-0.98,0.07,99.90,-2.69,0.06,99.90,-2.20,0.75,99.90,-0.73,0.15,99.90,0.24,0.51,99.90,4.39,0.08,99.90,0.73,-0.22,99.90,4.39,0.18,99.90,0.98,0.36,99.90,4.15,0.14,99.90
20210401_17:02:05.92,99.9,99.9,999.9,003,1.95,0.26,99.90,0.24,0.69,99.90,0.24,0.91,99.90,-0.49,0.74,99.90,0.00,-0.07,99.90,1.46,0.41,99.90,0.98,0.14,99.90,0.49,0.40,99.90,0.24,0.22,99.90,0.73,0.37,99.90
20210401_17:02:05.92,99.9,99.9,999.9,004,-0.24,0.18,99.90,0.00,1.65,99.90,0.00,1.24,99.90,0.24,0.85,99.90,0.00,0.30,99.90,0.00,0.79,99.90,0.73,-0.14,99.90,1.22,0.79,99.90,1.22,-0.24,99.90,0.49,0.22,99.90
20210401_17:02:05.92,99.9,99.9,999.9,005,-1.95,0.65,99.90,-0.73,1.05,99.90,4.15,0.10,99.90,4.39,-0.22,99.90,4.64,-0.31,99.90,4.39,-0.04,99.90,4.64,0.05,99.90,4.39,0.11,99.90,0.49,-0.15,99.90,4.15,0.20,99.90
20210401_17:02:06.45,99.9,99.9,999.9,001,0.98,0.22,99.90,0.73,0.34,99.90,-1.71,1.45,99.90,0.24,1.10,99.90,0.00,0.00,99.90,0.00,0.32,99.90,0.00,0.50,99.90,0.00,0.51,99.90,0.73,0.42,99.90,0.73,0.47,99.90
20210401_17:02:06.45,99.9,99.9,999.9,002,-2.69,-0.13,99.90,-0.49,0.39,99.90,0.24,0.24,99.90,-0.24,0.24,99.90,0.24,0.22,99.90,0.00,-0.09,99.90,4.15,0.02,99.90,0.98,0.49,99.90,4.64,0.39,99.90,0.24,-0.04,99.90
20210401_17:02:06.45,99.9,99.9,999.9,003,-0.73,0.21,99.90,0.00,0.79,99.90,0.00,1.07,99.90,0.24,0.10,99.90,0.00,0.04,99.90,0.98,0.21,99.90,0.73,0.02,99.90,0.24,0.13,99.90,0.98,0.13,99.90,-2.44,0.14,99.90
20210401_17:02:06.45,99.9,99.9,999.9,004,-1.22,0.33,99.90,-0.98,0.82,99.90,0.00,0.68,99.90,-0.49,1.10,99.90,0.24,0.46,99.90,0.49,0.19,99.90,0.73,0.22,99.90,0.49,0.83,99.90,-1.95,0.00,99.90,0.49,0.20,99.90
20210401_17:02:06.45,99.9,99.9,999.9,005,0.49,0.43,99.90,-0.98,1.77,99.90,-0.98,-0.29,99.90,0.98,0.15,99.90,5.37,-0.17,99.90,0.98,0.36,99.90,0.49,-0.32,99.90,1.22,0.26,99.90,4.64,-0.10,99.90,4.15,0.47,99.90
20210401_17:02:06.98,99.9,99.9,999.9,001,0.98,0.23,99.90,0.49,0.23,99.90,-1.46,0.71,99.90,0.49,1.47,99.90,-0.24,0.20,99.90,-0.49,0.13,99.90,0.00,0.46,99.90,-1.22,0.65,99.90,0.73,0.35,99.90,0.73,0.65,99.90
20210401_17:02:06.98,99.9,99.9,999.9,002,0.49,0.96,99.90,-0.24,0.28,99.90,-2.20,0.71,99.90,-2.20,0.33,99.90,0.00,0.10,99.90,0.73,0.41,99.90,0.49,0.03,99.90,4.39,-0.14,99.90,1.22,-0.34,99.90,0.00,0.06,99.90
20210401_17:02:06.98,99.9,99.9,999.9,003,0.00,0.66,99.90,-0.73,1.08,99.90,-0.24,1.05,99.90,-0.24,0.60,99.90,0.49,0.65,99.90,0.00,0.27,99.90,1.22,0.24,99.90,4.64,0.42,99.90,0.49,0.11,99.90,-1.71,0.00,99.90
20210401_17:02:06.98,99.9,99.9,999.9,004,0.00,0.50,99.90,0.73,0.69,99.90,-1.22,1.41,99.90,-0.24,0.89,99.90,-0.98,0.13,99.90,0.24,0.85,99.90,0.24,-0.02,99.90,-2.93,-0.15,99.90,0.00,0.17,99.90,0.98,0.29,99.90
20210401_17:02:06.98,99.9,99.9,999.9,005,-1.95,0.43,99.90,-0.98,1.47,99.90,0.49,-0.06,99.90,4.88,0.46,99.90,0.73,-0.40,99.90,-0.24,-0.03,99.90,4.64,0.01,99.90,0.73,0.04,99.90,0.73,0.37,99.90,1.22,-0.18,99.90
20210401_17:02:07.50,99.9,99.9,999.9,001,0.98,-0.12,99.90,-2.44,0.19,99.90,-2.20,0.70,99.90,0.00,0.79,99.90,0.00,0.52,99.90,-0.49,0.70,99.90,0.49,0.31,99.90,-0.73,0.24,99.90,0.24,0.29,99.90,0.73,0.18,99.90
20210401_17:02:07.50,99.9,99.9,999.9,002,3.66,0.09,99.90,-0.73,0.41,99.90,-0.98,0.74,99.90,0.00,0.19,99.90,-0.73,0.37,99.90,0.49,0.72,99.90,-0.73,-0.02,99.90,4.64,0.04,99.90,0.98,0.20,99.90,0.98,-0.04,99.90
20210401_17:02:07.50,99.9,99.9,999.9,003,1.22,0.41,99.90,-0.98,0.72,99.90,0.24,0.92,99.90,-0.24,0.46,99.90,1.22,0.08,99.90,0.98,0.27,99.90,-0.24,-0.10,99.90,0.49,0.44,99.90,0.24,0.13,99.90,0.73,-0.14,99.90
20210401_17:02:07.50,99.9,99.9,999.9,004,-0.24,-0.22,99.90,-0.24,0.40,99.90,-0.49,0.63,99.90,0.00,0.88,99.90,0.24,0.30,99.90,0.49,0.17,99.90,-0.98,0.17,99.90,5.13,-0.03,99.90,0.73,0.86,99.90,-1.71,0.17,99.90
20210401_17:02:07.50,99.9,99.9,999.9,005,0.00,0.33,99.90,-0.98,1.22,99.90,0.49,-0.14,99.90,0.73,-0.25,99.90,0.24,-0.07,99.90,0.73,0.16,99.90,0.24,0.06,99.90,0.24,0.04,99.90,4.64,-0.14,99.90,0.49,0.24,99.90
20210401_17:02:08.03,99.9,99.9,999.9,001,0.73,0.02,99.90,-1.46,0.50,99.90,-1.22,0.75,99.90,-0.73,0.26,99.90,0.00,0.43,99.90,-0.49,1.09,99.90,0.00,0.65,99.90,0.49,0.31,99.90,0.73,0.20,99.90,0.24,0.73,99.90
20210401_17:02:08.03,99.9,99.9,999.9,002,-1.22,0.18,99.90,-0.49,1.28,99.90,0.00,0.67,99.90,-0.98,0.22,99.90,0.73,0.32,99.90,0.73,0.22,99.90,0.73,0.17,99.90,0.24,0.26,99.90,0.49,0.10,99.90,0.98,0.49,99.90
20210401_17:02:08.03,99.9,99.9,999.9,003,0.00,0.37,99.90,-0.24,0.53,99.90,-0.73,1.30,99.90,-0.49,0.86,99.90,0.24,0.67,99.90,0.49,0.09,99.90,0.98,0.53,99.90,0.73,0.68,99.90,0.24,0.17,99.90,0.24,0.40,99.90
20210401_17:02:08.03,99.9,99.9,999.9,004,-2.44,-0.18,99.90,0.73,0.57,99.90,-0.73,0.57,99.90,-1.22,1.19,99.90,-0.98,0.65,99.90,-0.49,0.22,99.90,-0.73,0.42,99.90,0.49,0.11,99.90,0.73,0.02,99.90,0.98,0.11,99.90
20210401_17:02:08.03,99.9,99.9,999.9,005,-0.73,0.05,99.90,-0.49,0.84,99.90,-3.17,-0.21,99.90,3.42,0.02,99.90,0.73,-0.17,99.90,4.88,-0.25,99.90,4.39,0.39,99.90,4.39,0.63,99.90,4.64,0.01,99.90,4.15,-0.38,99.90
20210401_17:02:08.56,99.9,99.9,999.9,001,1.22,0.10,99.90,-2.20,0.59,99.90,-0.24,0.99,99.90,0.24,1.11,99.90,0.24,0.16,99.90,0.00,0.45,99.90,0.00,0.08,99.90,-0.24,0.31,99.90,0.49,0.94,99.90,4.88,-0.19,99.90
20210401_17:02:08.56,99.9,99.9,999.9,002,0.00,0.04,99.90,0.00,0.66,99.90,0.73,0.45,99.90,-0.24,0.30,99.90,0.49,0.46,99.90,0.98,0.20,99.90,0.73,0.11,99.90,4.88,-0.11,99.90,4.88,0.33,99.90,-2.69,-0.22,99.90
20210401_17:02:08.56,99.9,99.9,999.9,003,-0.49,0.28,99.90,-0.24,0.46,99.90,-0.73,0.68,99.90,-0.49,0.65,99.90,0.00,0.34,99.90,0.00,0.07,99.90,-0.24,0.24,99.90,0.00,-0.15,99.90,0.24,0.55,99.90,0.24,0.24,99.90
20210401_17:02:08.56,99.9,99.9,999.9,004,-0.98,0.25,99.90,0.49,0.31,99.90,-1.22,0.51,99.90,-0.24,1.08,99.90,0.24,0.87,99.90,0.00,0.12,99.90,0.73,0.17,99.90,0.24,0.35,99.90,0.73,0.27,99.90,0.49,0.31,99.90
20210401_17:02:08.56,99.9,99.9,999.9,005,0.00,0.12,99.90,-1.71,1.28,99.90,3.91,-0.24,99.90,0.98,0.21,99.90,0.49,-0.01,99.90,0.49,-0.01,99.90,4.15,0.10,99.90,4.64,0.65,99.90,1.22,0.11,99.90,0.73,0.08,99.90
20210401_17:02:09.08,99.9,99.9,999.9,001,0.98,0.21,99.90,-2.20,0.21,99.90,-1.22,0.69,99.90,-0.49,0.61,99.90,-0.24,0.43,99.90,-0.73,0.16,99.90,0.49,0.59,99.90,5.13,0.08,99.90,0.00,0.08,99.90,0.73,0.02,99.90
20210401_17:02:09.08,99.9,99.9,999.9,002,0.98,-0.27,99.90,0.73,0.01,99.90,-0.73,0.72,99.90,-0.49,0.67,99.90,0.00,0.83,99.90,1.46,-0.25,99.90,4.39,-0.08,99.90,4.64,0.37,99.90,0.73,0.45,99.90,0.49,0.09,99.90
20210401_17:02:09.08,99.9,99.9,999.9,003,-0.24,0.03,99.90,-0.24,1.15,99.90,0.00,1.25,99.90,0.00,0.38,99.90,-0.24,0.51,99.90,5.37,0.11,99.90,0.73,0.60,99.90,0.00,0.10,99.90,4.88,0.38,99.90,0.24,0.25,99.90
20210401_17:02:09.08,99.9,99.9,999.9,004,3.17,-0.17,99.90,-0.24,0.50,99.90,-1.22,0.54,99.90,-0.49,1.02,99.90,-1.46,0.18,99.90,0.49,0.25,99.90,0.49,0.45,99.90,0.24,-0.20,99.90,4.64,-0.05,99.90,0.00,-0.03,99.90
20210401_17:02:09.08,99.9,99.9,999.9,005,-2.69,-0.13,99.90,-0.49,1.71,99.90,0.00,0.50,99.90,0.49,0.15,99.90,5.13,0.06,99.90,8.30,-0.03,99.90,1.71,-0.08,99.90,0.24,0.10,99.90,8.54,-0.13,99.90,0.73,0.20,99.90
20210401_17:02:09.61,99.9,99.9,999.9,001,1.22,0.22,99.90,-1.22,0.99,99.90,0.00,1.15,99.90,-0.73,0.91,99.90,0.24,0.10,99.90,0.00,-0.06,99.90,0.00,0.81,99.90,-0.73,-0.04,99.90,0.98,-0.01,99.90,5.37,-0.03,99.90
20210401_17:02:09.61,99.9,99.9,999.9,002,-0.98,-0.01,99.90,-1.22,0.70,99.90,-2.69,0.77,99.90,-0.24,0.21,99.90,-0.49,0.51,99.90,0.24,0.53,99.90,0.73,0.01,99.90,0.24,0.24,99.90,0.73,0.28,99.90,4.39,0.32,99.90
20210401_17:02:09.61,99.9,99.9,999.9,003,0.24,0.16,99.90,-0.73,0.93,99.90,0.49,1.00,99.90,0.00,0.85,99.90,0.00,0.36,99.90,0.24,0.26,99.90,0.73,0.59,99.90,0.24,0.06,99.90,0.49,0.33,99.90,0.73,0.27,99.90
20210401_17:02:09.61,99.9,99.9,999.9,004,-0.73,-0.04,99.90,0.00,0.54,99.90,-0.73,0.33,99.90,-0.24,0.85,99.90,0.49,0.41,99.90,0.73,0.54,99.90,0.73,0.58,99.90,0.49,0.25,99.90,-1.95,0.50,99.90,0.73,0.49,99.90
20210401_17:02:09.61,99.9,99.9,999.9,005,0.98,0.19,99.90,-1.46,1.46,99.90,0.73,0.28,99.90,0.73,0.16,99.90,5.13,0.62,99.90,0.73,0.12,99.90,1.46,0.01,99.90,4.39,0.06,99.90,0.73,0.07,99.90,4.88,0.27,99.90
20210401_17:02:10.14,99.9,99.9,999.9,001,0.73,0.22,99.90,-2.44,0.43,99.90,-1.22,1.11,99.90,0.24,1.36,99.90,-0.24,0.73,99.90,-0.49,0.47,99.90,0.73,0.67,99.90,0.49,0.09,99.90,0.24,0.10,99.90,0.24,0.05,99.90
20210401_17:02:10.14,99.9,99.9,999.9,002,-0.73,0.12,99.90,-0.73,0.49,99.90,0.00,0.17,99.90,-1.46,0.20,99.90,-0.98,0.03,99.90,0.24,0.06,99.90,4.39,0.08,99.90,4.15,-0.45,99.90,3.91,-0.19,99.90,0.00,-0.08,99.90
20210401_17:02:10.14,99.9,99.9,999.9,003,1.46,0.69,99.90,-0.49,0.38,99.90,-0.24,1.05,99.90,-0.49,0.63,99.90,0.73,0.44,99.90,0.00,-0.01,99.90,0.98,0.04,99.90,0.24,-0.13,99.90,4.64,0.54,99.90,-1.95,-0.34,99.90
20210401_17:02:10.14,99.9,99.9,999.9,004,0.00,0.27,99.90,0.00,0.45,99.90,0.00,0.60,99.90,0.00,0.84,99.90,-0.73,0.24,99.90,0.73,0.74,99.90,0.24,0.35,99.90,0.73,0.12,99.90,0.73,0.58,99.90,-2.20,-0.15,99.90
20210401_17:02:10.14,99.9,99.9,999.9,005,-1.22,0.11,99.90,-1.22,0.91,99.90,4.88,-0.32,99.90,3.91,-0.07,99.90,4.15,0.26,99.90,-2.69,-0.28,99.90,0.00,0.26,99.90,4.88,-0.09,99.90,0.00,0.01,99.90,0.24,-0.19,99.90
20210401_17:02:10.67,99.9,99.9,999.9,001,1.22,-0.08,99.90,-2.20,0.59,99.90,0.24,1.00,99.90,-1.46,0.67,99.90,0.49,0.66,99.90,0.00,0.68,99.90,0.73,0.66,99.90,0.24,0.53,99.90,0.98,0.08,99.90,0.73,0.25,99.90
20210401_17:02:10.67,99.9,99.9,999.9,002,-0.49,-0.03,99.90,0.24,0.44,99.90,-1.95,0.19,99.90,0.49,0.13,99.90,0.49,0.11,99.90,-1.95,-0.01,99.90,1.22,0.37,99.90,0.49,0.22,99.90,0.49,0.98,99.90,0.73,0.63,99.90
20210401_17:02:10.67,99.9,99.9,999.9,003,-0.49,0.25,99.90,0.49,0.85,99.90,-0.49,1.16,99.90,-0.49,0.41,99.90,-0.24,0.22,99.90,0.24,0.44,99.90,1.22,0.82,99.90,0.49,0.36,99.90,-0.24,0.27,99.90,0.73,0.58,99.90
20210401_17:02:10.67,99.9,99.9,999.9,004,-0.24,0.30,99.90,-0.24,0.45,99.90,0.24,0.53,99.90,-0.49,0.73,99.90,-0.24,0.65,99.90,0.24,0.06,99.90,0.49,0.37,99.90,0.98,0.19,99.90,0.49,0.09,99.90,0.49,-0.00,99.90
20210401_17:02:10.67,99.9,99.9,999.9,005,-0.73,0.25,99.90,-1.22,1.49,99.90,0.98,-0.17,99.90,5.86,-0.19,99.90,4.39,0.12,99.90,0.73,0.24,99.90,-3.42,-0.15,99.90,0.24,-0.25,99.90,0.98,-0.30,99.90,0.73,0.04,99.90
20210401_17:02:11.19,99.9,99.9,999.9,001,0.98,0.02,99.90,0.73,0.16,99.90,-2.69,0.96,99.90,0.24,-0.01,99.90,0.00,0.75,99.90,-0.49,0.13,99.90,-0.24,0.65,99.90,0.24,0.68,99.90,0.24,0.39,99.90,0.73,0.18,99.90
20210401_17:02:11.19,99.9,99.9,999.9,002,-1.22,-0.37,99.90,-1.95,0.49,99.90,-0.98,0.05,99.90,-0.73,0.79,99.90,0.73,0.05,99.90,1.22,0.05,99.90,0.24,-0.35,99.90,4.88,0.13,99.90,0.24,0.06,99.90,0.24,-0.17,99.90
20210401_17:02:11.19,99.9,99.9,999.9,003,-0.49,0.54,99.90,-0.24,0.72,99.90,0.24,0.80,99.90,0.00,0.81,99.90,-0.98,0.37,99.90,0.73,0.12,99.90,0.98,-0.12,99.90,0.73,0.49,99.90,0.49,0.64,99.90,5.62,-0.01,99.90
20210401_17:02:11.19,99.9,99.9,999.9,004,-0.73,0.86,99.90,-0.49,0.68,99.90,-0.24,0.72,99.90,-1.22,1.03,99.90,0.49,0.60,99.90,0.98,0.20,99.90,0.98,0.20,99.90,-2.20,0.05,99.90,0.73,0.22,99.90,-2.69,-0.21,99.90
20210401_17:02:11.19,99.9,99.9,999.9,005,-2.69,0.12,99.90,-0.98,1.12,99.90,-3.17,-0.05,99.90,0.49,0.06,99.90,0.24,-0.31,99.90,5.13,-0.02,99.90,-0.24,-0.05,99.90,0.49,-0.20,99.90,0.98,-0.23,99.90,1.22,0.20,99.90
20210401_17:02:11.72,99.9,99.9,999.9,001,-2.69,0.03,99.90,-2.44,0.26,99.90,-2.44,0.56,99.90,-1.95,0.37,99.90,0.24,0.76,99.90,0.24,1.16,99.90,0.24,1.32,99.90,-0.24,1.19,99.90,0.73,0.49,99.90,0.49,0.27,99.90
20210401_17:02:11.72,99.9,99.9,999.9,002,0.00,-0.14,99.90,0.49,0.47,99.90,0.00,0.58,99.90,-0.24,0.43,99.90,0.49,0.02,99.90,-0.49,0.30,99.90,1.22,0.21,99.90,0.73,0.13,99.90,-2.93,-0.06,99.90,0.24,0.48,99.90
20210401_17:02:11.72,99.9,99.9,999.9,003,0.00,0.32,99.90,0.49,0.34,99.90,0.24,0.61,99.90,-0.73,0.68,99.90,-0.24,0.77,99.90,0.24,-0.25,99.90,5.13,0.13,99.90,0.24,-0.09,99.90,0.24,0.07,99.90,0.73,0.45,99.90
20210401_17:02:11.72,99.9,99.9,999.9,004,0.00,0.04,99.90,0.00,0.74,99.90,-1.22,1.26,99.90,-0.73,0.69,99.90,0.00,0.68,99.90,0.24,-0.09,99.90,0.24,0.44,99.90,0.00,-0.07,99.90,0.00,0.73,99.90,0.49,0.22,99.90
20210401_17:02:11.72,99.9,99.9,999.9,005,0.24,0.08,99.90,-1.22,1.48,99.90,0.24,0.16,99.90,-0.73,0.00,99.90,-0.24,0.01,99.90,0.49,-0.01,99.90,0.49,0.08,99.90,0.49,0.20,99.90,0.73,-0.07,99.90,1.95,-0.09,99.90
20210401_17:02:12.25,99.9,99.9,999.9,001,0.98,-0.09,99.90,-2.44,0.30,99.90,0.24,0.73,99.90,-0.49,0.17,99.90,0.00,0.41,99.90,0.00,0.81,99.90,0.49,0.80,99.90,0.49,0.46,99.90,1.22,-0.01,99.90,0.24,0.59,99.90
20210401_17:02:12.25,99.9,99.9,999.9,002,0.24,0.07,99.90,0.24,0.15,99.90,0.00,0.22,99.90,0.49,0.35,99.90,0.98,0.06,99.90,0.49,-0.43,99.90,4.64,-0.30,99.90,4.88,0.71,99.90,1.71,0.12,99.90,0.98,0.25,99.90
20210401_17:02:12.25,99.9,99.9,999.9,003,0.49,0.26,99.90,-0.24,0.41,99.90,-0.24,1.47,99.90,0.24,1.09,99.90,0.24,0.64,99.90,0.98,-0.10,99.90,0.49,0.03,99.90,0.73,0.27,99.90,0.73,0.88,99.90,0.49,-0.10,99.90
20210401_17:02:12.25,99.9,99.9,999.9,004,0.24,0.21,99.90,-0.73,0.33,99.90,-1.46,0.42,99.90,-0.24,0.94,99.90,-1.22,0.68,99.90,0.24,0.44,99.90,-0.24,-0.05,99.90,0.00,0.14,99.90,0.49,0.35,99.90,4.88,-0.28,99.90
20210401_17:02:12.25,99.9,99.9,999.9,005,-0.73,0.50,99.90,-0.98,1.13,99.90,0.73,0.39,99.90,0.49,-0.12,99.90,0.98,-0.35,99.90,0.98,-0.30,99.90,4.39,-0.05,99.90,4.64,0.05,99.90,4.64,0.29,99.90,0.24,0.10,99.90
20210401_17:02:12.77,99.9,99.9,999.9,001,-6.84,-0.22,99.90,0.73,0.05,99.90,-0.24,0.58,99.90,0.73,0.04,99.90,0.00,1.68,99.90,-0.73,0.56,99.90,0.00,0.54,99.90,0.24,0.09,99.90,0.73,1.07,99.90,0.49,0.23,99.90
20210401_17:02:12.77,99.9,99.9,999.9,002,-0.73,0.48,99.90,-1.46,0.56,99.90,-1.22,0.42,99.90,0.73,0.39,99.90,0.49,0.57,99.90,0.98,0.46,99.90,4.15,-0.15,99.90,1.22,-0.23,99.90,0.49,-0.21,99.90,4.39,0.01,99.90
20210401_17:02:12.77,99.9,99.9,999.9,003,0.49,-0.03,99.90,0.00,1.19,99.90,0.00,0.89,99.90,0.24,0.49,99.90,0.49,0.38,99.90,0.24,0.42,99.90,0.49,0.36,99.90,-0.24,0.17,99.90,0.49,0.05,99.90,1.22,0.87,99.90
20210401_17:02:12.77,99.9,99.9,999.9,004,-0.49,-0.09,99.90,0.00,0.82,99.90,0.00,0.83,99.90,-0.73,0.91,99.90,-0.49,0.95,99.90,0.24,0.04,99.90,0.98,0.80,99.90,-0.73,-0.08,99.90,0.98,0.26,99.90,0.24,0.20,99.90
20210401_17:02:12.77,99.9,99.9,999.9,005,0.24,0.98,99.90,-0.98,1.05,99.90,0.73,0.10,99.90,-2.93,0.04,99.90,0.73,0.24,99.90,4.88,-0.02,99.90,0.49,-0.13,99.90,0.49,0.12,99.90,4.88,-0.16,99.90,4.64,0.03,99.90
20210401_17:02:13.30,99.9,99.9,999.9,001,-6.59,-0.08,99.90,-2.20,0.48,99.90,0.98,0.76,99.90,-0.49,0.46,99.90,0.00,0.75,99.90,-0.49,0.91,99.90,1.46,0.45,99.90,0.73,1.10,99.90,-1.95,-0.15,99.90,0.73,0.98,99.90
20210401_17:02:13.30,99.9,99.9,999.9,002,5.86,-0.10,99.90,0.24,0.15,99.90,-1.22,0.52,99.90,0.24,0.34,99.90,0.73,0.10,99.90,-2.93,0.10,99.90,5.13,0.32,99.90,1.22,0.69,99.90,5.13,-0.03,99.90,1.22,0.06,99.90
20210401_17:02:13.30,99.9,99.9,999.9,003,0.73,-0.21,99.90,-0.24,0.41,99.90,-0.24,0.86,99.90,0.24,0.86,99.90,0.24,0.62,99.90,0.24,-0.19,99.90,0.49,0.77,99.90,0.49,0.86,99.90,0.98,0.22,99.90,0.98,0.17,99.90
20210401_17:02:13.30,99.9,99.9,999.9,004,0.24,0.29,99.90,0.24,0.56,99.90,-0.73,0.88,99.90,-0.73,0.94,99.90,0.24,0.01,99.90,0.73,0.07,99.90,0.49,0.29,99.90,0.24,0.31,99.90,0.24,-0.33,99.90,-2.20,0.32,99.90
20210401_17:02:13.30,99.9,99.9,999.9,005,-0.24,0.27,99.90,-0.49,1.26,99.90,0.00,0.10,99.90,4.64,0.16,99.90,-1.95,-0.25,99.90,8.30,-0.01,99.90,1.22,0.29,99.90,0.00,0.25,99.90,4.39,0.31,99.90,3.91,-0.19,99.90
20210401_17:02:13.83,99.9,99.9,999.9,001,0.98,0.14,99.90,0.73,0.71,99.90,-0.98,0.89,99.90,0.24,0.66,99.90,0.00,0.76,99.90,-0.24,0.36,99.90,0.24,1.05,99.90,0.49,0.60,99.90,0.24,0.95,99.90,0.24,-0.05,99.90
20210401_17:02:13.83,99.9,99.9,999.9,002,1.71,0.10,99.90,0.00,0.37,99.90,-1.22,0.70,99.90,-0.49,0.60,99.90,0.73,0.30,99.90,0.49,0.15,99.90,8.79,0.12,99.90,4.64,0.04,99.90,5.13,0.18,99.90,1.22,0.03,99.90
20210401_17:02:13.83,99.9,99.9,999.9,003,0.49,-0.38,99.90,-0.73,0.96,99.90,0.24,1.32,99.90,-0.98,0.65,99.90,-1.22,0.35,99.90,0.49,0.60,99.90,0.49,0.29,99.90,-0.24,0.83,99.90,0.73,0.39,99.90,0.24,-0.20,99.90
20210401_17:02:13.83,99.9,99.9,999.9,004,0.24,0.33,99.90,0.00,0.77,99.90,0.24,0.76,99.90,-0.24,0.49,99.90,-0.24,0.76,99.90,0.24,0.32,99.90,0.24,0.33,99.90,0.49,0.21,99.90,0.73,0.05,99.90,-1.46,0.15,99.90
20210401_17:02:13.83,99.9,99.9,999.9,005,0.00,0.57,99.90,-0.73,1.26,99.90,0.98,0.18,99.90,-2.44,-0.03,99.90,-2.69,0.22,99.90,4.39,-0.28,99.90,5.62,-0.41,99.90,0.98,0.09,99.90,3.42,-0.31,99.90,0.49,-0.13,99.90
20210401_17:02:14.35,99.9,99.9,999.9,001,1.22,0.05,99.90,0.73,0.09,99.90,0.00,0.80,99.90,-0.24,0.20,99.90,0.49,0.80,99.90,0.24,0.72,99.90,0.24,0.63,99.90,0.00,0.16,99.90,0.73,0.20,99.90,0.73,0.34,99.90
