100,200,300,400,500,600,700,800,900,1000
Time,Temp.,Humin.,Pressure.,Az,H1_u,H1_v,H1_w,H1_ws,H1_wd,H2_u,H2_v,H2_w,H2_ws,H2_wd,H3_u,H3_v,H3_w,H3_ws,H3_wd,H4_u,H4_v,H4_w,H4_ws,H4_wd,H5_u,H5_v,H5_w,H5_ws,H5_wd,H6_u,H6_v,H6_w,H6_ws,H6_wd,H7_u,H7_v,H7_w,H7_ws,H7_wd,H8_u,H8_v,H8_w,H8_ws,H8_wd,H9_u,H9_v,H9_w,H9_ws,H9_wd,H10_u,H10_v,H10_w,H10_ws,H10_wd
20201120_09:00:30.29,99.9,99.9,999.9,001,0.00,0.18,0.22,0.29,0.00,1.10,0.00,0.34,1.15,90.00,1.10,-0.73,0.24,1.34,123.69,0.37,0.00,0.44,0.57,90.00,0.00,-0.37,0.64,0.73,180.00,0.00,0.73,0.49,0.88,0.00,0.00,0.00,0.39,0.39,0.00,0.00,-0.37,0.44,0.57,180.00,-0.37,0.00,0.54,0.65,270.00,0.00,0.00,0.39,0.39,0.00
20201120_09:00:30.82,99.9,99.9,999.9,001,0.00,0.18,0.22,0.29,0.00,1.10,0.00,0.24,1.12,90.00,0.73,-0.73,0.20,1.05,135.00,-0.37,0.00,0.34,0.50,270.00,-0.37,-0.73,0.64,1.04,206.57,0.00,0.73,0.49,0.88,0.00,0.00,0.00,0.39,0.39,0.00,0.00,-0.37,0.44,0.57,180.00,-0.37,0.00,0.54,0.65,270.00,0.37,0.00,0.54,0.65,90.00
20201120_09:00:31.34,99.9,99.9,999.9,001,1.10,0.00,0.44,1.18,90.00,1.10,0.00,0.24,1.12,90.00,0.73,-0.73,0.20,1.05,135.00,0.00,0.00,0.39,0.39,0.00,-0.73,-0.73,0.59,1.19,225.00,0.00,0.73,0.49,0.88,0.00,0.00,0.00,0.39,0.39,0.00,0.00,-0.37,0.44,0.57,180.00,-0.37,0.00,0.54,0.65,270.00,0.37,0.00,0.54,0.65,90.00
20201120_09:00:31.87,99.9,99.9,999.9,001,0.37,0.00,0.34,0.50,90.00,1.10,0.00,0.24,1.12,90.00,0.73,-0.73,0.20,1.05,135.00,0.00,0.00,0.39,0.39,0.00,-0.73,-0.37,0.54,0.98,243.43,0.00,0.73,0.49,0.88,0.00,0.00,0.37,0.44,0.57,0.00,0.00,0.37,0.44,0.57,0.00,-0.37,0.37,0.49,0.71,315.00,-0.37,0.00,0.44,0.57,270.00
20201120_09:00:32.40,99.9,99.9,999.9,001,0.37,0.00,0.34,0.50,90.00,1.10,0.37,0.29,1.19,71.57,0.73,-0.73,0.20,1.05,135.00,0.00,0.00,0.39,0.39,0.00,-0.73,0.00,0.59,0.94,270.00,0.00,0.73,0.49,0.88,0.00,0.00,0.37,0.44,0.57,0.00,0.00,0.37,0.44,0.57,0.00,-0.37,1.10,0.59,1.30,341.57,-0.37,0.37,0.49,0.71,315.00
20201120_09:00:32.93,99.9,99.9,999.9,001,0.37,0.00,0.34,0.50,90.00,1.83,0.37,0.20,1.87,78.69,0.73,-0.37,0.24,0.85,116.57,0.00,0.00,0.39,0.39,0.00,-0.37,0.00,0.54,0.65,270.00,0.00,0.73,0.49,0.88,0.00,0.00,0.37,0.44,0.57,0.00,0.37,0.37,0.49,0.71,45.00,0.00,1.10,0.54,1.22,0.00,0.00,0.37,0.44,0.57,0.00
20201120_09:00:33.45,99.9,99.9,999.9,001,0.37,0.00,0.34,0.50,90.00,2.92,0.37,0.05,2.95,82.87,0.73,-0.37,0.24,0.85,116.57,0.00,0.00,0.39,0.39,0.00,-0.73,0.73,0.59,1.19,315.00,0.00,0.73,0.49,0.88,0.00,0.00,0.37,0.44,0.57,0.00,0.00,0.37,0.44,0.57,0.00,-0.37,0.37,0.49,0.71,315.00,-0.37,0.37,0.49,0.71,315.00
20201120_09:00:33.98,99.9,99.9,999.9,001,-0.37,0.00,0.34,0.50,270.00,2.92,0.37,-0.05,2.95,82.87,1.10,-0.37,0.20,1.17,108.43,0.37,0.00,0.34,0.50,90.00,-0.73,0.37,0.54,0.98,296.57,0.00,0.37,0.44,0.57,0.00,0.00,0.00,0.39,0.39,0.00,0.37,0.00,0.44,0.57,90.00,0.00,0.37,0.44,0.57,0.00,-0.37,0.37,0.49,0.71,315.00
20201120_09:00:34.51,99.9,99.9,999.9,001,-0.37,0.00,0.34,0.50,270.00,2.92,0.37,-0.05,2.95,82.87,1.10,0.00,0.15,1.11,90.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.37,0.59,0.78,315.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.37,0.00,0.44,0.57,90.00,-0.18,0.37,0.47,0.62,333.43,-0.55,0.00,0.47,0.72,270.00
20201120_09:00:35.03,99.9,99.9,999.9,001,-0.37,0.00,0.34,0.50,270.00,2.92,0.37,-0.05,2.95,82.87,2.56,0.00,-0.05,2.56,90.00,0.37,0.00,0.34,0.50,90.00,-0.73,0.37,0.64,1.04,296.57,3.66,0.00,-0.10,3.66,90.00,0.00,0.00,0.39,0.39,0.00,0.00,0.37,0.44,0.57,0.00,0.00,0.37,0.44,0.57,0.00,-0.73,0.00,0.49,0.88,270.00
20201120_09:00:35.56,99.9,99.9,999.9,001,-0.37,0.00,0.34,0.50,270.00,2.92,0.37,-0.05,2.95,82.87,2.56,0.00,-0.05,2.56,90.00,0.37,0.00,0.34,0.50,90.00,-1.46,0.37,0.64,1.64,284.04,2.01,0.00,0.12,2.01,90.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.37,0.44,0.57,0.00,-0.73,0.00,0.49,0.88,270.00
20201120_09:00:36.09,99.9,99.9,999.9,001,-0.37,-0.37,0.39,0.65,225.00,2.56,0.37,0.00,2.58,81.87,1.10,0.00,0.15,1.11,90.00,0.37,0.00,0.34,0.50,90.00,-1.46,0.37,0.64,1.64,284.04,0.37,0.00,0.34,0.50,90.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.39,0.39,0.00,0.18,0.37,0.42,0.58,26.57,-0.73,0.00,0.49,0.88,270.00
20201120_09:00:36.61,99.9,99.9,999.9,001,0.37,-0.37,0.29,0.59,135.00,1.83,0.37,0.20,1.87,78.69,1.10,0.00,0.15,1.11,90.00,0.37,0.00,0.34,0.50,90.00,-0.73,0.37,0.54,0.98,296.57,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.37,0.44,0.57,0.00,0.00,0.00,0.39,0.39,0.00
20201120_09:00:37.14,99.9,99.9,999.9,001,0.37,-0.37,0.29,0.59,135.00,1.46,0.37,0.24,1.53,75.96,1.10,0.00,0.15,1.11,90.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.37,0.49,0.71,315.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.37,0.44,0.57,0.00,0.00,0.00,0.39,0.39,0.00
20201120_09:00:37.67,99.9,99.9,999.9,001,0.37,-0.37,0.29,0.59,135.00,1.10,0.00,0.34,1.15,90.00,0.73,0.00,0.20,0.76,90.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.37,0.49,0.71,315.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.37,0.44,0.57,0.00,0.00,0.00,0.39,0.39,0.00
20201120_09:00:38.19,99.9,99.9,999.9,001,0.37,-0.37,0.29,0.59,135.00,1.10,-0.37,0.29,1.19,108.43,0.73,0.00,0.20,0.76,90.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.37,0.49,0.71,315.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.37,0.44,0.57,0.00,0.00,0.00,0.39,0.39,0.00
20201120_09:00:38.72,99.9,99.9,999.9,001,0.37,-0.37,0.29,0.59,135.00,1.10,0.00,0.34,1.15,90.00,0.73,-0.37,0.24,0.85,116.57,0.37,0.00,0.34,0.50,90.00,-0.37,0.00,0.54,0.65,270.00,0.00,0.00,0.39,0.39,0.00,0.00,-0.37,0.44,0.57,180.00,0.00,-0.37,0.44,0.57,180.00,0.00,0.00,0.49,0.49,0.00,0.00,-0.37,0.44,0.57,180.00
20201120_09:00:39.25,99.9,99.9,999.9,001,0.37,-0.37,0.29,0.59,135.00,1.10,0.00,0.34,1.15,90.00,0.73,-0.37,0.24,0.85,116.57,0.00,0.00,0.39,0.39,0.00,-0.37,0.00,0.54,0.65,270.00,0.00,0.00,0.39,0.39,0.00,0.00,-0.37,0.44,0.57,180.00,-0.37,-0.37,0.39,0.65,225.00,0.00,0.00,0.49,0.49,0.00,0.00,-0.37,0.44,0.57,180.00
20201120_09:00:39.77,99.9,99.9,999.9,001,0.00,-0.37,0.24,0.44,180.00,1.10,0.00,0.34,1.15,90.00,0.73,-0.73,0.29,1.07,135.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.73,0.64,1.04,333.43,0.00,0.00,0.49,0.49,0.00,0.00,-0.37,0.44,0.57,180.00,-0.37,-0.37,0.39,0.65,225.00,0.00,0.37,0.54,0.65,0.00,0.00,-0.37,0.44,0.57,180.00
20201120_09:00:40.30,99.9,99.9,999.9,001,0.37,-0.37,0.29,0.59,135.00,1.10,0.00,0.34,1.15,90.00,0.73,-0.73,0.29,1.07,135.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.00,0.54,0.65,270.00,0.00,-0.37,0.44,0.57,180.00,0.00,-0.37,0.44,0.57,180.00,-0.37,-0.37,0.39,0.65,225.00,0.00,0.00,0.49,0.49,0.00,0.00,-0.37,0.44,0.57,180.00
20201120_09:00:40.83,99.9,99.9,999.9,001,0.00,-0.37,0.24,0.44,180.00,1.10,0.00,0.34,1.15,90.00,0.73,-0.37,0.24,0.85,116.57,0.00,-0.73,0.39,0.83,180.00,-0.37,0.73,0.64,1.04,333.43,0.00,-0.37,0.44,0.57,180.00,0.00,-0.37,0.44,0.57,180.00,-0.37,-0.37,0.39,0.65,225.00,0.00,0.00,0.49,0.49,0.00,0.00,-0.37,0.44,0.57,180.00
20201120_09:00:41.36,99.9,99.9,999.9,001,0.00,0.00,0.20,0.20,0.00,1.10,0.00,0.34,1.15,90.00,0.73,-0.37,0.24,0.85,116.57,0.00,-0.73,0.39,0.83,180.00,-0.37,0.73,0.64,1.04,333.43,0.00,-0.37,0.44,0.57,180.00,0.00,-0.37,0.44,0.57,180.00,-0.37,-0.37,0.39,0.65,225.00,0.00,0.00,0.49,0.49,0.00,0.00,-0.18,0.47,0.50,180.00
20201120_09:00:41.88,99.9,99.9,999.9,001,0.00,0.00,0.20,0.20,0.00,1.10,0.00,0.34,1.15,90.00,0.73,-0.37,0.24,0.85,116.57,0.00,-0.73,0.39,0.83,180.00,-0.37,0.37,0.69,0.86,315.00,0.00,0.00,0.39,0.39,0.00,0.00,-0.37,0.44,0.57,180.00,-0.37,-0.37,0.39,0.65,225.00,0.00,0.00,0.49,0.49,0.00,0.00,-0.37,0.44,0.57,180.00
20201120_09:00:42.41,99.9,99.9,999.9,001,0.00,-0.37,0.24,0.44,180.00,1.10,-0.37,0.29,1.19,108.43,0.37,-0.37,0.29,0.59,135.00,0.00,-0.73,0.39,0.83,180.00,0.00,-1.10,0.73,1.32,180.00,0.00,0.00,0.39,0.39,0.00,0.00,-0.37,0.44,0.57,180.00,0.00,-0.37,0.44,0.57,180.00,0.00,0.00,0.49,0.49,0.00,0.00,-0.37,0.44,0.57,180.00
20201120_09:00:42.94,99.9,99.9,999.9,001,0.00,0.00,0.20,0.20,0.00,1.10,0.00,0.34,1.15,90.00,0.73,-0.37,0.24,0.85,116.57,0.00,-0.73,0.39,0.83,180.00,0.00,-1.10,0.73,1.32,180.00,0.00,0.00,0.39,0.39,0.00,0.00,-0.37,0.44,0.57,180.00,0.00,-0.37,0.44,0.57,180.00,0.00,0.00,0.49,0.49,0.00,0.00,-0.37,0.44,0.57,180.00
20201120_09:00:43.46,99.9,99.9,999.9,001,0.00,0.37,0.24,0.44,0.00,1.10,0.00,0.34,1.15,90.00,0.73,-0.37,0.24,0.85,116.57,0.00,-0.37,0.34,0.50,180.00,0.00,-1.10,0.73,1.32,180.00,0.00,0.00,0.39,0.39,0.00,0.00,-0.37,0.44,0.57,180.00,0.00,-0.37,0.44,0.57,180.00,0.00,0.00,0.49,0.49,0.00,0.00,-0.37,0.44,0.57,180.00
20201120_09:00:43.99,99.9,99.9,999.9,001,0.00,0.37,0.24,0.44,0.00,1.10,-0.37,0.29,1.19,108.43,0.37,-0.37,0.29,0.59,135.00,0.00,-0.37,0.34,0.50,180.00,0.00,-1.10,0.73,1.32,180.00,-0.37,0.00,0.44,0.57,270.00,0.00,-0.37,0.44,0.57,180.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.00,0.54,0.65,270.00,0.00,0.00,0.39,0.39,0.00
20201120_09:00:44.52,99.9,99.9,999.9,001,0.00,0.37,0.24,0.44,0.00,1.46,0.00,0.29,1.49,90.00,0.73,-0.37,0.24,0.85,116.57,0.00,-0.37,0.34,0.50,180.00,-0.73,-0.73,0.78,1.30,225.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.49,0.49,0.00,0.00,0.00,0.39,0.39,0.00
20201120_09:00:45.04,99.9,99.9,999.9,001,0.00,0.37,0.24,0.44,0.00,1.46,0.37,0.24,1.53,75.96,0.73,-0.37,0.24,0.85,116.57,0.37,-0.37,0.29,0.59,135.00,-0.37,0.00,0.64,0.73,270.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.49,0.49,0.00,0.00,-0.37,0.44,0.57,180.00
20201120_09:00:45.57,99.9,99.9,999.9,001,0.00,0.00,0.29,0.29,0.00,1.10,-0.37,0.29,1.19,108.43,0.73,-0.37,0.24,0.85,116.57,0.37,-0.37,0.29,0.59,135.00,-0.37,1.10,0.78,1.40,341.57,0.00,0.00,0.39,0.39,0.00,0.00,0.37,0.44,0.57,0.00,0.00,-0.18,0.37,0.41,180.00,0.00,-0.37,0.44,0.57,180.00,0.00,6.76,1.30,6.89,0.00
20201120_09:00:46.10,99.9,99.9,999.9,001,0.00,0.37,0.24,0.44,0.00,1.46,-0.37,0.24,1.53,104.04,0.73,-0.37,0.24,0.85,116.57,0.73,0.00,0.29,0.79,90.00,-0.37,1.10,0.78,1.40,341.57,0.00,0.18,0.42,0.45,0.00,0.00,0.73,0.49,0.88,0.00,0.00,0.00,0.39,0.39,0.00,0.00,-0.18,0.47,0.50,180.00,0.00,6.76,1.30,6.89,0.00
20201120_09:00:46.63,99.9,99.9,999.9,001,0.00,0.37,0.24,0.44,0.00,1.46,0.00,0.20,1.48,90.00,0.73,-0.37,0.24,0.85,116.57,0.37,0.00,0.34,0.50,90.00,-0.73,1.10,0.83,1.56,326.31,0.00,0.18,0.42,0.45,0.00,0.00,1.10,0.54,1.22,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,6.76,1.30,6.89,0.00
20201120_09:00:47.15,99.9,99.9,999.9,001,0.00,0.37,0.24,0.44,0.00,2.56,0.00,0.15,2.56,90.00,0.73,-0.37,0.24,0.85,116.57,0.37,0.37,0.39,0.65,45.00,-0.73,1.28,0.86,1.70,330.26,0.00,0.37,0.44,0.57,0.00,0.37,1.10,0.59,1.30,18.43,0.37,0.00,0.44,0.57,90.00,-0.37,-0.37,0.49,0.71,225.00,0.00,13.71,2.23,13.89,0.00
20201120_09:00:47.68,99.9,99.9,999.9,001,0.18,0.37,0.22,0.46,26.57,2.19,0.73,0.20,2.32,71.57,1.10,-0.37,0.20,1.17,108.43,0.37,0.73,0.24,0.85,26.57,-0.73,1.46,0.88,1.86,333.43,0.00,0.37,0.44,0.57,0.00,0.00,1.10,0.54,1.22,0.00,0.37,0.00,0.44,0.57,90.00,-0.37,-0.37,0.49,0.71,225.00,0.55,13.71,2.15,13.89,2.29
20201120_09:00:48.21,99.9,99.9,999.9,001,0.18,0.37,0.22,0.46,26.57,2.19,0.73,0.20,2.32,71.57,1.10,0.37,0.29,1.19,71.57,0.37,0.37,0.29,0.59,45.00,-1.10,1.46,0.83,2.01,323.13,0.00,0.37,0.44,0.57,0.00,0.00,1.10,0.54,1.22,0.00,0.00,0.00,0.49,0.49,0.00,-0.73,0.00,0.49,0.88,270.00,1.10,13.71,2.08,13.91,4.57
20201120_09:00:48.73,99.9,99.9,999.9,001,0.00,6.94,1.13,7.04,0.00,2.56,0.73,0.15,2.67,74.05,2.56,0.37,0.10,2.59,81.87,0.73,0.37,0.24,0.85,63.43,-1.10,1.46,0.83,2.01,323.13,4.39,0.00,-0.10,4.39,90.00,0.00,1.10,0.54,1.22,0.00,0.00,0.00,0.49,0.49,0.00,-0.73,0.00,0.49,0.88,270.00,1.10,13.71,2.08,13.91,4.57
20201120_09:00:49.26,99.9,99.9,999.9,001,-0.37,0.37,0.29,0.59,315.00,2.56,0.73,0.15,2.67,74.05,2.56,0.00,0.05,2.56,90.00,0.73,0.37,0.34,0.89,63.43,-1.10,1.10,0.78,1.74,315.00,4.39,-0.18,-0.12,4.39,92.39,0.00,1.10,0.54,1.22,0.00,0.00,0.00,0.49,0.49,0.00,-0.73,0.73,0.59,1.19,315.00,-0.18,13.52,2.23,13.71,359.23
20201120_09:00:49.79,99.9,99.9,999.9,001,0.00,0.37,0.24,0.44,0.00,2.19,0.00,0.10,2.20,90.00,1.10,0.00,0.24,1.12,90.00,0.00,0.37,0.34,0.50,0.00,-1.10,1.10,0.78,1.74,315.00,0.00,-0.18,0.47,0.50,180.00,0.00,1.10,0.54,1.22,0.00,0.18,0.00,0.47,0.50,90.00,-0.73,0.73,0.59,1.19,315.00,0.00,13.52,2.20,13.70,0.00
20201120_09:00:50.31,99.9,99.9,999.9,001,0.00,0.37,0.24,0.44,0.00,2.19,0.00,0.10,2.20,90.00,0.73,0.00,0.29,0.79,90.00,0.00,0.37,0.34,0.50,0.00,-1.10,0.37,0.88,1.45,288.43,0.00,0.00,0.49,0.49,0.00,0.00,1.10,0.54,1.22,0.00,-0.37,0.37,0.49,0.71,315.00,-0.73,0.73,0.59,1.19,315.00,0.00,13.52,2.20,13.70,0.00
20201120_09:00:50.84,99.9,99.9,999.9,001,-0.37,0.37,0.29,0.59,315.00,2.56,0.00,0.15,2.56,90.00,1.10,0.00,0.34,1.15,90.00,-0.37,0.00,0.34,0.50,270.00,-1.83,0.37,0.98,2.11,281.31,-0.55,-0.37,0.47,0.81,236.31,-0.37,0.37,0.49,0.71,315.00,-0.73,0.18,0.51,0.91,284.04,-0.73,0.73,0.59,1.19,315.00,-0.73,0.73,0.59,1.19,315.00
20201120_09:00:51.37,99.9,99.9,999.9,001,-0.37,0.00,0.24,0.44,270.00,2.19,0.00,0.29,2.21,90.00,0.73,-0.73,0.20,1.05,135.00,0.00,0.00,0.39,0.39,0.00,0.73,0.00,0.88,1.15,90.00,0.00,0.00,0.49,0.49,0.00,0.00,0.00,0.39,0.39,0.00,-0.73,0.00,0.49,0.88,270.00,-0.37,0.73,0.54,0.98,333.43,-0.37,0.37,0.59,0.78,315.00
20201120_09:00:51.90,99.9,99.9,999.9,001,-0.37,0.00,0.24,0.44,270.00,1.83,0.37,0.29,1.89,78.69,0.73,-0.73,0.20,1.05,135.00,-0.37,0.00,0.34,0.50,270.00,-0.37,0.00,0.73,0.82,270.00,0.00,-0.73,0.49,0.88,180.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.37,0.44,0.57,0.00
20201120_09:00:52.42,99.9,99.9,999.9,001,-0.37,0.00,0.24,0.44,270.00,0.73,0.37,0.24,0.85,63.43,0.73,-0.37,0.24,0.85,116.57,0.00,0.00,0.39,0.39,0.00,0.00,-0.73,0.69,1.00,180.00,0.00,0.00,0.49,0.49,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.00,0.44,0.57,270.00,-0.37,0.37,0.49,0.71,315.00
20201120_09:00:52.95,99.9,99.9,999.9,001,-0.37,0.00,0.24,0.44,270.00,0.73,0.37,0.24,0.85,63.43,0.37,0.00,0.24,0.44,90.00,0.00,0.00,0.39,0.39,0.00,0.00,-0.73,0.59,0.94,180.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.37,0.44,0.57,0.00
20201120_09:00:53.48,99.9,99.9,999.9,001,-0.37,0.00,0.24,0.44,270.00,0.37,0.37,0.29,0.59,45.00,0.37,0.00,0.24,0.44,90.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.59,0.59,0.00,0.00,-0.37,0.44,0.57,180.00,0.00,0.00,0.39,0.39,0.00,0.00,-0.73,0.49,0.88,180.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.37,0.49,0.71,315.00
20201120_09:00:54.00,99.9,99.9,999.9,001,-0.37,0.37,0.20,0.55,315.00,0.37,0.37,0.29,0.59,45.00,0.37,0.00,0.24,0.44,90.00,0.00,-0.37,0.44,0.57,180.00,0.00,-0.73,0.69,1.00,180.00,0.00,-0.37,0.44,0.57,180.00,0.00,0.00,0.39,0.39,0.00,0.00,-0.73,0.49,0.88,180.00,-0.37,0.00,0.44,0.57,270.00,-0.37,0.37,0.49,0.71,315.00
20201120_09:00:54.53,99.9,99.9,999.9,001,-0.37,0.00,0.24,0.44,270.00,0.37,0.37,0.29,0.59,45.00,0.37,0.00,0.24,0.44,90.00,0.00,-0.37,0.44,0.57,180.00,0.00,-0.73,0.69,1.00,180.00,0.00,-0.18,0.42,0.45,180.00,0.00,0.00,0.39,0.39,0.00,0.00,-0.73,0.49,0.88,180.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00
20201120_09:00:55.06,99.9,99.9,999.9,001,-0.37,0.00,0.24,0.44,270.00,0.37,0.37,0.29,0.59,45.00,0.37,0.00,0.24,0.44,90.00,0.00,-0.37,0.44,0.57,180.00,0.37,0.00,0.54,0.65,90.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,-0.73,0.49,0.88,180.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.49,0.49,0.00
20201120_09:00:55.58,99.9,99.9,999.9,001,0.00,0.00,0.29,0.29,0.00,0.37,0.37,0.29,0.59,45.00,0.37,0.00,0.24,0.44,90.00,0.00,0.37,0.34,0.50,0.00,0.00,0.00,0.59,0.59,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,-0.73,0.49,0.88,180.00,-0.37,0.00,0.44,0.57,270.00,0.00,-0.37,0.54,0.65,180.00
20201120_09:00:56.11,99.9,99.9,999.9,001,0.00,0.00,0.29,0.29,0.00,0.37,0.37,0.29,0.59,45.00,0.37,0.00,0.24,0.44,90.00,0.00,0.37,0.34,0.50,0.00,0.00,0.00,0.59,0.59,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.37,0.00,0.44,0.57,90.00
20201120_09:00:56.64,99.9,99.9,999.9,001,0.00,0.00,0.29,0.29,0.00,0.37,0.37,0.29,0.59,45.00,0.73,0.00,0.20,0.76,90.00,0.00,0.37,0.34,0.50,0.00,0.00,0.00,0.59,0.59,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00
20201120_09:00:57.17,99.9,99.9,999.9,001,0.00,0.00,0.29,0.29,0.00,0.73,0.37,0.34,0.89,63.43,0.73,0.00,0.20,0.76,90.00,0.00,0.37,0.34,0.50,0.00,0.00,0.00,0.59,0.59,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.37,0.00,0.54,0.65,90.00
20201120_09:00:57.69,99.9,99.9,999.9,001,0.00,0.00,0.29,0.29,0.00,1.10,0.37,0.39,1.22,71.57,0.73,-0.37,0.15,0.83,116.57,0.37,0.37,0.39,0.65,45.00,0.00,0.00,0.59,0.59,0.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.00,0.34,0.50,270.00,-0.37,0.00,0.44,0.57,270.00,0.73,0.00,0.49,0.88,90.00
20201120_09:00:58.22,99.9,99.9,999.9,001,0.00,0.00,0.29,0.29,0.00,1.10,0.37,0.39,1.22,71.57,0.73,-0.37,0.15,0.83,116.57,0.37,0.37,0.39,0.65,45.00,0.37,0.00,0.64,0.73,90.00,-0.37,0.00,0.44,0.57,270.00,0.37,0.00,0.44,0.57,90.00,0.00,-0.18,0.47,0.50,180.00,-0.37,0.00,0.44,0.57,270.00,0.37,0.00,0.44,0.57,90.00
20201120_09:00:58.75,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,1.46,0.37,0.44,1.57,75.96,1.10,-0.37,0.29,1.19,108.43,0.37,0.37,0.39,0.65,45.00,0.37,-0.18,0.61,0.74,116.57,-4.20,0.00,-0.07,4.20,270.00,0.73,-0.37,0.54,0.98,116.57,0.00,0.73,0.49,0.88,0.00,0.37,0.00,0.64,0.73,90.00,0.00,-0.37,0.44,0.57,180.00
20201120_09:00:59.27,99.9,99.9,999.9,001,0.55,0.00,0.27,0.61,90.00,1.46,0.37,0.44,1.57,75.96,1.46,-0.37,0.34,1.55,104.04,0.37,0.73,0.44,0.93,26.57,0.37,-0.37,0.59,0.78,135.00,-4.20,0.00,-0.07,4.20,270.00,0.37,-0.37,0.49,0.71,135.00,0.00,0.73,0.49,0.88,0.00,0.73,0.73,0.59,1.19,45.00,0.00,0.00,0.49,0.49,0.00
20201120_09:00:59.80,99.9,99.9,999.9,001,0.73,0.73,0.39,1.11,45.00,1.46,0.00,0.39,1.51,90.00,1.46,-0.37,0.34,1.55,104.04,0.55,1.10,0.61,1.37,26.57,1.10,-0.37,0.69,1.34,108.43,-7.68,0.00,-0.64,7.70,270.00,0.73,-0.37,0.54,0.98,116.57,0.00,0.73,0.49,0.88,0.00,1.46,0.73,0.69,1.77,63.43,0.00,0.37,0.54,0.65,0.00
20201120_09:01:00.33,99.9,99.9,999.9,001,0.37,0.73,0.34,0.89,26.57,1.83,0.00,0.44,1.88,90.00,1.10,-0.37,0.29,1.19,108.43,0.73,1.10,0.64,1.46,33.69,1.10,-0.37,0.69,1.34,108.43,-7.68,0.00,-0.64,7.70,270.00,0.37,-0.37,0.49,0.71,135.00,0.00,0.73,0.49,0.88,0.00,1.46,0.73,0.69,1.77,63.43,0.00,0.73,0.49,0.88,0.00
20201120_09:01:00.85,99.9,99.9,999.9,001,0.37,0.73,0.34,0.89,26.57,1.83,0.00,0.44,1.88,90.00,1.10,0.00,0.34,1.15,90.00,1.46,0.73,0.69,1.77,63.43,1.10,1.46,0.83,2.01,36.87,-7.68,0.00,-0.64,7.70,270.00,0.37,-0.37,0.49,0.71,135.00,0.00,0.73,0.49,0.88,0.00,1.46,0.91,0.71,1.86,57.99,0.00,0.55,0.47,0.72,0.00
