Time,NodeID,PacketID,Temperature(degree C),Humidity(%),Pressure(hPa),Voltage(V),RSSI,Lat,Lon,Height(m),Distance(km),Sat,SNR,Speed(km/hr),Direction(degree),angle(degree)
2021/04/01 22:40:34.000000,2140,3,24.91,88.4,1005.7239059999999,1.5096774193548388,-96.0,0.0,0.0,0.0,13168.447369028749,0,9,0.0,0.0,0.0
2021/04/01 22:40:35.000000,2140,4,24.89,88.5,1005.7472650000001,1.5075268817204301,-96.0,23.18594,120.37668,78.23,235.35271598652722,4,10,0.46,0.0,0.01904481385500309
2021/04/01 22:40:36.000000,2140,5,24.86,88.6,1005.738281,1.5096774193548388,-97.0,23.18593,120.37667,78.67,235.3541909686961,4,9,0.28,0.0,0.019151810247641343
2021/04/01 22:40:37.000000,2140,6,24.85,88.6,1005.727265,1.5182795698924734,-98.0,23.18593,120.37667,79.05,235.3541909686961,4,9,0.26,0.0,0.01924431930252978
2021/04/01 22:40:38.000000,2140,7,24.83,88.6,1005.736093,1.5096774193548388,-100.0,23.18593,120.37667,80.18,235.3541909686961,4,9,0.2,0.0,0.01951941201778755
2021/04/01 22:40:39.000000,2140,8,24.82,88.6,1005.76625,1.513978494623656,-98.0,23.18593,120.37668,79.49,235.3536812223273,4,9,0.49,0.0,0.019351476962932677
2021/04/01 22:40:40.000000,2140,9,24.79,88.7,1005.7515619999999,1.513978494623656,-99.0,23.18593,120.37668,79.65,235.3536812223273,4,9,0.67,0.0,0.019390428228222564
2021/04/01 22:40:41.000000,2140,10,24.78,88.7,1005.737187,1.5075268817204301,-98.0,23.18593,120.37668,78.95,235.3536812223273,4,9,0.74,0.0,0.01922001644244746
2021/04/01 22:40:42.000000,2140,11,24.76,88.7,1005.732187,1.5096774193548388,-97.0,23.18593,120.37668,78.44,235.3536812223273,4,9,0.36,0.0,0.019095859284025588
2021/04/01 22:40:43.000000,2140,12,24.74,88.7,1005.710546,1.5075268817204301,-102.0,23.18594,120.37668,78.12,235.35271598652722,4,9,0.16,0.0,0.019018034750183092
2021/04/01 22:40:44.000000,2140,13,24.74,88.9,1005.730468,1.5118279569892472,-96.0,23.18594,120.37668,77.63,235.35271598652722,4,9,0.44,0.0,0.018898746010429596
2021/04/01 22:40:45.000000,2140,14,24.71,89.0,1005.7475,1.513978494623656,-93.0,23.18594,120.37668,76.86,235.35271598652722,4,9,0.42,0.0,0.018711292276200622
2021/04/01 22:40:46.000000,2140,15,24.7,89.1,1005.737031,1.5075268817204301,-106.0,23.18594,120.37668,76.36,235.35271598652722,4,9,0.36,0.0,0.01858956907194108
2021/04/01 22:40:47.000000,2140,16,24.68,89.1,1005.745156,1.5075268817204301,-95.0,23.18594,120.37668,76.03,235.35271598652722,4,9,0.18,0.0,0.01850923175703779
2021/04/01 22:40:48.000000,2140,17,24.66,89.2,1005.7525,1.5118279569892472,-98.0,23.18594,120.37668,75.92,235.35271598652722,4,9,0.19,0.0,0.018482452652053838
2021/04/01 22:40:49.000000,2140,18,24.66,89.1,1005.719218,1.5075268817204301,-94.0,23.18594,120.37668,75.94,235.35271598652722,4,9,0.47,0.0,0.018487321580233338
2021/04/01 22:40:50.000000,2140,19,24.62,89.2,1005.74875,1.5075268817204301,-94.0,23.18595,120.37668,74.73,235.35175075203276,5,9,0.08,0.0,0.018192826037767482
2021/04/01 22:40:51.000000,2140,20,24.62,89.2,1005.7236710000001,1.5075268817204301,-99.0,23.18595,120.37668,74.65,235.35175075203276,5,10,0.16,0.0,0.018173350245109215
2021/04/01 22:40:52.000000,2140,21,24.6,89.3,1005.7335929999999,1.5053763440860215,-109.0,23.18595,120.37668,74.87,235.35175075203276,5,7,0.19,0.0,0.018226908674909337
2021/04/01 22:40:53.000000,2140,22,24.58,89.2,1005.740625,1.5096774193548388,-103.0,23.18595,120.37668,74.93,235.35175075203276,5,9,0.24,0.0,0.018241515519394756
2021/04/01 22:40:54.000000,2140,23,24.57,89.3,1005.78,1.5075268817204301,-103.0,23.18595,120.37668,75.21,235.35175075203276,5,9,0.66,0.0,0.018309680793628654
2021/04/01 22:40:55.000000,2140,24,24.56,89.3,1005.707031,1.5053763440860215,-107.0,23.18596,120.37668,74.96,235.35078551884402,5,8,1.59,0.0,0.018248893784660644
2021/04/01 22:40:56.000000,2140,25,24.54,89.4,1005.709218,1.5053763440860215,-109.0,23.18595,120.37668,75.64,235.35175075203276,5,8,0.2,0.0,0.018414363178958306
2021/04/01 22:40:57.000000,2140,26,24.54,89.5,1005.7103119999999,1.5053763440860215,-103.0,23.18595,120.37668,76.39,235.35175075203276,5,9,0.15,0.0,0.01859694873447121
2021/04/01 22:40:58.000000,2140,27,24.54,89.7,1005.730312,1.5053763440860215,-104.0,23.18596,120.37668,74.95,235.35078551884402,5,8,0.09,0.0,0.018246459300595715
2021/04/01 22:40:59.000000,2140,28,24.51,89.9,1005.7010150000001,1.5053763440860215,-100.0,23.18596,120.37668,76.06,235.35078551884402,5,9,0.58,0.0,0.01851668703139913
2021/04/01 22:41:00.000000,2140,29,24.51,90.0,1005.7415619999999,1.5053763440860215,-98.0,23.18596,120.37668,75.83,235.35078551884402,5,9,0.32,0.0,0.01846069389805668
2021/04/01 22:41:01.000000,2140,30,24.5,90.1,1005.69875,1.5053763440860215,-97.0,23.18596,120.37668,76.45,235.35078551884402,5,9,0.37,0.0,0.018611631909594577
2021/04/01 22:41:02.000000,2140,31,24.5,90.2,1005.694531,1.5161290322580647,-102.0,23.18596,120.37668,75.64,235.35078551884402,5,9,0.35,0.0,0.018414438700921094
2021/04/01 22:41:03.000000,2140,32,24.48,90.2,1005.706093,1.5161290322580647,-104.0,23.18596,120.37668,75.33,235.35078551884402,5,9,1.33,0.0,0.018338969695016798
