Time,NodeID,PacketID,Temperature(degree C),Humidity(%),Pressure(hPa),Voltage(V),RSSI,Lat,Lon,Height(m),Distance(km),Sat,SNR,Speed(km/hr),Direction(degree),angle(degree)
2021/04/01 18:43:24.000000,401,0,26.8,84.2,1002.122031,1.4537634408602151,-111.0,0.0,0.0,0.0,13168.447369028749,0,6,0.0,0.0,0.0
2021/04/01 18:43:25.000000,401,1,26.79,84.1,1002.0973429999999,1.4559139784946238,-102.0,23.18596,120.37669,79.04,235.35027576960184,4,9,0.6,0.0,0.01924220495448818
2021/04/01 18:43:26.000000,401,2,26.79,84.1,1002.0909369999999,1.4688172043010752,-99.0,23.18596,120.37669,80.18,235.35027576960184,4,9,0.69,0.0,0.019519736735394484
2021/04/01 18:43:27.000000,401,3,26.78,84.0,1002.086093,1.4666666666666668,-96.0,23.18596,120.37669,80.48,235.35027576960184,4,9,0.42,0.0,0.019592771414428646
2021/04/01 18:43:28.000000,401,4,26.77,83.9,1002.112343,1.4580645161290322,-103.0,23.18596,120.37669,81.72,235.35027576960184,4,9,0.86,0.0,0.019894648087091737
2021/04/01 18:43:29.000000,401,5,26.77,83.8,1002.142656,1.4559139784946238,-94.0,23.18596,120.37668,83.43,235.35078551884402,4,9,0.47,0.0,0.020310901763105457
2021/04/01 18:43:30.000000,401,6,26.76,83.7,1002.135937,1.4559139784946238,-100.0,23.18596,120.37668,83.75,235.35078551884402,4,9,0.09,0.0,0.020388805251257837
2021/04/01 18:43:31.000000,401,7,26.75,83.6,1002.144531,1.4602150537634409,-97.0,23.18596,120.37667,84.62,235.35129527136738,4,9,0.21,0.0,0.020600560739991853
2021/04/01 18:43:32.000000,401,8,26.74,83.6,1002.109453,1.4602150537634409,-91.0,23.18597,120.37666,86.13,235.35083979939597,4,9,0.28,0.0,0.020968207605966523
2021/04/01 18:43:33.000000,401,9,26.72,83.6,1002.1109369999999,1.4559139784946238,-90.0,23.18596,120.37666,87.35,235.35180502717458,5,9,0.83,0.0,0.021265127370012033
2021/04/01 18:43:34.000000,401,10,26.72,83.6,1002.1245309999999,1.4559139784946238,-90.0,23.18596,120.37666,86.87,235.35180502717458,5,10,0.54,0.0,0.021148272645250123
2021/04/01 18:43:35.000000,401,11,26.69,83.7,1002.104453,1.4537634408602151,-93.0,23.18596,120.37667,85.6,235.35129527136738,5,9,0.74,0.0,0.02083913965460944
2021/04/01 18:43:36.000000,401,12,26.68,83.8,1002.130781,1.4602150537634409,-96.0,23.18596,120.37667,85.06,235.35129527136738,5,9,0.4,0.0,0.02070767780378657
2021/04/01 18:43:37.000000,401,13,26.67,83.8,1002.1139840000001,1.4580645161290322,-94.0,23.18596,120.37667,84.68,235.35129527136738,5,9,0.1,0.0,0.02061516761233599
2021/04/01 18:43:38.000000,401,14,26.64,84.0,1002.128906,1.4537634408602151,-92.0,23.18596,120.37667,85.44,235.35129527136738,5,9,0.17,0.0,0.02080018799512918
2021/04/01 18:43:39.000000,401,15,26.61,84.1,1002.125937,1.4666666666666668,-94.0,23.18596,120.37667,85.3,235.35129527136738,5,10,0.27,0.0,0.020766105293068177
2021/04/01 18:43:40.000000,401,16,26.62,84.3,1002.119062,1.4688172043010752,-93.0,23.18595,120.37667,84.8,235.35226050250463,5,9,0.46,0.0,0.020644296689896705
2021/04/01 18:43:41.000000,401,17,26.59,84.5,1002.096875,1.4688172043010752,-93.0,23.18595,120.37666,84.96,235.35277025626024,5,9,0.42,0.0,0.020683203391580664
2021/04/01 18:43:42.000000,401,18,26.58,84.6,1002.104687,1.4559139784946238,-92.0,23.18595,120.37666,85.0,235.35277025626024,5,9,0.45,0.0,0.020692941245438214
2021/04/01 18:43:43.000000,401,19,26.57,84.7,1002.131406,1.4559139784946238,-94.0,23.18596,120.37667,85.32,235.35129527136738,5,9,0.03,0.0,0.020770974250506363
2021/04/01 18:43:44.000000,401,20,26.56,84.9,1002.12875,1.4666666666666668,-94.0,23.18596,120.37667,85.05,235.35129527136738,5,9,0.28,0.0,0.020705243325065566
2021/04/01 18:43:45.000000,401,21,26.54,85.0,1002.127031,1.4559139784946238,-92.0,23.18596,120.37667,84.44,235.35129527136738,5,9,0.02,0.0,0.02055674012294337
2021/04/01 18:43:46.000000,401,22,26.54,85.2,1002.10375,1.4559139784946238,-93.0,23.18596,120.37667,84.69,235.35129527136738,5,9,0.16,0.0,0.020617602091059752
2021/04/01 18:43:47.000000,401,23,26.52,85.3,1002.130468,1.4666666666666668,-91.0,23.18596,120.37667,84.57,235.35129527136738,5,9,0.38,0.0,0.020588388346369686
2021/04/01 18:43:48.000000,401,24,26.49,85.4,1002.0924210000001,1.4666666666666668,-90.0,23.18596,120.37667,83.85,235.35129527136738,5,9,0.19,0.0,0.020413105878005027
2021/04/01 18:43:49.000000,401,25,26.5,85.5,1002.1504679999999,1.4666666666666668,-96.0,23.18596,120.37667,84.05,235.35129527136738,5,9,0.43,0.0,0.020461795452589235
2021/04/01 18:43:50.000000,401,26,26.48,85.6,1002.097031,1.4666666666666668,-94.0,23.18596,120.37667,83.78,235.35129527136738,5,9,0.27,0.0,0.020396064526893586
2021/04/01 18:43:51.000000,401,27,26.48,85.6,1002.1222650000001,1.4559139784946238,-92.0,23.18596,120.37667,83.6,235.35129527136738,5,10,0.23,0.0,0.020352243909733315
2021/04/01 18:43:52.000000,401,28,26.46,85.6,1002.130937,1.4537634408602151,-103.0,23.18596,120.37667,83.73,235.35129527136738,5,8,0.43,0.0,0.02038389213324035
2021/04/01 18:43:53.000000,401,29,26.44,85.6,1002.12914,1.4645161290322581,-106.0,23.18596,120.37667,83.26,235.35129527136738,5,8,0.28,0.0,0.020269471632810114
2021/04/01 18:43:54.000000,401,30,26.44,85.6,1002.097656,1.4666666666666668,-102.0,23.18596,120.37667,83.86,235.35129527136738,5,9,0.2,0.0,0.020415540356734936
2021/04/01 18:43:55.000000,401,31,26.43,85.6,1002.110781,1.4494623655913978,-96.0,23.18596,120.37667,84.04,235.35129527136738,5,9,0.12,0.0,0.020459360973860724
2021/04/01 18:43:56.000000,401,32,26.42,85.7,1002.1109369999999,1.4537634408602151,-100.0,23.18596,120.37667,83.67,235.35129527136738,5,9,0.29,0.0,0.02036928526085403
2021/04/01 18:43:57.000000,401,33,26.4,85.9,1002.079218,1.4645161290322581,-98.0,23.18596,120.37668,83.15,235.35078551884402,5,10,0.16,0.0,0.020242736210910512
2021/04/01 18:43:58.000000,401,34,26.39,86.1,1002.0825,1.4602150537634409,-100.0,23.18596,120.37668,83.31,235.35078551884402,5,9,0.11,0.0,0.020281687955028938
2021/04/01 18:43:59.000000,401,35,26.38,86.4,1002.0975,1.4645161290322581,-95.0,23.18596,120.37668,83.99,235.35078551884402,5,9,0.38,0.0,0.02044723286732266
2021/04/01 18:44:00.000000,401,36,26.38,86.5,1002.1039840000001,1.4623655913978495,-94.0,23.18596,120.37667,84.44,235.35129527136738,5,9,0.28,0.0,0.02055674012294337
2021/04/01 18:44:01.000000,401,37,26.38,86.6,1002.125625,1.4645161290322581,-94.0,23.18596,120.37667,84.37,235.35129527136738,5,9,0.19,0.0,0.02053969877186247
2021/04/01 18:44:02.000000,401,38,26.35,86.7,1002.138984,1.4602150537634409,-95.0,23.18596,120.37667,84.78,235.35129527136738,5,9,0.16,0.0,0.020639512399570268
2021/04/01 18:44:03.000000,401,39,26.35,86.8,1002.115625,1.4645161290322581,-93.0,23.18596,120.37666,86.77,235.35180502717458,6,9,0.21,0.0,0.021123927910902545
2021/04/01 18:44:04.000000,401,40,26.34,86.9,1002.115625,1.4494623655913978,-92.0,23.18596,120.37666,87.84,235.35180502717458,6,9,0.4,0.0,0.02138441656802401
2021/04/01 18:44:05.000000,401,41,26.33,87.0,1002.089062,1.4537634408602151,-93.0,23.18596,120.37666,87.7,235.35180502717458,6,10,0.24,0.0,0.02135033394003946
2021/04/01 18:44:06.000000,401,42,26.31,87.0,1002.090156,1.4537634408602151,-93.0,23.18596,120.37666,88.27,235.35180502717458,6,12,0.26,0.0,0.021489098925310396
2021/04/01 18:44:07.000000,401,43,26.31,87.0,1002.101796,1.4537634408602151,-94.0,23.18596,120.37666,88.76,235.35180502717458,6,9,0.37,0.0,0.02160838812297344
2021/04/01 18:44:08.000000,401,44,26.3,87.1,1002.128281,1.4537634408602151,-96.0,23.18596,120.37666,89.13,235.35180502717458,6,9,0.25,0.0,0.021698463639452065
2021/04/01 18:44:09.000000,401,45,26.3,87.3,1002.106796,1.4623655913978495,-93.0,23.18596,120.37666,89.01,235.35180502717458,6,9,0.09,0.0,0.021669249958443704
2021/04/01 18:44:10.000000,401,46,26.3,87.4,1002.114687,1.4645161290322581,-95.0,23.18596,120.37666,89.09,235.35180502717458,6,9,0.24,0.0,0.021688725745783864
2021/04/01 18:44:11.000000,401,47,26.31,87.5,1002.113515,1.4602150537634409,-95.0,23.18596,120.37666,88.9,235.35180502717458,6,9,0.24,0.0,0.0216424707508428
2021/04/01 18:44:12.000000,401,48,26.29,87.6,1002.138125,1.4645161290322581,-92.0,23.18596,120.37666,88.82,235.35180502717458,6,9,0.23,0.0,0.021622994963490752
2021/04/01 18:44:13.000000,401,49,26.28,87.8,1002.146406,1.4623655913978495,-96.0,23.18596,120.37666,88.88,235.35180502717458,6,9,0.29,0.0,0.021637601804005258
2021/04/01 18:44:14.000000,401,50,26.29,87.8,1002.1102340000001,1.4623655913978495,-96.0,23.18596,120.37666,88.64,235.35180502717458,6,9,0.17,0.0,0.02157917444193038
2021/04/01 18:44:15.000000,401,51,26.28,88.0,1002.117812,1.4623655913978495,-96.0,23.18596,120.37666,88.68,235.35180502717458,6,9,0.38,0.0,0.021588912335612647
2021/04/01 18:44:16.000000,401,52,26.28,88.1,1002.137656,1.4623655913978495,-99.0,23.18596,120.37666,88.54,235.35180502717458,6,9,0.29,0.0,0.021554829707719263
2021/04/01 18:44:17.000000,401,53,26.28,88.1,1002.129531,1.4537634408602151,-96.0,23.18596,120.37666,88.33,235.35180502717458,6,9,1.01,0.0,0.02150370576585059
2021/04/01 18:44:18.000000,401,54,26.27,88.2,1002.1278900000001,1.4516129032258065,-96.0,23.18596,120.37666,88.18,235.35180502717458,6,9,0.31,0.0,0.02146718866449486
2021/04/01 18:44:19.000000,401,55,26.27,88.4,1002.132343,1.4623655913978495,-96.0,23.18596,120.37666,88.09,235.35180502717458,6,9,0.04,0.0,0.021445278403673048
2021/04/01 18:44:20.000000,401,56,26.27,88.5,1002.139531,1.4623655913978495,-100.0,23.18596,120.37666,88.03,235.35180502717458,6,9,0.19,0.0,0.021430671563121683
2021/04/01 18:44:21.000000,401,57,26.25,88.6,1002.167031,1.4623655913978495,-100.0,23.18596,120.37666,87.86,235.35180502717458,7,9,0.73,0.0,0.02138928551487771
2021/04/01 18:44:22.000000,401,58,26.27,88.6,1002.153593,1.4602150537634409,-94.0,23.18596,120.37666,87.64,235.35180502717458,7,9,0.16,0.0,0.021335727099470028
2021/04/01 18:44:23.000000,401,59,26.27,88.6,1002.144375,1.4623655913978495,-94.0,23.18596,120.37666,87.56,235.35180502717458,7,9,0.6,0.0,0.0213162513120398
