Time,NodeID,PacketID,Temperature(degree C),Humidity(%),Pressure(hPa),Voltage(V),RSSI,Lat,Lon,Height(m),Distance(km),Sat,SNR,Speed(km/hr),Direction(degree),angle(degree)
2021/04/02 14:42:06.000000,2371,1,34.83,44.7,1004.219375,1.563440860215054,-74.0,0.0,0.0,0.0,13168.447369028749,0,9,0.0,0.0,0.0
2021/04/02 14:42:07.000000,2371,2,34.82,44.6,1004.214843,1.5612903225806454,-74.0,23.18592,120.37676,73.85,235.35056862306283,4,9,1.3,0.0,0.017978682621937976
2021/04/02 14:42:08.000000,2371,3,34.8,44.7,1004.227812,1.5612903225806454,-75.0,23.18593,120.37676,76.29,235.3496033695444,4,9,1.13,0.0,0.018572773454344254
2021/04/02 14:42:09.000000,2371,4,34.78,44.8,1004.232343,1.5612903225806454,-74.0,23.18592,120.37676,74.12,235.35056862306283,4,9,0.77,0.0,0.018044413752439443
2021/04/02 14:42:10.000000,2371,5,34.8,45.2,1004.262343,1.5612903225806454,-76.0,23.18592,120.37676,72.52,235.35056862306283,4,10,0.03,0.0,0.01765489594137297
2021/04/02 14:42:11.000000,2371,6,34.78,45.3,1004.245,1.5612903225806454,-75.0,23.18591,120.37676,69.64,235.35153387788674,4,9,0.75,0.0,0.016953694344351414
2021/04/02 14:42:12.000000,2371,7,34.74,45.1,1004.206562,1.5591397849462367,-78.0,23.18592,120.37675,70.94,235.35107834112063,4,9,0.35,0.0,0.017270209697833796
2021/04/02 14:42:13.000000,2371,8,34.74,45.0,1004.216562,1.5612903225806454,-76.0,23.18592,120.37676,71.61,235.35056862306283,4,9,1.21,0.0,0.017433357685598578
2021/04/02 14:42:14.000000,2371,9,34.75,45.0,1004.265781,1.5612903225806454,-77.0,23.18593,120.37675,72.59,235.35011308965375,4,9,0.35,0.0,0.01767197155067015
2021/04/02 14:42:15.000000,2371,10,34.73,45.0,1004.235625,1.5612903225806454,-78.0,23.18594,120.37674,72.27,235.34965756493526,4,9,0.59,0.0,0.017594101891211474
2021/04/02 14:42:16.000000,2371,11,34.71,45.0,1004.267968,1.5591397849462367,-79.0,23.18595,120.37673,72.88,235.3492020489093,4,9,0.48,0.0,0.017742640472476874
