Time,NodeID,PacketID,Temperature(degree C),Humidity(%),Pressure(hPa),Voltage(V),RSSI,Lat,Lon,Height(m),Distance(km),Sat,SNR,Speed(km/hr),Direction(degree),angle(degree)
2021/04/01 22:40:52.000000,2295,3,25.65,82.9,1004.268125,1.546236559139785,-93.0,23.18597,120.37669,76.33,235.3493105356685,5,9,0.22,0.0,0.01858253456080853
2021/04/01 22:40:53.000000,2295,4,25.64,83.0,1004.289765,1.541935483870968,-89.0,23.18596,120.37669,76.6,235.35027576960184,5,9,0.04,0.0,0.018648189560758494
2021/04/01 22:40:54.000000,2295,5,25.6,83.0,1004.233125,1.541935483870968,-91.0,23.18596,120.3767,77.17,235.34976602364358,5,9,1.2,0.0,0.01878699614309579
2021/04/01 22:40:55.000000,2295,6,25.58,83.2,1004.251093,1.5505376344086024,-95.0,23.18595,120.3767,77.8,235.3507312609354,5,9,0.25,0.0,0.018940291622907255
2021/04/01 22:40:56.000000,2295,7,25.55,83.4,1004.259531,1.5505376344086024,-98.0,23.18596,120.3767,76.77,235.34976602364358,6,10,1.3,0.0,0.018689616359205897
2021/04/01 22:40:57.000000,2295,8,25.54,83.7,1004.2365619999999,1.552688172043011,-84.0,23.18596,120.3767,77.71,235.34976602364358,6,10,0.47,0.0,0.01891845885117487
2021/04/01 22:40:58.000000,2295,9,25.54,84.5,1004.19914,1.5505376344086024,-83.0,23.18596,120.37669,78.61,235.35027576960184,6,9,1.19,0.0,0.019137521914086537
2021/04/01 22:40:59.000000,2295,10,25.53,85.7,1004.1738280000001,1.541935483870968,-89.0,23.18596,120.37669,77.92,235.35027576960184,6,9,0.82,0.0,0.01896954215131486
2021/04/01 22:41:00.000000,2295,11,25.53,86.5,1004.158593,1.541935483870968,-96.0,23.18596,120.37669,78.36,235.35027576960184,6,9,0.5,0.0,0.019076659681236098
2021/04/01 23:41:35.000000,2295,3,24.56,88.9,1003.935859,1.520430107526882,-87.0,23.18595,120.37667,85.11,235.35226050250463,4,9,0.34,0.0,0.020719765220756785
2021/04/01 23:41:36.000000,2295,4,24.56,89.0,1003.914765,1.520430107526882,-90.0,23.18595,120.37667,84.51,235.35226050250463,4,9,0.24,0.0,0.020573697096446616
2021/04/01 23:41:37.000000,2295,5,24.56,89.0,1003.966796,1.5182795698924734,-88.0,23.18596,120.37668,84.48,235.35078551884402,4,9,0.11,0.0,0.02056652258332285
2021/04/01 23:41:38.000000,2295,6,24.55,89.1,1003.9567179999999,1.5290322580645164,-87.0,23.18596,120.37667,83.5,235.35129527136738,4,9,0.68,0.0,0.020327899122411768
2021/04/01 23:41:39.000000,2295,7,24.55,89.1,1003.922968,1.5225806451612907,-88.0,23.18597,120.37667,82.04,235.3503300415372,4,9,0.12,0.0,0.019972547138691833
2021/04/01 23:41:40.000000,2295,8,24.53,89.1,1003.9254679999999,1.513978494623656,-91.0,23.18597,120.37667,80.65,235.3503300415372,4,9,0.52,0.0,0.019634153204870886
2021/04/01 23:41:41.000000,2295,9,24.54,89.2,1003.919921,1.5182795698924734,-89.0,23.18596,120.37667,79.65,235.35129527136738,4,9,0.18,0.0,0.01939062480503451
2021/04/01 23:41:42.000000,2295,10,24.53,89.1,1003.937656,1.5161290322580647,-94.0,23.18596,120.37667,78.92,235.35129527136738,4,10,0.4,0.0,0.01921290785535908
2021/04/01 23:41:43.000000,2295,11,24.52,89.1,1003.961718,1.531182795698925,-98.0,23.18597,120.37667,78.42,235.3503300415372,4,9,0.09,0.0,0.019091262214666276
2021/04/01 23:41:44.000000,2295,12,24.51,89.1,1003.948828,1.5268817204301077,-105.0,23.18597,120.37667,77.73,235.3503300415372,4,8,0.45,0.0,0.018923282490540743
