100,200,300,400,500,600,700,800,900,1000
Time,Temp.,Humin.,Pressure.,Az,H1_u,H1_v,H1_w,H1_ws,H1_wd,H2_u,H2_v,H2_w,H2_ws,H2_wd,H3_u,H3_v,H3_w,H3_ws,H3_wd,H4_u,H4_v,H4_w,H4_ws,H4_wd,H5_u,H5_v,H5_w,H5_ws,H5_wd,H6_u,H6_v,H6_w,H6_ws,H6_wd,H7_u,H7_v,H7_w,H7_ws,H7_wd,H8_u,H8_v,H8_w,H8_ws,H8_wd,H9_u,H9_v,H9_w,H9_ws,H9_wd,H10_u,H10_v,H10_w,H10_ws,H10_wd
20210401_13:20:10.41,99.9,99.9,999.9,001,1.83,0.37,0.00,1.86,258.69,4.75,0.37,0.29,4.77,265.60,2.56,0.37,0.59,2.65,261.87,-0.37,1.46,0.05,1.51,165.96,-5.48,-0.18,0.47,5.51,88.09,-4.75,1.83,-0.69,5.14,111.04,2.74,0.73,-0.86,2.96,255.07,5.12,-0.37,-1.32,5.30,274.09,-2.56,0.37,-0.29,2.60,98.13,-5.12,0.37,-1.42,5.32,94.09
20210401_13:20:10.94,99.9,99.9,999.9,001,1.83,1.46,-0.15,2.35,231.34,4.75,0.37,0.29,4.77,265.60,2.56,1.10,0.59,2.85,246.80,-0.37,1.46,0.05,1.51,165.96,-5.48,0.73,0.44,5.55,97.59,-2.19,1.83,-0.34,2.88,129.81,-0.37,0.73,-0.44,0.93,153.43,5.12,-0.00,-1.27,5.27,270.00,-2.56,0.37,-0.29,2.60,98.13,-5.12,0.37,-1.42,5.32,94.09
20210401_13:20:11.46,99.9,99.9,999.9,001,1.83,1.83,-0.20,2.59,225.00,4.75,0.37,0.29,4.77,265.60,2.56,1.10,0.59,2.85,246.80,-1.83,1.46,0.24,2.35,128.66,-4.02,-1.10,0.78,4.24,74.74,-2.19,1.46,-0.39,2.66,123.69,-0.37,1.10,-0.39,1.22,161.57,5.12,-0.00,-1.27,5.27,270.00,-2.56,0.37,-0.29,2.60,98.13,-5.12,0.37,-1.42,5.32,94.09
20210401_13:20:11.99,99.9,99.9,999.9,001,1.83,2.19,-0.24,2.87,219.81,4.75,-0.00,0.34,4.76,270.00,2.92,0.73,0.69,3.09,255.96,-1.83,1.46,0.24,2.35,128.66,-4.02,0.73,0.64,4.14,100.30,-2.19,0.37,-0.24,2.24,99.46,-0.37,1.10,-0.39,1.22,161.57,5.12,-0.00,-1.27,5.27,270.00,-2.56,0.37,-0.29,2.60,98.13,-5.12,0.37,-1.42,5.32,94.09
20210401_13:20:12.52,99.9,99.9,999.9,001,1.83,2.19,-0.24,2.87,219.81,3.66,-0.37,0.24,3.68,275.71,2.92,1.10,0.64,3.19,249.44,-1.83,1.46,0.24,2.35,128.66,-4.02,0.73,0.64,4.14,100.30,-2.19,0.37,-0.24,2.24,99.46,0.18,0.73,-0.37,0.84,194.04,5.12,-0.00,-1.27,5.27,270.00,-2.56,0.37,-0.29,2.60,98.13,-5.12,0.37,-1.42,5.32,94.09
20210401_13:20:13.05,99.9,99.9,999.9,001,1.83,2.19,-0.24,2.87,219.81,2.92,-0.37,0.34,2.97,277.13,3.29,1.10,0.69,3.53,251.57,-0.37,1.46,0.05,1.51,165.96,-4.02,0.73,0.64,4.14,100.30,-2.19,0.37,-0.24,2.24,99.46,0.18,0.91,-0.39,1.01,191.31,5.12,-0.00,-1.27,5.27,270.00,-2.56,0.37,-0.29,2.60,98.13,-5.12,0.37,-1.42,5.32,94.09
20210401_13:20:13.57,99.9,99.9,999.9,001,1.83,2.19,-0.24,2.87,219.81,2.56,-0.00,0.34,2.58,270.00,3.66,1.10,0.64,3.87,253.30,-0.37,1.46,0.05,1.51,165.96,-4.02,0.37,0.59,4.08,95.19,-2.19,0.37,-0.24,2.24,99.46,0.18,0.91,-0.39,1.01,191.31,5.12,-0.00,-1.27,5.27,270.00,-2.56,0.37,-0.29,2.60,98.13,-5.12,0.73,-1.47,5.37,98.13
20210401_13:20:14.10,99.9,99.9,999.9,001,1.83,1.46,-0.34,2.37,231.34,2.92,-0.00,0.29,2.94,270.00,3.66,1.10,0.64,3.87,253.30,-0.37,1.46,0.05,1.51,165.96,-4.02,0.37,0.59,4.08,95.19,-2.19,0.37,-0.24,2.24,99.46,0.18,0.91,-0.39,1.01,191.31,5.12,-0.18,-1.25,5.27,272.05,-2.56,0.37,-0.29,2.60,98.13,-5.12,0.73,-1.47,5.37,98.13
20210401_13:20:14.63,99.9,99.9,999.9,001,1.83,1.46,-0.34,2.37,231.34,2.56,-0.00,0.34,2.58,270.00,3.29,1.10,0.59,3.52,251.57,-1.83,1.83,0.20,2.59,135.00,-2.38,0.37,0.37,2.43,98.75,-2.19,1.10,-0.34,2.48,116.57,0.18,1.10,-0.32,1.16,189.46,1.83,-0.18,-0.81,2.01,275.71,-2.56,0.37,-0.29,2.60,98.13,-5.12,0.73,-1.47,5.37,98.13
20210401_13:20:15.15,99.9,99.9,999.9,001,1.83,1.46,-0.34,2.37,231.34,0.73,-0.00,0.20,0.76,270.00,3.29,0.73,0.54,3.41,257.47,-1.83,1.83,0.20,2.59,135.00,-0.73,0.37,0.15,0.83,116.57,-1.83,1.10,-0.29,2.15,120.96,0.18,0.73,-0.37,0.84,194.04,-1.46,-0.18,-0.37,1.52,82.87,-2.56,0.37,-0.29,2.60,98.13,-5.12,0.91,-1.40,5.38,100.12
20210401_13:20:15.68,99.9,99.9,999.9,001,0.73,1.10,-0.24,1.34,213.69,2.56,-0.37,0.49,2.63,278.13,3.29,0.73,0.54,3.41,257.47,-1.83,1.83,0.20,2.59,135.00,-0.55,0.37,0.12,0.67,123.69,-1.83,0.37,-0.20,1.87,101.31,0.73,0.73,-0.20,1.05,225.00,-1.46,-0.00,-0.39,1.51,90.00,-1.10,0.73,-0.44,1.39,123.69,-5.12,-0.00,-1.37,5.30,90.00
20210401_13:20:16.21,99.9,99.9,999.9,001,-0.37,1.46,-0.44,1.57,165.96,2.92,-0.37,0.44,2.98,277.13,2.92,0.73,0.49,3.05,255.96,-1.83,1.46,0.24,2.35,128.66,-0.73,0.37,0.15,0.83,116.57,-1.46,0.37,-0.15,1.51,104.04,0.73,0.37,-0.24,0.85,243.43,-1.46,0.37,-0.34,1.55,104.04,-1.28,0.73,-0.42,1.53,119.74,-6.58,0.37,-1.13,6.69,93.18
20210401_13:20:16.73,99.9,99.9,999.9,001,-0.00,1.10,-0.34,1.15,180.00,2.56,0.37,0.39,2.61,261.87,2.92,0.73,0.49,3.05,255.96,-1.10,1.46,0.15,1.83,143.13,-0.73,0.37,0.15,0.83,116.57,-1.46,0.37,-0.15,1.51,104.04,0.73,-0.00,-0.20,0.76,270.00,-1.46,0.73,-0.39,1.68,116.57,-0.18,0.73,-0.27,0.80,165.96,-6.58,0.37,-1.13,6.69,93.18
20210401_13:20:17.26,99.9,99.9,999.9,001,-0.00,0.37,-0.24,0.44,180.00,2.92,0.37,0.34,2.97,262.87,2.19,0.73,0.39,2.34,251.57,-1.10,1.46,0.15,1.83,143.13,-0.73,-0.00,0.20,0.76,90.00,-1.46,0.73,-0.10,1.64,116.57,0.73,-0.37,-0.24,0.85,296.57,-1.46,-0.00,-0.39,1.51,90.00,-0.18,0.18,-0.20,0.32,135.00,-6.58,0.37,-1.13,6.69,93.18
20210401_13:20:17.79,99.9,99.9,999.9,001,-0.00,0.18,-0.22,0.29,180.00,2.92,0.73,0.39,3.04,255.96,1.46,0.73,0.29,1.66,243.43,-0.37,0.73,0.05,0.82,153.43,-0.37,-0.00,0.24,0.44,90.00,-0.73,0.73,-0.00,1.03,135.00,0.73,0.37,-0.24,0.85,243.43,0.37,-0.00,-0.15,0.39,270.00,-0.00,0.73,-0.29,0.79,180.00,-6.58,0.37,-1.13,6.69,93.18
20210401_13:20:18.32,99.9,99.9,999.9,001,-0.00,-0.00,-0.20,0.20,0.00,2.56,0.37,0.29,2.60,261.87,1.10,0.73,0.34,1.36,236.31,-0.73,0.73,0.20,1.05,135.00,-0.37,-0.00,0.24,0.44,90.00,-0.55,0.73,0.02,0.91,143.13,1.83,-0.00,-0.15,1.83,270.00,-0.00,-0.00,-0.20,0.20,0.00,0.37,0.73,-0.24,0.85,206.57,-5.85,0.37,-1.22,5.99,93.58
20210401_13:20:18.84,99.9,99.9,999.9,001,0.37,-0.00,-0.15,0.39,270.00,2.19,0.37,0.34,2.25,260.54,1.10,0.73,0.34,1.36,236.31,-0.73,0.73,0.20,1.05,135.00,-0.37,-0.00,0.24,0.44,90.00,-0.37,0.37,-0.00,0.52,135.00,0.91,-0.37,-0.07,0.99,291.80,0.37,-0.00,-0.15,0.39,270.00,0.73,0.73,-0.29,1.07,225.00,-5.85,-0.00,-1.18,5.97,90.00
20210401_13:20:19.37,99.9,99.9,999.9,001,0.37,0.37,-0.20,0.55,225.00,2.19,0.37,0.44,2.27,260.54,1.10,0.37,0.39,1.22,251.57,-0.00,0.73,0.10,0.74,180.00,-0.00,-0.00,0.20,0.20,0.00,-0.37,0.73,0.05,0.82,153.43,0.91,-0.00,-0.02,0.91,270.00,0.37,-0.00,-0.15,0.39,270.00,-0.00,0.73,-0.29,0.79,180.00,0.37,-0.00,-0.24,0.44,270.00
20210401_13:20:19.90,99.9,99.9,999.9,001,0.37,0.37,-0.20,0.55,225.00,2.19,0.37,0.44,2.27,260.54,1.10,0.37,0.39,1.22,251.57,-0.00,0.73,0.10,0.74,180.00,-0.00,-0.00,0.20,0.20,0.00,-0.37,0.73,0.05,0.82,153.43,1.10,-0.00,-0.05,1.10,270.00,-0.00,-0.00,-0.10,0.10,0.00,-0.00,-0.00,-0.20,0.20,0.00,0.37,-0.00,-0.24,0.44,270.00
20210401_13:20:20.42,99.9,99.9,999.9,001,0.37,-0.00,-0.15,0.39,270.00,2.19,0.37,0.44,2.27,260.54,1.10,0.37,0.39,1.22,251.57,-0.00,0.73,0.10,0.74,180.00,-0.55,-0.00,0.12,0.56,90.00,-0.37,0.73,0.05,0.82,153.43,1.10,-0.00,-0.05,1.10,270.00,-0.00,0.37,-0.05,0.37,180.00,-0.00,-0.00,-0.20,0.20,0.00,0.37,-0.00,-0.24,0.44,270.00
20210401_13:20:20.95,99.9,99.9,999.9,001,0.73,0.37,-0.15,0.83,243.43,2.19,-0.00,0.39,2.23,270.00,1.10,0.37,0.39,1.22,251.57,-0.00,0.73,0.10,0.74,180.00,-1.46,0.37,0.15,1.51,104.04,-0.37,0.37,-0.00,0.52,135.00,1.10,-0.00,-0.05,1.10,270.00,-0.00,-0.00,-0.10,0.10,0.00,-0.37,-0.00,-0.15,0.39,90.00,0.37,-0.00,-0.24,0.44,270.00
20210401_13:20:21.48,99.9,99.9,999.9,001,0.73,0.37,-0.15,0.83,243.43,2.19,-0.00,0.39,2.23,270.00,0.73,0.37,0.44,0.93,243.43,-0.00,0.37,0.15,0.39,180.00,-1.10,0.37,0.10,1.16,108.43,-0.37,0.37,-0.00,0.52,135.00,1.10,-0.00,-0.05,1.10,270.00,-0.00,-0.00,-0.10,0.10,0.00,0.37,-0.00,-0.24,0.44,270.00,0.37,-0.00,-0.24,0.44,270.00
20210401_13:20:22.00,99.9,99.9,999.9,001,0.73,0.37,-0.15,0.83,243.43,1.83,-0.00,0.44,1.88,270.00,0.73,0.37,0.44,0.93,243.43,0.37,0.37,0.10,0.53,225.00,-1.10,-0.00,0.05,1.10,90.00,-0.37,0.37,-0.00,0.52,135.00,1.10,-0.00,-0.05,1.10,270.00,-0.00,-0.00,-0.10,0.10,0.00,0.73,-0.00,-0.20,0.76,270.00,0.37,-0.00,-0.24,0.44,270.00
20210401_13:20:22.53,99.9,99.9,999.9,001,0.73,0.18,-0.17,0.77,255.96,1.83,-0.37,0.49,1.93,281.31,0.73,0.37,0.44,0.93,243.43,-0.00,0.37,0.15,0.39,180.00,-1.10,0.37,0.10,1.16,108.43,-0.37,-0.00,0.05,0.37,90.00,1.10,-0.00,-0.05,1.10,270.00,-0.00,0.37,-0.15,0.39,180.00,0.73,0.37,-0.24,0.85,243.43,0.37,-0.37,-0.20,0.55,315.00
20210401_13:20:23.06,99.9,99.9,999.9,001,0.73,0.18,-0.17,0.77,255.96,2.56,-0.37,0.59,2.65,278.13,1.10,-0.00,0.34,1.15,270.00,-0.91,0.37,0.27,1.02,111.80,-1.28,0.37,0.07,1.33,105.95,0.18,-0.00,0.12,0.22,270.00,1.10,-0.00,-0.05,1.10,270.00,-0.00,0.37,-0.15,0.39,180.00,0.73,-0.00,-0.20,0.76,270.00,0.37,-0.37,-0.20,0.55,315.00
20210401_13:20:23.59,99.9,99.9,999.9,001,0.18,0.18,-0.29,0.39,225.00,2.56,-0.37,0.59,2.65,278.13,1.10,-0.00,0.34,1.15,270.00,-0.00,0.37,0.15,0.39,180.00,-1.64,0.37,0.12,1.69,102.53,0.73,-0.00,0.20,0.76,270.00,1.10,-0.00,-0.05,1.10,270.00,0.73,0.37,-0.05,0.82,243.43,0.55,-0.00,-0.22,0.59,270.00,0.37,-0.37,-0.20,0.55,315.00
20210401_13:20:24.11,99.9,99.9,999.9,001,-0.55,-0.18,-0.34,0.67,71.57,2.56,-0.37,0.59,2.65,278.13,0.73,0.37,0.44,0.93,243.43,-0.00,0.37,0.15,0.39,180.00,-2.01,-0.00,0.22,2.02,90.00,0.73,-0.00,0.20,0.76,270.00,1.10,-0.00,-0.05,1.10,270.00,0.73,0.37,-0.05,0.82,243.43,-0.73,-0.00,-0.10,0.74,90.00,0.37,-0.37,-0.20,0.55,315.00
20210401_13:20:24.64,99.9,99.9,999.9,001,-0.55,-0.00,-0.32,0.63,90.00,3.66,-0.37,0.73,3.75,275.71,0.73,0.37,0.44,0.93,243.43,-0.00,0.37,0.15,0.39,180.00,-2.01,-0.00,0.12,2.01,90.00,0.73,-0.00,0.20,0.76,270.00,1.10,-0.00,-0.05,1.10,270.00,0.73,0.37,-0.05,0.82,243.43,-0.18,-0.00,-0.17,0.25,90.00,0.37,-0.00,-0.24,0.44,270.00
20210401_13:20:25.17,99.9,99.9,999.9,001,-0.73,-0.00,-0.29,0.79,90.00,3.29,-0.37,0.69,3.38,276.34,-0.00,0.73,0.39,0.83,180.00,-0.37,0.37,0.20,0.55,135.00,-1.64,-0.37,0.12,1.69,77.47,0.73,-0.00,0.20,0.76,270.00,-0.00,-0.00,0.10,0.10,0.00,0.73,0.37,-0.05,0.82,243.43,0.55,0.37,-0.32,0.73,236.31,0.37,-0.37,-0.20,0.55,315.00
20210401_13:20:25.69,99.9,99.9,999.9,001,-0.73,-0.37,-0.24,0.85,63.43,1.46,-0.37,0.44,1.57,284.04,-0.73,-0.00,0.29,0.79,90.00,-0.00,1.10,0.24,1.12,180.00,-1.83,-0.00,0.05,1.83,90.00,0.73,-0.00,0.20,0.76,270.00,-1.10,-0.00,-0.15,1.11,90.00,0.73,0.37,-0.05,0.82,243.43,-7.31,0.37,-1.32,7.44,92.86,-0.55,-0.37,-0.27,0.71,56.31
20210401_13:20:26.22,99.9,99.9,999.9,001,-0.91,-0.37,0.02,0.98,68.20,1.83,-0.00,0.54,1.91,270.00,-0.00,0.37,0.24,0.44,180.00,-0.00,1.10,0.24,1.12,180.00,-0.00,-0.00,0.29,0.29,0.00,-0.00,-0.00,-0.00,0.00,0.00,-0.18,-0.37,-0.07,0.42,26.57,-1.10,-0.00,-0.34,1.15,90.00,-7.31,0.37,-1.32,7.44,92.86,-0.55,-0.73,-0.32,0.97,36.87
20210401_13:20:26.75,99.9,99.9,999.9,001,-0.00,-0.00,0.10,0.10,0.00,2.19,-0.37,0.44,2.27,279.46,-0.00,0.37,0.24,0.44,180.00,-0.37,0.73,0.24,0.85,153.43,0.37,-0.37,0.29,0.59,315.00,0.37,-0.00,0.05,0.37,270.00,0.73,-0.37,-0.15,0.83,296.57,-0.91,0.37,-0.27,1.02,111.80,-7.31,-0.00,-1.37,7.44,90.00,-0.73,-0.73,-0.29,1.07,45.00
20210401_13:20:27.27,99.9,99.9,999.9,001,-0.37,-0.00,0.05,0.37,90.00,2.56,-0.00,0.44,2.60,270.00,0.37,1.10,0.29,1.19,198.43,-0.55,0.73,0.22,0.94,143.13,-0.18,-0.00,0.17,0.25,90.00,-0.00,-0.00,0.10,0.10,0.00,0.37,-0.37,-0.20,0.55,315.00,-0.73,0.37,-0.29,0.87,116.57,-7.31,-0.00,-1.37,7.44,90.00,-0.73,-0.37,-0.24,0.85,63.43
20210401_13:20:27.80,99.9,99.9,999.9,001,-0.37,-0.00,0.05,0.37,90.00,2.19,-0.37,0.34,2.25,279.46,-0.00,1.10,0.34,1.15,180.00,-0.37,1.10,0.29,1.19,161.57,-0.73,-0.00,0.10,0.74,90.00,-0.37,-0.00,0.05,0.37,90.00,0.37,-0.37,-0.20,0.55,315.00,-0.73,0.37,-0.29,0.87,116.57,-7.31,-0.37,-1.32,7.44,87.14,-0.73,-0.18,-0.22,0.79,75.96
20210401_13:20:28.33,99.9,99.9,999.9,001,-0.37,-0.00,0.05,0.37,90.00,2.19,-0.00,0.39,2.23,270.00,-0.00,1.10,0.34,1.15,180.00,-0.73,0.73,0.29,1.07,135.00,-1.10,-0.00,0.05,1.10,90.00,0.73,-0.00,-0.10,0.74,270.00,0.37,-0.37,-0.20,0.55,315.00,-0.73,-0.00,-0.20,0.76,90.00,-3.11,-0.00,-0.71,3.19,90.00,-0.73,-0.18,-0.22,0.79,75.96
20210401_13:20:28.86,99.9,99.9,999.9,001,-0.37,-0.00,0.15,0.39,90.00,2.19,-0.73,0.29,2.33,288.43,-0.37,1.83,0.49,1.93,168.69,-0.37,3.66,0.73,3.75,174.29,-0.00,-0.91,-0.22,0.94,0.00,0.73,-0.18,-0.12,0.76,284.04,-0.73,-0.37,-0.15,0.83,63.43,-0.73,0.37,-0.15,0.83,116.57,-3.11,-0.37,-0.76,3.22,83.29,-0.73,-0.00,-0.29,0.79,90.00
20210401_13:20:29.38,99.9,99.9,999.9,001,-0.37,-0.00,0.15,0.39,90.00,1.83,-0.73,0.24,1.98,291.80,-0.37,2.56,0.59,2.65,171.87,-0.37,3.84,0.76,3.93,174.56,-0.00,-1.83,-0.34,1.86,0.00,0.73,0.73,-0.10,1.04,225.00,0.37,-0.73,-0.24,0.85,333.43,-0.73,0.18,-0.17,0.77,104.04,-3.11,-1.10,-0.86,3.40,70.56,-0.73,-0.00,-0.29,0.79,90.00
20210401_13:20:29.91,99.9,99.9,999.9,001,-0.37,-0.00,0.15,0.39,90.00,1.83,-0.73,0.24,1.98,291.80,-0.37,2.56,0.59,2.65,171.87,-0.37,4.02,0.69,4.10,174.81,0.37,-1.83,-0.39,1.90,348.69,0.73,0.73,-0.10,1.04,225.00,0.37,-1.10,-0.29,1.19,341.57,-0.73,-0.37,-0.24,0.85,63.43,-3.11,-1.10,-0.86,3.40,70.56,-0.73,-0.00,-0.29,0.79,90.00
20210401_13:20:30.44,99.9,99.9,999.9,001,-0.37,-0.00,0.15,0.39,90.00,1.83,0.91,0.37,2.08,243.43,-0.37,2.56,0.59,2.65,171.87,-0.00,4.02,0.64,4.07,180.00,0.37,-1.83,-0.39,1.90,348.69,0.73,0.73,-0.10,1.04,225.00,0.37,-1.10,-0.29,1.19,341.57,-1.10,-0.73,-0.15,1.33,56.31,0.37,-1.10,-0.29,1.19,341.57,-0.73,-0.00,-0.29,0.79,90.00
20210401_13:20:30.96,99.9,99.9,999.9,001,0.55,0.37,-0.02,0.66,236.31,1.83,2.92,0.64,3.51,212.01,-0.00,2.56,0.54,2.61,180.00,-0.00,1.64,0.22,1.66,180.00,0.37,-1.83,-0.39,1.90,348.69,0.73,1.83,0.05,1.97,201.80,0.73,-1.10,-0.24,1.34,326.31,-1.10,-0.37,-0.20,1.17,71.57,7.13,-1.10,-1.15,7.30,278.75,-0.37,-0.00,-0.24,0.44,90.00
20210401_13:20:31.49,99.9,99.9,999.9,001,0.37,0.37,-0.05,0.52,225.00,1.83,1.64,0.47,2.50,228.01,-0.00,2.56,0.54,2.61,180.00,-0.37,1.64,0.27,1.71,167.47,-0.00,-1.83,-0.34,1.86,0.00,0.37,1.83,0.20,1.87,191.31,0.37,-1.10,-0.29,1.19,341.57,-0.73,-0.37,-0.15,0.83,63.43,6.94,-1.10,-1.18,7.13,278.97,-0.37,-0.00,-0.24,0.44,90.00
20210401_13:20:32.02,99.9,99.9,999.9,001,0.18,-0.00,-0.02,0.18,270.00,1.83,2.56,0.59,3.20,215.54,-0.37,1.83,0.49,1.93,168.69,-0.73,1.64,0.42,1.85,156.04,-0.00,-1.83,-0.34,1.86,0.00,-0.00,2.19,0.10,2.20,180.00,0.37,-0.73,-0.34,0.89,333.43,-0.55,-0.73,-0.12,0.92,36.87,3.66,-1.10,-0.73,3.89,286.70,-0.00,-1.10,-0.44,1.18,0.00
20210401_13:20:32.54,99.9,99.9,999.9,001,0.18,-0.00,-0.02,0.18,270.00,1.83,2.56,0.59,3.20,215.54,-0.37,1.10,0.39,1.22,161.57,-0.91,1.64,0.44,1.93,150.95,-0.00,-1.83,-0.34,1.86,0.00,0.73,2.19,0.10,2.31,198.43,0.73,-1.10,-0.24,1.34,326.31,-0.37,-0.73,-0.05,0.82,26.57,3.66,-1.10,-0.73,3.89,286.70,-0.00,-1.10,-0.44,1.18,0.00
20210401_13:20:33.07,99.9,99.9,999.9,001,0.18,-0.00,-0.02,0.18,270.00,1.83,2.56,0.59,3.20,215.54,-0.37,0.73,0.44,0.93,153.43,-0.55,-1.10,0.12,1.23,26.57,-0.00,-1.10,-0.44,1.18,0.00,0.73,2.19,0.10,2.31,198.43,0.73,-1.10,-0.24,1.34,326.31,-0.37,-0.73,-0.05,0.82,26.57,3.66,-1.10,-0.73,3.89,286.70,0.37,-1.10,-0.39,1.22,341.57
20210401_13:20:33.60,99.9,99.9,999.9,001,0.18,0.37,-0.07,0.42,206.57,2.19,2.92,0.49,3.69,216.87,-0.37,0.73,0.44,0.93,153.43,-0.73,-1.10,0.15,1.33,33.69,1.10,-1.10,-0.29,1.58,315.00,0.73,2.19,0.20,2.32,198.43,0.73,-1.10,-0.24,1.34,326.31,-0.37,-0.73,-0.05,0.82,26.57,3.66,-1.10,-0.73,3.89,286.70,0.73,-1.10,-0.34,1.36,326.31
20210401_13:20:34.13,99.9,99.9,999.9,001,0.18,0.37,-0.07,0.42,206.57,2.19,2.92,0.49,3.69,216.87,-0.37,0.73,0.44,0.93,153.43,-0.73,-1.10,0.15,1.33,33.69,1.10,-1.10,-0.29,1.58,315.00,1.10,2.19,0.15,2.46,206.57,0.73,-1.10,-0.24,1.34,326.31,-0.37,-0.73,-0.05,0.82,26.57,3.66,-1.10,-0.73,3.89,286.70,0.73,-1.46,-0.29,1.66,333.43
20210401_13:20:34.65,99.9,99.9,999.9,001,0.18,0.37,-0.07,0.42,206.57,2.19,2.92,0.49,3.69,216.87,-0.00,1.10,0.34,1.15,180.00,-1.10,-1.10,0.10,1.55,45.00,1.46,-1.10,-0.24,1.84,306.87,1.10,2.19,0.15,2.46,206.57,-0.00,-0.73,-0.20,0.76,0.00,-0.00,-0.73,-0.00,0.73,0.00,3.66,-1.10,-0.73,3.89,286.70,0.73,-1.46,-0.29,1.66,333.43
20210401_13:20:35.18,99.9,99.9,999.9,001,0.18,1.10,-0.17,1.12,189.46,1.83,1.46,0.24,2.35,231.34,-0.00,0.73,0.39,0.83,180.00,-1.10,-1.10,0.10,1.55,45.00,1.10,-1.10,-0.29,1.58,315.00,1.10,2.19,0.15,2.46,206.57,-0.00,-1.10,-0.15,1.11,0.00,-0.00,-0.73,-0.00,0.73,0.00,4.02,-1.10,-0.69,4.22,285.26,0.73,-1.46,-0.29,1.66,333.43
20210401_13:20:35.71,99.9,99.9,999.9,001,0.73,0.37,-0.15,0.83,243.43,1.46,1.46,0.20,2.08,225.00,-0.73,0.37,0.34,0.89,116.57,-1.10,-1.10,0.10,1.55,45.00,1.10,-1.10,-0.29,1.58,315.00,1.10,2.19,0.15,2.46,206.57,-0.00,-0.73,-0.20,0.76,0.00,0.18,-0.73,-0.02,0.75,345.96,2.19,-1.10,-0.44,2.49,296.57,0.73,-1.46,-0.29,1.66,333.43
20210401_13:20:36.23,99.9,99.9,999.9,001,0.73,0.73,-0.20,1.05,225.00,0.73,1.46,0.10,1.64,206.57,-0.73,0.73,0.29,1.07,135.00,-2.01,4.02,0.81,4.57,153.43,1.46,-1.10,-0.34,1.86,306.87,1.10,2.01,0.17,2.30,208.61,-0.00,-0.73,-0.20,0.76,0.00,0.18,-0.73,-0.02,0.75,345.96,1.46,-1.10,-0.34,1.86,306.87,0.73,-1.10,-0.34,1.36,326.31
20210401_13:20:36.76,99.9,99.9,999.9,001,0.73,0.73,-0.20,1.05,225.00,1.46,2.19,0.29,2.65,213.69,-1.10,0.73,0.34,1.36,123.69,-3.29,4.02,0.98,5.29,140.71,1.46,-1.10,-0.34,1.86,306.87,1.28,2.01,0.15,2.39,212.47,-0.00,-0.73,-0.20,0.76,0.00,0.18,-0.73,-0.02,0.75,345.96,1.46,-1.46,-0.29,2.09,315.00,0.73,-1.46,-0.29,1.66,333.43
20210401_13:20:37.29,99.9,99.9,999.9,001,0.73,1.46,-0.29,1.66,206.57,1.46,1.10,0.15,1.83,233.13,-1.10,0.73,0.44,1.39,123.69,-3.29,4.39,0.93,5.56,143.13,1.46,1.83,0.05,2.34,218.66,1.28,1.83,0.17,2.24,214.99,-0.00,-1.10,-0.15,1.11,0.00,-0.00,-0.73,-0.00,0.73,0.00,2.19,-1.46,-0.39,2.66,303.69,0.73,0.37,-0.54,0.98,243.43
20210401_13:20:37.81,99.9,99.9,999.9,001,0.37,1.46,-0.34,1.55,194.04,1.83,1.46,0.15,2.35,231.34,-0.37,-0.73,0.05,0.82,26.57,-2.19,4.39,0.78,4.97,153.43,2.01,2.19,-0.07,2.98,222.51,1.46,0.73,-0.00,1.63,243.43,-0.00,0.18,-0.02,0.18,180.00,-0.00,-1.46,-0.10,1.47,0.00,2.19,-1.46,-0.39,2.66,303.69,0.73,0.37,-0.54,0.98,243.43
20210401_13:20:38.34,99.9,99.9,999.9,001,0.37,1.46,-0.34,1.55,194.04,1.83,1.46,0.15,2.35,231.34,-1.10,-0.73,0.15,1.33,56.31,-2.19,5.48,0.64,5.94,158.20,2.56,2.19,-0.15,3.37,229.40,1.46,0.73,-0.00,1.63,243.43,0.37,0.37,-0.00,0.52,225.00,-0.00,-1.46,-0.10,1.47,0.00,2.19,-1.10,-0.44,2.49,296.57,7.68,0.55,-1.44,7.83,265.91
20210401_13:20:38.87,99.9,99.9,999.9,001,0.73,1.46,-0.29,1.66,206.57,1.83,1.46,0.15,2.35,231.34,-0.00,-0.37,0.05,0.37,0.00,-1.10,5.48,0.49,5.61,168.69,2.01,2.19,-0.07,2.98,222.51,1.46,0.73,-0.00,1.63,243.43,1.10,0.37,-0.10,1.16,251.57,-0.00,-1.10,-0.05,1.10,0.00,2.19,-1.10,-0.44,2.49,296.57,7.68,0.37,-1.47,7.82,267.27
20210401_13:20:39.39,99.9,99.9,999.9,001,0.73,1.46,-0.29,1.66,206.57,1.83,1.46,0.15,2.35,231.34,-0.00,-0.37,0.05,0.37,0.00,-2.19,5.48,0.54,5.93,158.20,1.28,2.01,0.05,2.38,212.47,1.46,0.73,-0.00,1.63,243.43,1.10,0.37,-0.10,1.16,251.57,-0.00,-1.10,-0.05,1.10,0.00,2.19,-1.10,-0.44,2.49,296.57,7.68,0.37,-1.47,7.82,267.27
