100,200,300,400,500,600,700,800,900,1000
Time,Temp.,Humin.,Pressure.,Az,H1_u,H1_v,H1_w,H1_ws,H1_wd,H2_u,H2_v,H2_w,H2_ws,H2_wd,H3_u,H3_v,H3_w,H3_ws,H3_wd,H4_u,H4_v,H4_w,H4_ws,H4_wd,H5_u,H5_v,H5_w,H5_ws,H5_wd,H6_u,H6_v,H6_w,H6_ws,H6_wd,H7_u,H7_v,H7_w,H7_ws,H7_wd,H8_u,H8_v,H8_w,H8_ws,H8_wd,H9_u,H9_v,H9_w,H9_ws,H9_wd,H10_u,H10_v,H10_w,H10_ws,H10_wd
20210401_13:03:20.78,99.9,99.9,999.9,001,2.56,-0.73,-2.20,3.46,285.95,-1.10,-9.87,-1.67,10.07,6.34,-4.02,6.21,0.20,7.40,147.09,-6.58,6.40,0.81,9.21,134.19,-2.01,4.75,0.76,5.22,157.07,-6.94,14.99,1.08,16.55,155.14,-5.48,-2.92,-1.42,6.37,61.93,1.10,5.85,-1.32,6.10,190.62,-2.56,-5.85,-3.09,7.09,23.63,-1.46,10.23,-1.18,10.41,171.87
20210401_13:03:21.31,99.9,99.9,999.9,001,2.56,-0.73,-2.20,3.46,285.95,-1.10,-9.87,-1.67,10.07,6.34,-4.02,6.21,0.20,7.40,147.09,-6.94,5.48,0.98,8.90,128.29,-2.56,4.75,0.69,5.44,151.70,-6.94,14.99,1.08,16.55,155.14,-5.48,-2.92,-1.42,6.37,61.93,1.10,5.85,-1.32,6.10,190.62,-2.56,-5.85,-3.09,7.09,23.63,-1.46,10.23,-1.18,10.41,171.87
20210401_13:03:21.84,99.9,99.9,999.9,001,2.56,-0.73,-2.20,3.46,285.95,-2.19,-9.87,-1.52,10.22,12.53,-4.02,6.21,0.20,7.40,147.09,-5.85,5.48,1.13,8.10,133.15,-2.92,4.75,0.64,5.62,148.39,-6.94,14.99,1.08,16.55,155.14,-5.48,-2.92,-1.42,6.37,61.93,1.10,5.85,-1.32,6.10,190.62,-2.56,-5.85,-3.09,7.09,23.63,-1.46,10.23,-1.18,10.41,171.87
20210401_13:03:22.36,99.9,99.9,999.9,001,2.56,-0.73,-2.20,3.46,285.95,-3.29,-9.87,-1.67,10.54,18.43,-4.02,5.48,0.29,6.81,143.75,-5.85,5.48,1.13,8.10,133.15,-3.11,4.75,0.61,5.71,146.82,-6.94,14.99,1.08,16.55,155.14,-5.48,-2.92,-1.42,6.37,61.93,1.10,5.85,-1.32,6.10,190.62,-2.56,-5.85,-3.09,7.09,23.63,-1.46,10.23,-1.18,10.41,171.87
20210401_13:03:22.89,99.9,99.9,999.9,001,2.56,-0.73,-2.20,3.46,285.95,-3.29,-9.87,-1.67,10.54,18.43,-4.02,5.85,0.24,7.10,145.49,-5.85,5.48,1.13,8.10,133.15,-3.11,4.75,0.61,5.71,146.82,-6.94,14.99,1.08,16.55,155.14,-5.48,-2.92,-1.42,6.37,61.93,1.10,5.85,-1.32,6.10,190.62,-2.56,-5.85,-3.09,7.09,23.63,-1.46,10.23,-1.18,10.41,171.87
20210401_13:03:23.42,99.9,99.9,999.9,001,2.56,-0.73,-2.20,3.46,285.95,-4.39,-9.87,-1.22,10.87,23.96,-3.66,5.85,0.20,6.90,147.99,-5.85,5.48,1.13,8.10,133.15,-3.11,9.50,1.25,10.08,161.90,-6.94,14.99,1.08,16.55,155.14,-5.48,-2.92,-1.42,6.37,61.93,1.10,5.85,-1.32,6.10,190.62,-2.56,-5.85,-3.09,7.09,23.63,-1.46,10.23,-1.18,10.41,171.87
20210401_13:03:23.94,99.9,99.9,999.9,001,2.56,-0.73,-2.20,3.46,285.95,-5.48,-9.50,-1.42,11.06,29.98,-4.02,6.03,0.12,7.25,146.31,-5.85,5.48,1.13,8.10,133.15,-3.29,9.50,1.22,10.13,160.91,-6.94,14.99,1.08,16.55,155.14,-5.48,-2.92,-1.42,6.37,61.93,1.10,5.85,-1.32,6.10,190.62,-2.56,-5.85,-3.09,7.09,23.63,-1.46,10.23,-1.18,10.41,171.87
20210401_13:03:24.47,99.9,99.9,999.9,001,2.56,-0.73,-2.20,3.46,285.95,-5.48,-9.50,-1.42,11.06,29.98,-2.92,5.85,-0.00,6.54,153.43,-5.12,5.48,1.32,7.62,136.97,-3.29,9.87,1.18,10.47,161.57,-6.94,14.99,1.08,16.55,155.14,-5.48,-2.92,-1.42,6.37,61.93,1.10,5.85,-1.32,6.10,190.62,-2.56,-5.85,-3.09,7.09,23.63,-1.46,5.48,-1.81,5.96,165.07
20210401_13:03:25.00,99.9,99.9,999.9,001,2.56,-0.73,-2.20,3.46,285.95,-3.66,-9.50,-1.67,10.32,21.04,-4.02,5.85,0.15,7.10,145.49,-7.31,5.48,1.32,9.23,126.87,-3.29,9.32,1.25,9.96,160.56,-6.94,14.99,1.08,16.55,155.14,-5.48,-2.92,-1.42,6.37,61.93,1.10,5.85,-1.32,6.10,190.62,-2.56,-5.85,-3.09,7.09,23.63,-1.46,5.48,-1.81,5.96,165.07
20210401_13:03:25.52,99.9,99.9,999.9,001,2.56,-0.73,-2.20,3.46,285.95,-3.66,-9.50,-1.67,10.32,21.04,-2.92,5.85,-0.00,6.54,153.43,-5.85,5.48,1.52,8.16,133.15,-3.29,9.32,1.25,9.96,160.56,-6.94,12.43,1.42,14.31,150.80,-5.48,-2.92,-1.42,6.37,61.93,1.10,5.85,-1.32,6.10,190.62,-2.56,-5.85,-3.09,7.09,23.63,-1.46,5.48,-1.81,5.96,165.07
20210401_13:03:26.05,99.9,99.9,999.9,001,2.56,-0.73,-2.20,3.46,285.95,-1.83,-8.77,-1.52,9.09,11.77,-2.92,5.85,-0.00,6.54,153.43,-5.85,5.48,1.52,8.16,133.15,-4.75,9.32,1.44,10.56,152.99,-6.94,12.43,1.42,14.31,150.80,-9.87,-2.92,-2.01,10.49,73.50,1.10,5.85,-1.32,6.10,190.62,-2.56,-5.85,-3.09,7.09,23.63,-1.46,5.48,-1.81,5.96,165.07
20210401_13:03:26.58,99.9,99.9,999.9,001,2.56,-0.73,-2.20,3.46,285.95,-3.29,-8.77,-1.71,9.52,20.56,-2.92,5.85,-0.00,6.54,153.43,-5.85,6.21,1.42,8.65,136.74,-4.75,9.32,1.44,10.56,152.99,-6.94,12.43,1.42,14.31,150.80,-9.87,-2.56,-2.06,10.40,75.47,1.10,5.85,-1.32,6.10,190.62,-2.56,-5.85,-3.09,7.09,23.63,-1.46,5.48,-1.81,5.96,165.07
20210401_13:03:27.11,99.9,99.9,999.9,001,2.56,-0.73,-2.20,3.46,285.95,-3.29,-8.77,-1.71,9.52,20.56,-4.02,5.85,0.15,7.10,145.49,-5.85,6.21,1.42,8.65,136.74,-4.75,9.32,1.44,10.56,152.99,-6.94,12.61,1.40,14.46,151.16,-9.87,-2.56,-2.06,10.40,75.47,1.10,5.85,-1.32,6.10,190.62,-2.56,-5.85,-3.09,7.09,23.63,-1.46,5.48,-1.81,5.96,165.07
20210401_13:03:27.63,99.9,99.9,999.9,001,2.56,-0.73,-2.20,3.46,285.95,-1.46,-8.77,-1.47,9.01,9.46,-2.92,5.85,-0.00,6.54,153.43,-5.85,5.48,1.32,8.12,133.15,-4.75,9.32,1.44,10.56,152.99,-6.94,12.61,1.40,14.46,151.16,-9.87,-2.56,-2.06,10.40,75.47,1.10,5.85,-1.32,6.10,190.62,-2.56,-5.85,-3.09,7.09,23.63,-1.46,5.48,-1.81,5.96,165.07
20210401_13:03:28.16,99.9,99.9,999.9,001,2.56,-0.73,-2.20,3.46,285.95,-1.46,-8.77,-1.47,9.01,9.46,-2.92,5.85,-0.00,6.54,153.43,-7.68,5.48,1.08,9.49,125.54,-3.84,9.32,1.32,10.17,157.62,-6.94,12.61,1.40,14.46,151.16,-9.87,-2.56,-2.06,10.40,75.47,1.10,5.85,-1.32,6.10,190.62,-2.56,-4.75,-3.23,6.29,28.30,-1.46,5.48,-1.81,5.96,165.07
20210401_13:03:28.69,99.9,99.9,999.9,001,2.56,-0.37,-2.25,3.43,278.13,-1.46,-8.59,-1.98,8.94,9.66,-2.19,5.85,-0.00,6.25,159.44,-7.68,6.03,1.15,9.83,128.16,-3.84,9.32,1.32,10.17,157.62,-6.94,12.61,1.40,14.46,151.16,-9.87,-2.56,-2.06,10.40,75.47,1.10,5.85,-1.32,6.10,190.62,-2.56,-4.75,-3.23,6.29,28.30,-1.46,5.48,-1.81,5.96,165.07
20210401_13:03:29.21,99.9,99.9,999.9,001,2.56,-0.37,-2.25,3.43,278.13,-1.28,-8.77,-1.98,9.08,8.30,-3.66,5.85,0.20,6.90,147.99,-5.85,6.03,1.40,8.52,135.88,-3.84,9.32,1.32,10.17,157.62,-6.94,12.61,1.40,14.46,151.16,-9.87,-2.56,-2.06,10.40,75.47,1.10,5.85,-1.32,6.10,190.62,-2.56,-4.75,-3.23,6.29,28.30,-1.46,5.48,-1.81,5.96,165.07
20210401_13:03:29.74,99.9,99.9,999.9,001,2.56,-0.37,-2.25,3.43,278.13,-1.28,-8.77,-1.98,9.08,8.30,-3.66,5.85,0.20,6.90,147.99,-6.76,6.03,1.27,9.15,131.73,-3.84,8.77,1.40,9.68,156.37,-6.94,12.61,1.40,14.46,151.16,-9.87,-0.91,-2.28,10.17,84.71,1.10,5.85,-1.32,6.10,190.62,-2.56,-4.75,-3.23,6.29,28.30,-1.46,5.48,-1.81,5.96,165.07
20210401_13:03:30.27,99.9,99.9,999.9,001,2.56,-0.37,-2.25,3.43,278.13,-1.10,-8.77,-2.01,9.07,7.13,-3.66,5.85,0.20,6.90,147.99,-7.68,4.57,1.35,9.03,120.76,-3.84,8.77,1.40,9.68,156.37,-6.94,12.61,1.40,14.46,151.16,-9.87,-0.91,-2.28,10.17,84.71,1.10,5.85,-1.32,6.10,190.62,-2.56,-4.75,-3.23,6.29,28.30,-1.46,5.48,-1.81,5.96,165.07
20210401_13:03:30.79,99.9,99.9,999.9,001,2.56,-0.37,-2.25,3.43,278.13,-1.46,-9.14,-1.91,9.45,9.09,-3.66,5.85,0.20,6.90,147.99,-7.68,4.57,1.35,9.03,120.76,-3.84,8.77,1.40,9.68,156.37,-6.94,12.79,1.37,14.62,151.50,-9.87,-2.56,-2.06,10.40,75.47,-2.56,5.85,-1.81,6.64,156.37,-2.56,-4.75,-3.23,6.29,28.30,-1.46,5.48,-1.81,5.96,165.07
20210401_13:03:31.32,99.9,99.9,999.9,001,2.56,-0.37,-2.25,3.43,278.13,-1.46,-9.14,-1.91,9.45,9.09,-2.92,6.58,0.00,7.20,156.04,-7.68,4.57,1.35,9.03,120.76,-2.92,8.77,1.27,9.33,161.57,-6.94,12.79,1.37,14.62,151.50,-9.87,-2.56,-2.06,10.40,75.47,-2.56,5.85,-1.81,6.64,156.37,-2.56,-4.75,-3.23,6.29,28.30,-1.46,5.48,-1.81,5.96,165.07
20210401_13:03:31.85,99.9,99.9,999.9,001,2.56,-0.37,-2.25,3.43,278.13,-1.46,-9.14,-1.91,9.45,9.09,-4.02,5.85,0.15,7.10,145.49,-8.41,4.57,1.25,9.65,118.52,-2.92,8.77,1.27,9.33,161.57,-6.94,12.79,1.37,14.62,151.50,-9.87,-1.83,-2.15,10.27,79.51,-2.56,5.85,-1.81,6.64,156.37,-2.56,-4.75,-3.23,6.29,28.30,-1.46,5.48,-1.81,5.96,165.07
20210401_13:03:32.37,99.9,99.9,999.9,001,2.56,-0.37,-2.25,3.43,278.13,-1.46,-9.14,-1.91,9.45,9.09,-3.29,5.85,0.05,6.71,150.64,-5.12,4.57,0.81,6.91,131.76,-2.92,8.77,1.27,9.33,161.57,-6.94,12.79,1.37,14.62,151.50,-9.87,-1.83,-2.15,10.27,79.51,-2.56,5.85,-1.81,6.64,156.37,-2.56,-4.75,-3.23,6.29,28.30,-1.46,5.48,-1.81,5.96,165.07
20210401_13:03:32.90,99.9,99.9,999.9,001,2.56,-0.37,-2.25,3.43,278.13,-1.46,-9.14,-1.91,9.45,9.09,-4.39,6.58,0.10,7.91,146.31,-5.12,5.12,0.88,7.29,135.00,-2.92,5.48,0.64,6.25,151.93,-6.94,12.79,1.37,14.62,151.50,-9.87,-1.83,-2.15,10.27,79.51,-2.56,5.85,-1.81,6.64,156.37,-2.56,-3.29,-3.43,5.40,37.87,-1.46,5.48,-1.81,5.96,165.07
20210401_13:03:33.43,99.9,99.9,999.9,001,2.56,-0.37,-2.25,3.43,278.13,-1.46,-9.14,-1.91,9.45,9.09,-4.39,5.48,0.24,7.03,141.34,-5.12,5.12,0.88,7.29,135.00,-2.92,5.48,0.64,6.25,151.93,-6.94,12.79,1.37,14.62,151.50,-9.87,0.73,-2.50,10.21,94.24,-2.56,5.85,-1.81,6.64,156.37,-2.56,-1.83,-3.62,4.80,54.46,-1.46,5.48,-1.81,5.96,165.07
20210401_13:03:33.96,99.9,99.9,999.9,001,2.56,-0.37,-2.25,3.43,278.13,-1.46,-10.60,-1.71,10.84,7.85,-4.39,4.75,0.15,6.47,137.29,-5.12,2.56,0.54,5.75,116.57,-2.92,5.48,0.64,6.25,151.93,-6.94,12.79,1.37,14.62,151.50,-10.23,0.73,-2.45,10.55,94.09,-2.56,5.85,-1.81,6.64,156.37,-2.56,-1.83,-3.62,4.80,54.46,3.29,5.48,-2.45,6.85,210.96
20210401_13:03:34.48,99.9,99.9,999.9,001,2.56,-0.37,-2.25,3.43,278.13,-1.83,-10.60,-1.67,10.88,9.78,-4.39,4.75,0.15,6.47,137.29,-5.12,2.56,0.54,5.75,116.57,-2.92,6.03,0.56,6.73,154.13,-6.94,12.79,1.37,14.62,151.50,-10.23,0.73,-2.45,10.55,94.09,-2.56,5.85,-1.81,6.64,156.37,-2.56,-1.83,-3.62,4.80,54.46,3.29,5.48,-2.45,6.85,210.96
20210401_13:03:35.01,99.9,99.9,999.9,001,2.56,0.37,-2.35,3.49,261.87,-1.83,-10.60,-1.67,10.88,9.78,-4.39,5.12,0.10,6.74,139.40,-4.02,2.19,0.73,4.64,118.61,-3.29,6.94,0.73,7.72,154.65,-6.94,12.79,1.37,14.62,151.50,-10.23,-1.83,-2.11,10.61,79.88,-2.56,5.85,-1.81,6.64,156.37,-2.56,-1.83,-3.62,4.80,54.46,3.29,5.48,-2.45,6.85,210.96
20210401_13:03:35.54,99.9,99.9,999.9,001,2.56,0.37,-2.35,3.49,261.87,-1.83,-10.60,-1.67,10.88,9.78,-4.02,5.12,0.15,6.51,141.84,-4.02,2.19,0.73,4.64,118.61,-3.29,6.94,0.73,7.72,154.65,-6.94,12.79,1.37,14.62,151.50,-10.23,-1.83,-2.11,10.61,79.88,-2.56,5.85,-1.81,6.64,156.37,-2.56,-1.83,-3.62,4.80,54.46,3.29,5.48,-2.45,6.85,210.96
20210401_13:03:36.06,99.9,99.9,999.9,001,2.56,0.37,-2.35,3.49,261.87,-1.83,-10.42,-1.69,10.71,9.95,-4.02,5.12,0.15,6.51,141.84,-4.39,3.66,0.49,5.73,129.81,-2.19,6.94,0.88,7.34,162.47,-6.94,12.79,1.37,14.62,151.50,-10.23,0.73,-2.45,10.55,94.09,-2.56,5.85,-1.81,6.64,156.37,-2.56,-1.83,-3.62,4.80,54.46,3.29,5.48,-2.45,6.85,210.96
20210401_13:03:36.59,99.9,99.9,999.9,001,2.56,0.37,-2.35,3.49,261.87,-1.83,3.66,0.15,4.09,153.43,-4.39,5.12,0.20,6.74,139.40,-4.39,2.19,0.69,4.95,116.57,-2.19,6.94,0.88,7.34,162.47,-6.94,12.79,1.37,14.62,151.50,-10.23,0.73,-2.45,10.55,94.09,-2.56,5.85,-1.81,6.64,156.37,-2.56,-1.83,-3.62,4.80,54.46,3.29,5.48,-2.45,6.85,210.96
20210401_13:03:37.12,99.9,99.9,999.9,001,2.56,0.37,-2.35,3.49,261.87,-1.83,3.66,0.15,4.09,153.43,-5.85,5.12,0.39,7.78,131.19,-4.39,2.19,0.69,4.95,116.57,-2.19,6.94,0.88,7.34,162.47,-6.94,12.79,1.37,14.62,151.50,-10.23,0.73,-2.45,10.55,94.09,-2.56,5.85,-1.81,6.64,156.37,-2.56,-1.83,-3.62,4.80,54.46,3.29,4.75,-2.35,6.24,214.70
20210401_13:03:37.64,99.9,99.9,999.9,001,2.56,0.37,-2.35,3.49,261.87,-4.39,3.66,0.69,5.75,129.81,-5.12,5.12,0.49,7.25,135.00,-4.39,2.19,0.69,4.95,116.57,-3.66,6.94,0.69,7.88,152.24,-6.94,12.79,1.37,14.62,151.50,-10.23,0.73,-2.45,10.55,94.09,-2.56,5.85,-1.81,6.64,156.37,-2.56,-1.83,-3.62,4.80,54.46,3.29,4.75,-2.35,6.24,214.70
20210401_13:03:38.17,99.9,99.9,999.9,001,2.56,0.37,-2.35,3.49,261.87,-4.39,3.66,0.69,5.75,129.81,-3.66,5.12,0.29,6.30,144.46,-4.39,2.19,0.69,4.95,116.57,-3.66,8.41,0.73,9.20,156.50,-6.94,13.89,1.22,15.58,153.43,-10.23,-2.56,-2.01,10.74,75.96,-2.56,5.85,-1.81,6.64,156.37,-2.56,-1.83,-3.62,4.80,54.46,3.29,4.75,-2.35,6.24,214.70
20210401_13:03:38.70,99.9,99.9,999.9,001,2.56,0.37,-2.35,3.49,261.87,-4.39,3.66,0.69,5.75,129.81,-3.66,5.12,0.29,6.30,144.46,-4.39,2.19,0.69,4.95,116.57,-3.66,8.41,0.73,9.20,156.50,-6.94,13.89,1.22,15.58,153.43,-10.23,-5.85,-1.57,11.89,60.26,-2.56,5.85,-1.81,6.64,156.37,-2.56,-1.83,-3.62,4.80,54.46,3.29,4.75,-2.35,6.24,214.70
20210401_13:03:39.22,99.9,99.9,999.9,001,2.56,0.37,-2.35,3.49,261.87,-4.39,3.66,0.69,5.75,129.81,-3.66,5.12,0.29,6.30,144.46,-4.39,2.92,0.59,5.30,123.69,-3.66,8.77,0.69,9.53,157.38,-6.94,13.89,1.22,15.58,153.43,-10.23,-5.85,-1.57,11.89,60.26,-2.56,5.85,-1.81,6.64,156.37,-2.56,-1.83,-3.62,4.80,54.46,3.29,4.75,-2.35,6.24,214.70
20210401_13:03:39.75,99.9,99.9,999.9,001,2.56,0.37,-2.35,3.49,261.87,-4.39,4.02,0.64,5.98,132.51,-4.02,5.12,0.34,6.52,141.84,-4.39,2.92,0.59,5.30,123.69,-3.66,9.14,0.64,9.86,158.20,-6.94,13.71,1.25,15.42,153.13,-10.23,-5.85,-1.57,11.89,60.26,-2.56,2.56,-1.37,3.87,135.00,-2.56,-1.83,-3.62,4.80,54.46,3.29,4.75,-2.35,6.24,214.70
20210401_13:03:40.28,99.9,99.9,999.9,001,2.56,0.37,-2.35,3.49,261.87,-4.39,1.83,0.34,4.76,112.62,-3.66,5.12,0.39,6.30,144.46,-4.75,2.92,0.64,5.62,121.61,-3.66,9.14,0.64,9.86,158.20,-6.94,13.71,1.25,15.42,153.13,-10.23,-5.85,-1.57,11.89,60.26,-2.56,2.56,-1.37,3.87,135.00,-2.56,-1.83,-3.62,4.80,54.46,3.29,4.75,-2.35,6.24,214.70
20210401_13:03:40.81,99.9,99.9,999.9,001,2.56,0.37,-2.35,3.49,261.87,-4.39,2.01,0.32,4.84,114.62,-3.29,5.48,0.39,6.41,149.04,-4.75,2.92,0.64,5.62,121.61,-3.66,9.14,0.64,9.86,158.20,-6.94,13.71,1.25,15.42,153.13,-10.23,-5.85,-1.57,11.89,60.26,-2.56,2.56,-1.37,3.87,135.00,-2.56,-1.83,-3.62,4.80,54.46,3.29,4.75,-2.35,6.24,214.70
20210401_13:03:41.33,99.9,99.9,999.9,001,2.56,0.37,-2.35,3.49,261.87,-4.39,2.01,0.32,4.84,114.62,-3.29,5.48,0.39,6.41,149.04,-5.48,2.56,0.69,6.09,115.02,-5.12,8.41,0.54,9.86,148.67,-6.94,13.71,1.25,15.42,153.13,-10.23,-4.57,-1.74,11.34,65.94,-2.56,2.56,-1.37,3.87,135.00,-2.56,-1.83,-3.62,4.80,54.46,3.29,4.75,-2.35,6.24,214.70
20210401_13:03:41.86,99.9,99.9,999.9,001,2.56,0.37,-2.35,3.49,261.87,-4.39,-0.00,-0.00,4.39,90.00,-3.11,5.48,0.37,6.31,150.46,-5.48,2.92,0.64,6.25,118.07,-5.12,8.41,0.54,9.86,148.67,-6.94,13.71,1.25,15.42,153.13,-10.23,-4.57,-1.74,11.34,65.94,-2.56,2.56,-1.37,3.87,135.00,-2.56,-5.12,-3.18,6.55,26.57,3.29,6.03,-2.52,7.32,208.61
20210401_13:03:42.39,99.9,99.9,999.9,001,2.56,0.37,-2.35,3.49,261.87,-3.66,0.37,0.05,3.67,95.71,-3.11,4.75,0.47,5.70,146.82,-5.12,2.92,0.69,5.93,119.74,-5.12,8.41,0.54,9.86,148.67,-6.94,13.71,1.25,15.42,153.13,-10.23,-4.57,-1.74,11.34,65.94,-2.56,2.56,-1.37,3.87,135.00,-2.56,-5.12,-3.18,6.55,26.57,-1.46,7.31,-2.06,7.73,168.69
20210401_13:03:42.91,99.9,99.9,999.9,001,2.56,0.37,-2.35,3.49,261.87,-3.66,0.37,0.05,3.67,95.71,-2.92,4.75,0.44,5.60,148.39,-4.75,3.29,0.69,5.82,124.70,-5.12,8.41,0.54,9.86,148.67,-6.94,13.71,1.25,15.42,153.13,-10.23,-4.57,-1.74,11.34,65.94,-2.56,2.56,-1.37,3.87,135.00,-2.56,-5.12,-3.18,6.55,26.57,-1.46,7.31,-2.06,7.73,168.69
20210401_13:03:43.44,99.9,99.9,999.9,001,2.56,0.37,-2.35,3.49,261.87,-2.92,0.73,0.10,3.02,104.04,-1.64,9.87,0.95,10.05,170.54,-5.12,3.29,0.64,6.12,122.74,-5.12,8.41,0.54,9.86,148.67,-6.94,13.52,1.27,15.26,152.82,-10.23,-3.29,-1.91,10.92,72.18,-2.56,2.56,-1.37,3.87,135.00,-2.56,-5.12,-3.18,6.55,26.57,-1.46,7.31,-2.06,7.73,168.69
20210401_13:03:43.97,99.9,99.9,999.9,001,2.56,0.37,-2.35,3.49,261.87,-2.92,0.73,0.10,3.02,104.04,-1.64,9.87,0.95,10.05,170.54,-5.48,3.29,0.59,6.42,120.96,-5.12,8.41,0.54,9.86,148.67,-6.94,13.52,1.27,15.26,152.82,-10.23,-3.29,-1.91,10.92,72.18,-2.56,2.56,-1.37,3.87,135.00,-2.56,-5.12,-3.18,6.55,26.57,-1.46,7.31,-2.06,7.73,168.69
20210401_13:03:44.49,99.9,99.9,999.9,001,8.04,0.37,-1.62,8.21,267.40,-2.92,0.73,0.10,3.02,104.04,-0.00,9.87,0.73,9.90,180.00,-5.48,2.56,0.69,6.09,115.02,-5.12,7.68,0.64,9.25,146.31,-6.94,13.52,1.27,15.26,152.82,-10.23,-2.92,-1.96,10.82,74.05,-2.56,2.56,-1.37,3.87,135.00,-2.56,-5.12,-3.18,6.55,26.57,-1.46,7.31,-2.06,7.73,168.69
20210401_13:03:45.02,99.9,99.9,999.9,001,8.04,0.37,-1.62,8.21,267.40,-0.37,0.73,-0.24,0.85,153.43,-0.00,9.87,0.73,9.90,180.00,-5.48,2.56,0.69,6.09,115.02,-5.12,7.31,0.69,8.95,145.01,-6.94,13.52,1.27,15.26,152.82,-10.23,-2.92,-1.96,10.82,74.05,-2.56,4.75,-1.67,5.65,151.70,-2.56,-5.12,-3.18,6.55,26.57,-1.46,7.31,-2.06,7.73,168.69
20210401_13:03:45.55,99.9,99.9,999.9,001,8.04,0.37,-1.62,8.21,267.40,0.37,0.73,-0.15,0.83,206.57,-0.00,9.87,0.73,9.90,180.00,-5.85,2.56,0.73,6.43,113.63,-5.12,7.31,0.69,8.95,145.01,-6.94,8.77,0.64,11.21,141.63,-10.23,-2.92,-1.96,10.82,74.05,-2.56,3.47,-1.49,4.56,143.62,-2.56,-5.12,-3.18,6.55,26.57,-1.46,7.31,-2.06,7.73,168.69
20210401_13:03:46.08,99.9,99.9,999.9,001,8.04,0.37,-1.62,8.21,267.40,0.37,0.73,-0.15,0.83,206.57,-0.73,9.87,0.83,9.93,175.76,-5.85,4.75,0.44,7.55,129.09,-5.12,7.68,0.64,9.25,146.31,-6.94,8.77,0.64,11.21,141.63,-10.23,-2.92,-1.96,10.82,74.05,-2.56,3.47,-1.49,4.56,143.62,-2.56,-5.12,-3.18,6.55,26.57,-1.46,7.31,-2.06,7.73,168.69
20210401_13:03:46.60,99.9,99.9,999.9,001,8.04,0.37,-1.62,8.21,267.40,0.37,0.73,-0.15,0.83,206.57,-1.10,8.41,1.08,8.55,172.57,-5.48,4.75,0.49,7.27,130.91,-5.12,7.68,0.64,9.25,146.31,-6.94,8.77,0.64,11.21,141.63,-10.23,-2.56,-2.01,10.74,75.96,-2.56,3.47,-1.49,4.56,143.62,-2.56,-5.12,-3.18,6.55,26.57,-1.46,7.31,-2.06,7.73,168.69
20210401_13:03:47.13,99.9,99.9,999.9,001,8.04,0.37,-1.62,8.21,267.40,0.37,0.73,-0.15,0.83,206.57,-1.10,9.87,0.88,9.97,173.66,-5.85,4.02,0.54,7.12,124.51,-5.12,6.21,0.44,8.06,140.53,-6.94,8.77,0.64,11.21,141.63,-10.23,-2.56,-2.01,10.74,75.96,-2.56,3.47,-1.49,4.56,143.62,-2.56,-0.00,-2.50,3.58,90.00,-1.46,7.31,-2.06,7.73,168.69
20210401_13:03:47.66,99.9,99.9,999.9,001,8.04,0.37,-1.62,8.21,267.40,1.10,0.73,-0.05,1.32,236.31,-1.10,8.41,1.08,8.55,172.57,-5.85,4.02,0.54,7.12,124.51,-5.12,6.03,0.42,7.92,139.69,-6.94,8.77,0.64,11.21,141.63,-10.23,-2.56,-2.01,10.74,75.96,-2.56,3.47,-1.49,4.56,143.62,-2.56,-0.00,-2.50,3.58,90.00,-1.46,7.31,-2.06,7.73,168.69
20210401_13:03:48.18,99.9,99.9,999.9,001,8.04,0.37,-1.62,8.21,267.40,0.37,0.73,-0.15,0.83,206.57,-1.10,9.32,0.95,9.43,173.29,-5.85,4.02,0.54,7.12,124.51,-5.12,6.40,0.37,8.20,141.34,-6.94,8.77,0.64,11.21,141.63,-10.23,-2.56,-2.01,10.74,75.96,-2.56,3.47,-1.49,4.56,143.62,-2.56,-0.18,-2.47,3.56,85.91,-1.46,7.31,-2.06,7.73,168.69
20210401_13:03:48.71,99.9,99.9,999.9,001,8.04,0.37,-1.62,8.21,267.40,0.37,0.73,-0.15,0.83,206.57,-1.10,9.87,0.88,9.97,173.66,-5.85,4.02,0.54,7.12,124.51,-5.48,6.03,0.37,8.16,137.73,-6.94,8.77,0.64,11.21,141.63,-10.23,-2.56,-2.01,10.74,75.96,-2.56,3.47,-1.49,4.56,143.62,-2.56,-0.18,-2.47,3.56,85.91,-1.46,7.31,-2.06,7.73,168.69
20210401_13:03:49.24,99.9,99.9,999.9,001,8.04,0.37,-1.62,8.21,267.40,0.37,0.73,-0.15,0.83,206.57,-1.10,9.87,0.88,9.97,173.66,-6.94,4.75,0.69,8.44,124.38,-5.48,6.03,0.37,8.16,137.73,-6.94,8.77,0.64,11.21,141.63,-10.23,-4.02,-1.81,11.14,68.55,-2.56,3.47,-1.49,4.56,143.62,-2.56,-0.18,-2.47,3.56,85.91,-1.46,7.31,-2.06,7.73,168.69
20210401_13:03:49.76,99.9,99.9,999.9,001,8.04,0.37,-1.62,8.21,267.40,0.37,0.73,-0.15,0.83,206.57,-1.10,6.94,0.49,7.05,171.03,-6.94,4.75,0.69,8.44,124.38,-5.48,5.30,0.47,7.64,134.03,-6.94,8.77,0.64,11.21,141.63,-10.23,-5.85,-1.57,11.89,60.26,-2.56,3.47,-1.49,4.56,143.62,-2.56,-0.18,-2.47,3.56,85.91,-1.46,7.31,-2.06,7.73,168.69
